symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_10,above_sma_20,above_sma_50,above_sma_100,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,ma200_roc20_pct,supertrend_bullish,new_high20,within_3pct_ath,at_ath,rs_acceleration_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,trend_raw,breakout_raw,volume_raw,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
PFOCUS,Prime Focus Ltd.,PFOCUS.NS,Media Entertainment & Publication,True,,NIFTY 500,^CRSLDX,2026-09-07,311.75,1.55,8.51,10.14,1727525.0,1052907.0,1.64,538555918.75,62.28,50.86,True,True,True,True,True,8.01,11.66,4.62,False,True,False,False,9.66,0.01346292,0.01193743,12.78,12.93,True,1.0,0.5,1.64,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",293.07,2026-07-29,3.63,2.7,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
ZYDUSWELL,Zydus Wellness Ltd.,ZYDUSWELL.NS,Fast Moving Consumer Goods,True,,NIFTY 500,^CRSLDX,2026-09-07,555.35,4.45,4.7,7.61,7627303.0,591362.0,12.9,4235822721.05,60.09,51.04,True,True,True,True,True,7.13,1.14,1.45,False,True,False,False,24.7,0.02398278,0.02348951,2.1,10.33,True,1.0,0.5,12.9,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",543.03,2026-09-07,31.87,1.17,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
TITAGARH,Titagarh Rail Systems Ltd.,TITAGARH.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-07,896.45,2.82,9.58,6.79,1383593.0,575560.0,2.4,1240321944.85,64.92,42.95,True,True,True,True,True,6.7,6.1,-0.21,False,True,False,False,12.31,0.03871317,0.03613339,7.14,9.5,True,0.6666666666666666,0.5,2.4,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",873.63,2026-09-07,2.66,0.87,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
CDSL,Central Depository Services (India) Ltd.,CDSL.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-07,1414.9,1.46,0.88,6.18,2731594.0,1372068.0,1.99,3864932350.6,59.53,58.78,True,True,True,True,True,2.74,3.65,-1.66,False,False,False,False,18.17,0.06110243,0.05838034,4.66,8.88,True,0.6666666666666666,0.0,1.99,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",1383.8,2026-08-26,3.18,0.0,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
CARTRADE,Cartrade Tech Ltd.,CARTRADE.NS,Consumer Services,True,,NIFTY 500,^CRSLDX,2026-09-07,3179.9,5.99,6.3,15.13,1233314.0,422935.0,2.92,3921815188.6,67.07,57.46,True,True,True,True,True,7.85,11.52,-0.48,False,True,True,False,21.03,0.13732391,0.1219424,12.61,18.05,True,0.6666666666666666,1.0,2.92,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",2970.6,,,7.05,,,2970.6,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
ANANTRAJ,Anant Raj Ltd.,ANANTRAJ.NS,Realty,True,,NIFTY 500,^CRSLDX,2026-09-07,638.25,2.05,5.69,5.63,5173652.0,2908802.0,1.78,3302083389.0,62.4,46.5,True,True,True,True,True,3.44,6.52,0.1,False,True,False,False,7.45,0.02756281,0.02561868,7.59,8.3,True,1.0,0.5,1.78,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",587.65,,,8.61,,,587.65,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
IIFL,IIFL Finance Ltd.,IIFL.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-07,654.05,0.45,1.13,4.5,4742061.0,2958438.0,1.6,3101544997.05,57.92,56.42,True,True,True,True,True,1.47,9.59,1.8,False,False,False,False,-3.37,0.02824514,0.02551175,10.71,7.15,True,1.0,0.0,1.6,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal, flag, continuation, uptrend",516.65,,,26.59,,,516.65,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume. Secondary patterns: Bullish flag.,Strengthening with volume,7.69
PPLPHARMA,Piramal Pharma Ltd.,PPLPHARMA.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-09-07,219.66,2.54,2.45,2.83,6407335.0,3880163.0,1.65,1407435206.1,65.1,60.49,True,True,True,True,True,3.31,12.17,1.21,False,True,True,True,-15.53,0.00948601,0.00837071,13.32,5.44,True,1.0,1.0,1.65,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",170.59,,,28.76,,,170.59,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.58
SUPREMEIND,Supreme Industries Ltd.,SUPREMEIND.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-07,3598.0,3.54,1.1,2.95,370941.0,216280.0,1.72,1334645718.0,54.96,52.34,True,True,True,True,True,0.96,4.18,-0.24,False,False,False,False,2.5,0.15537955,0.14768439,5.21,5.56,True,0.3333333333333333,0.0,1.72,2.52,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",3607.0,,,0.25,,,3607.0,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.29
HOMEFIRST,Home First Finance Company India Ltd.,HOMEFIRST.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-07,1233.7,1.95,5.92,4.41,315751.0,130241.0,2.42,389542008.7,63.68,41.84,True,True,True,True,True,3.73,2.95,0.25,False,True,False,False,14.92,0.05327731,0.05125584,3.94,7.06,True,1.0,0.5,2.42,2.2,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",1252.35,,,1.49,,,1252.35,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.27
