symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_10,above_sma_20,above_sma_50,above_sma_100,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,ma200_roc20_pct,supertrend_bullish,new_high20,within_3pct_ath,at_ath,rs_acceleration_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,trend_raw,breakout_raw,volume_raw,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
SAIL,Steel Authority of India Ltd.,SAIL.NS,Metals & Mining,True,,NIFTY 500,^CRSLDX,2026-08-24,179.65,3.57,3.49,10.47,48196763.0,19415312.0,2.48,8658548178.78,61.16,54.53,True,True,True,True,True,4.31,5.57,2.47,False,True,False,False,16.6,0.00764086,0.00730624,4.58,8.79,True,1.0,0.5,2.48,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",176.29,2026-08-24,2.72,0.9,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
PFOCUS,Prime Focus Ltd.,PFOCUS.NS,Media Entertainment & Publication,True,,NIFTY 500,^CRSLDX,2026-08-24,307.8,3.65,15.54,6.97,1727426.0,1097197.0,1.57,531701701.71,63.03,43.89,True,True,True,True,True,7.03,16.29,4.66,False,False,False,False,-30.46,0.01309133,0.01136898,15.15,5.34,True,1.0,0.0,1.57,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, high-tight, inverse-head-and-shoulders, base, reversal",293.07,2026-07-29,3.63,1.0,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: High-tight flag, Possible inverse H&S.",Strengthening with volume,7.77
JSWSTEEL,JSW Steel Ltd.,JSWSTEEL.NS,Metals & Mining,True,,NIFTY 500,^CRSLDX,2026-08-24,1327.0,2.57,3.85,6.62,3648035.0,1672530.0,2.18,4840942445.0,63.96,52.02,True,True,True,True,True,3.09,5.31,1.04,False,False,True,False,4.1,0.05643987,0.05407573,4.37,4.99,True,1.0,0.5,2.18,5.08,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",1308.9,2026-08-24,2.36,1.04,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.7
BALRAMCHIN,Balrampur Chini Mills Ltd.,BALRAMCHIN.NS,Fast Moving Consumer Goods,True,,NIFTY 500,^CRSLDX,2026-08-24,695.5,-4.64,6.06,13.71,12425474.0,4039144.0,3.08,8641917167.0,59.45,61.26,True,True,True,True,True,7.98,15.94,3.71,False,False,False,False,-3.3,0.02958095,0.02572241,15.0,11.97,True,1.0,0.0,3.08,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",460.95,,,50.88,,,460.95,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
ENGINERSIN,Engineers India Ltd.,ENGINERSIN.NS,Construction,True,,NIFTY 500,^CRSLDX,2026-08-24,254.83,4.05,6.1,12.55,5605769.0,2524154.0,2.22,1428518124.53,63.94,54.37,True,True,True,True,True,7.51,7.05,1.87,False,True,True,False,18.83,0.01083841,0.01019365,6.33,10.83,True,1.0,1.0,2.22,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",223.27,,,14.14,,,223.27,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
GRASIM,Grasim Industries Ltd.,GRASIM.NS,Construction Materials,True,,NIFTY 500,^CRSLDX,2026-08-24,3288.0,-0.6,1.15,5.97,1615674.0,990652.0,1.63,5312336112.0,57.12,55.06,True,True,True,True,True,1.59,3.61,1.37,False,False,True,False,3.98,0.13984497,0.13607845,2.77,4.35,True,1.0,0.5,1.63,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",2913.6,,,12.85,,,2913.6,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.36
HINDZINC,Hindustan Zinc Ltd.,HINDZINC.NS,Metals & Mining,True,,NIFTY 500,^CRSLDX,2026-08-24,604.0,1.53,6.43,14.04,12758815.0,5851207.0,2.18,7706324260.0,65.44,53.09,True,True,True,True,True,5.96,9.82,1.6,False,True,False,False,12.17,0.02568928,0.02361518,8.78,12.3,True,0.6666666666666666,0.5,2.18,2.2,Watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",625.93,,,3.5,,,625.93,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.27
DIXON,Dixon Technologies (India) Ltd.,DIXON.NS,Consumer Durables,True,,NIFTY 500,^CRSLDX,2026-08-24,14570.0,-1.89,3.89,5.5,735188.0,394456.0,1.86,10711689160.0,60.68,54.96,True,True,True,True,True,2.55,7.91,-1.54,False,False,False,False,-12.32,0.61969015,0.5786363,7.09,3.89,True,0.6666666666666666,0.0,1.86,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",12068.5,,,20.73,,,12068.5,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.27
KOTAKBANK,Kotak Mahindra Bank Ltd.,KOTAKBANK.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-08-24,401.45,-0.34,2.23,4.37,14930171.0,9769531.0,1.53,5993717330.2,60.44,52.95,True,True,True,True,True,2.04,2.53,-0.91,False,False,False,False,6.0,0.01707444,0.01678609,1.72,2.78,True,0.3333333333333333,0.0,1.53,4.7,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",392.26,2026-08-21,1.61,1.51,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.26
CANHLIFE,Canara HSBC Life Insurance Company Ltd.,CANHLIFE.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-08-24,154.7,-0.35,3.9,6.97,1054921.0,647040.0,1.63,163196275.48,62.38,52.81,True,True,True,True,True,3.61,6.1,,False,False,True,False,1.78,0.00657969,0.00625488,5.19,5.34,True,0.6666666666666666,0.5,1.63,2.2,Watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",162.85,,,5.0,,,162.85,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.14
CHENNPETRO,Chennai Petroleum Corporation Ltd.,CHENNPETRO.NS,Oil Gas & Consumable Fuels,True,,NIFTY 500,^CRSLDX,2026-08-24,1412.1,1.33,2.15,26.08,1579225.0,2793721.0,0.57,2230023583.94,62.92,63.52,True,True,True,True,True,8.11,18.82,5.59,False,False,True,False,23.53,0.06005933,0.05101266,17.73,24.16,True,1.0,0.5,0.57,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",1352.5,2026-08-11,7.68,2.63,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening,7.1
BRIGADE,Brigade Enterprises Ltd.,BRIGADE.NS,Realty,True,,NIFTY 500,^CRSLDX,2026-08-24,654.1,2.32,10.17,20.78,1255874.0,579912.0,2.17,821467152.74,74.75,60.8,True,True,True,True,True,10.65,17.25,-2.46,False,True,False,False,11.37,0.02782013,0.02389694,16.42,18.93,True,0.3333333333333333,0.5,2.17,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",609.34,2026-08-20,3.52,3.24,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.1
ATHERENERG,Ather Energy Ltd.,ATHERENERG.NS,Automobile and Auto Components,True,,NIFTY 500,^CRSLDX,2026-08-24,1453.1,-0.61,-2.16,19.61,2136969.0,4360447.0,0.49,3105229601.73,59.83,65.86,False,True,True,True,True,2.22,16.07,9.1,False,False,False,False,6.42,0.06180314,0.05364119,15.22,17.78,True,1.0,0.0,0.49,4.79,Actionable watch,High-tight flag,"flag, continuation, uptrend, high-tight",1569.4,2026-08-12,0.51,,10.39,63.38,,Price has made a sharp impulse move and is now consolidating near the highs. A controlled pullback with quieter volume keeps the continuation setup alive.,Strengthening,7.1
IFCI,IFCI Ltd.,IFCI.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-08-24,82.48,1.94,4.5,17.18,27092617.0,23561760.0,1.15,2234599141.11,65.51,60.19,True,True,True,True,True,7.57,7.45,3.34,False,True,False,False,24.79,0.00350803,0.0033025,6.22,15.39,True,1.0,0.5,1.15,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",79.13,2026-08-18,2.95,1.98,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
JINDALSAW,Jindal Saw Ltd.,JINDALSAW.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-24,287.25,-1.51,6.23,14.51,1794993.0,1864708.0,0.96,515611739.25,65.23,55.98,True,True,True,True,True,7.14,8.79,4.06,False,False,True,False,16.94,0.0122173,0.01130726,8.05,12.76,True,1.0,0.5,0.96,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",279.98,2026-08-21,16.46,2.15,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening,7.1
CLEAN,Clean Science and Technology Ltd.,CLEAN.NS,Chemicals,True,,NIFTY 500,^CRSLDX,2026-08-24,828.25,0.33,-1.4,13.72,308403.0,579613.0,0.53,255434784.75,60.57,67.5,True,True,True,True,True,4.44,6.43,-2.94,False,False,False,False,17.76,0.03522707,0.03337256,5.56,11.99,True,0.3333333333333333,0.0,0.53,4.74,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",808.31,2026-08-13,1.68,1.69,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
ZENTEC,Zen Technologies Ltd.,ZENTEC.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-24,1903.3,-1.19,2.13,12.8,280083.0,555094.0,0.5,533081987.58,60.3,63.44,True,True,True,True,True,7.07,5.55,2.64,False,False,False,False,14.84,0.08095102,0.07734439,4.66,11.08,True,1.0,0.0,0.5,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",1877.73,2026-08-18,6.16,0.92,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
KEI,KEI Industries Ltd.,KEI.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-24,5494.0,-0.61,-6.45,12.74,250373.0,534359.0,0.47,1375549262.0,51.91,73.45,False,True,True,True,True,0.46,3.31,2.88,False,False,False,False,22.23,0.2336704,0.22813563,2.43,11.02,True,1.0,0.0,0.47,4.76,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",5392.43,2026-06-17,1.72,1.07,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
MEESHO,Meesho Ltd.,MEESHO.NS,Consumer Services,True,,NIFTY 500,^CRSLDX,2026-08-24,205.07,-0.3,5.8,12.61,20555829.0,12522510.0,1.64,4215384003.59,65.05,57.88,True,True,True,True,,6.84,9.0,,False,False,False,False,17.75,0.00872202,0.00805003,8.35,10.9,True,0.3333333333333333,0.0,1.64,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",195.12,2026-08-20,3.14,3.27,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.1
INDGN,Indegene Ltd.,INDGN.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-08-24,566.65,-0.2,0.87,12.02,258087.0,798719.0,0.32,146245004.85,63.63,62.92,True,True,True,True,True,2.82,7.78,0.17,False,False,True,False,12.67,0.02410072,0.02253159,6.96,10.32,True,1.0,0.5,0.32,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",542.3,2026-08-04,3.3,3.82,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
AARTIIND,Aarti Industries Ltd.,AARTIIND.NS,Chemicals,True,,NIFTY 500,^CRSLDX,2026-08-24,543.15,3.03,3.12,11.74,2015871.0,1877753.0,1.07,1094920382.87,67.42,64.02,True,True,True,True,True,6.79,10.33,3.03,False,True,True,True,4.41,0.02310122,0.02113079,9.32,10.03,True,1.0,1.0,1.07,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",508.52,2026-08-12,3.64,3.32,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
SIEMENS,Siemens Ltd.,SIEMENS.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-24,4114.0,4.95,4.34,11.19,1317139.0,449180.0,2.93,5418709846.0,70.06,62.61,True,True,True,True,True,5.37,10.59,2.36,False,True,True,True,6.13,0.17497634,0.15942319,9.76,9.5,True,1.0,1.0,2.93,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",3886.2,2026-08-04,3.1,0.44,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.1
SYRMA,Syrma SGS Technology Ltd.,SYRMA.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-24,1459.9,1.43,-0.44,11.03,758392.0,1712300.0,0.44,1107176499.32,55.68,59.54,False,True,True,True,True,1.9,4.31,6.77,False,False,False,False,13.78,0.06209236,0.05987422,3.7,9.34,True,1.0,0.0,0.44,4.7,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",1462.5,2026-08-10,2.8,0.18,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
