symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_10,above_sma_20,above_sma_50,above_sma_100,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,ma200_roc20_pct,supertrend_bullish,new_high20,within_3pct_ath,at_ath,rs_acceleration_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,trend_raw,breakout_raw,volume_raw,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
TATAINVEST,Tata Investment Corporation Ltd.,TATAINVEST.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-17,719.3,5.48,11.49,10.77,3732302.0,2224863.0,1.68,2684644828.6,66.34,49.84,True,True,True,True,True,10.88,9.07,-1.37,False,True,False,False,17.14,0.03175066,0.0282451,12.41,15.15,True,0.3333333333333333,0.5,1.68,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",700.41,2026-09-15,41.36,2.7,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
SYRMA,Syrma SGS Technology Ltd.,SYRMA.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-17,1617.7,7.05,1.18,12.05,9182371.0,1957166.0,4.69,14854321566.7,62.59,65.34,True,True,True,True,True,6.64,11.3,7.07,False,False,True,False,3.15,0.07140697,0.06205193,15.08,11.73,True,1.0,0.5,4.69,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend",1521.84,2026-09-07,12.28,0.55,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag.,Strengthening with volume,7.9
NIACL,The New India Assurance Company Ltd.,NIACL.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-17,197.05,6.98,-0.15,7.63,34650793.0,13680951.0,2.53,6827938760.65,52.58,52.61,False,True,True,True,True,0.58,6.79,1.63,False,False,False,False,8.09,0.00869799,0.00789222,10.21,10.91,True,1.0,0.0,2.53,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",188.24,2026-08-31,9.17,0.92,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
CASTROLIND,Castrol India Ltd.,CASTROLIND.NS,Oil Gas & Consumable Fuels,True,,NIFTY 500,^CRSLDX,2026-09-17,191.72,1.53,1.95,1.67,4924285.0,1867763.0,2.64,944083920.2,64.74,52.45,True,True,True,True,True,2.19,2.53,-0.17,False,True,False,False,5.71,0.00846272,0.00800622,5.7,6.31,True,0.6666666666666666,0.5,2.64,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",188.73,2026-09-17,2.94,0.04,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
AEGISVOPAK,Aegis Vopak Terminals Ltd.,AEGISVOPAK.NS,Oil Gas & Consumable Fuels,True,,NIFTY 500,^CRSLDX,2026-09-17,310.7,4.63,6.46,16.54,6087355.0,1535903.0,3.96,1891341198.5,67.88,59.66,True,True,True,True,True,9.52,9.42,1.05,False,True,True,True,22.37,0.01371462,0.01213437,13.02,17.15,True,1.0,1.0,3.96,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",244.72,,,26.96,,,244.72,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
ACE,Action Construction Equipment Ltd.,ACE.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-17,1205.6,4.86,7.53,3.54,685925.0,311026.0,2.21,826951180.0,67.2,51.74,True,True,True,True,True,6.06,10.24,1.84,False,True,True,False,-8.4,0.05321645,0.04659416,14.21,5.43,True,1.0,1.0,2.21,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",935.75,,,28.84,,,935.75,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.58
CGCL,Capri Global Capital Ltd.,CGCL.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-17,262.35,2.22,-3.64,16.54,2591024.0,7890468.0,0.33,679755146.4,55.55,64.25,False,True,True,True,True,1.49,6.56,3.55,False,False,False,False,30.64,0.0115804,0.01052996,9.98,20.52,True,1.0,0.0,0.33,4.92,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",261.71,2026-09-03,2.04,0.24,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
PAYTM,One 97 Communications Ltd.,PAYTM.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-17,1763.0,-1.51,1.38,9.94,4085951.0,4939132.0,0.83,7203531613.0,61.2,66.49,True,True,True,True,True,3.68,14.88,3.28,False,False,True,False,-0.16,0.07782067,0.06487115,19.96,18.13,True,1.0,0.5,0.83,4.0,Actionable watch,High-tight flag,"flag, continuation, uptrend, high-tight, inverse-head-and-shoulders, base, reversal",1807.5,2026-09-11,1.9,,4.67,48.37,,Price has made a sharp impulse move and is now consolidating near the highs. A controlled pullback with quieter volume keeps the continuation setup alive. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
HBLENGINE,HBL Engineering Ltd.,HBLENGINE.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-17,756.75,7.39,4.97,6.15,8034626.0,2197701.0,3.66,6080203225.5,64.68,57.08,True,True,True,True,False,8.4,6.78,-2.4,False,True,False,False,25.58,0.03340374,0.03044312,9.73,17.02,True,0.3333333333333333,0.5,3.66,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",736.02,2026-09-17,4.04,2.82,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening with volume,7.1
WOCKPHARMA,Wockhardt Ltd.,WOCKPHARMA.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-09-17,2072.3,2.51,-6.68,13.2,603193.0,1177897.0,0.51,1249996853.9,53.52,68.88,False,True,True,True,True,2.07,6.05,4.47,False,False,False,False,17.86,0.09147349,0.08326125,9.86,15.44,True,1.0,0.0,0.51,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",2056.35,2026-09-04,5.08,0.78,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
