symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_10,above_sma_20,above_sma_50,above_sma_100,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,ma200_roc20_pct,supertrend_bullish,new_high20,within_3pct_ath,at_ath,rs_acceleration_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,trend_raw,breakout_raw,volume_raw,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
PIRAMALFIN,Piramal Finance Ltd.,PIRAMALFIN.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-01,2226.1,-3.23,2.06,8.47,1213820.0,338005.0,3.59,2702084820.54,60.31,62.85,True,True,True,True,True,3.82,4.38,,False,False,False,False,18.07,0.09537745,0.09110205,4.69,10.86,True,0.6666666666666666,0.0,3.59,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",2193.07,2026-08-26,3.9,0.77,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening with volume,7.9
SBFC,SBFC Finance Ltd.,SBFC.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-01,99.95,1.14,7.74,8.44,12820656.0,3131253.0,4.09,1281424528.07,66.09,48.78,True,True,True,True,True,4.98,7.36,-1.83,False,False,False,False,12.69,0.00428237,0.00397864,7.63,10.7,True,0.3333333333333333,0.0,4.09,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",96.19,2026-08-26,12.92,1.79,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
CHALET,Chalet Hotels Ltd.,CHALET.NS,Consumer Services,True,,NIFTY 500,^CRSLDX,2026-09-01,897.5,-0.71,0.39,8.7,987827.0,234472.0,4.21,886574732.5,63.66,67.56,True,True,True,True,True,4.22,6.46,-0.89,False,False,False,False,13.61,0.03845346,0.03600498,6.8,11.42,True,0.6666666666666666,0.0,4.21,3.9,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",899.78,2026-08-26,3.38,0.25,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.87
CPPLUS,Aditya Infotech Ltd.,CPPLUS.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-01,3726.9,4.51,9.82,6.51,504180.0,286647.0,1.76,1879028392.76,58.78,44.5,True,True,True,True,True,4.41,4.59,9.95,False,False,False,False,17.34,0.15967934,0.15256466,4.66,10.85,True,1.0,0.0,1.76,3.7,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend",3731.6,2026-08-11,2.0,0.13,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag.,Strengthening with volume,7.79
HEG,H.E.G. Ltd.,HEG.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-01,729.9,0.15,1.16,7.5,3706884.0,1754055.0,2.11,2705654722.1,65.16,67.27,True,True,True,True,True,3.52,15.87,3.04,False,False,True,False,-9.37,0.03127263,0.02677667,16.79,11.89,True,1.0,0.5,2.11,3.56,Actionable watch,Bullish flag,"flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",739.25,2026-08-18,0.71,,6.21,44.57,,Price has made a sharp impulse move and is now consolidating near the highs. A controlled pullback with quieter volume keeps the continuation setup alive. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.75
MPHASIS,MphasiS Ltd.,MPHASIS.NS,Information Technology,True,,NIFTY 500,^CRSLDX,2026-09-01,2505.5,3.22,3.03,5.27,932167.0,442105.0,2.11,2335544418.5,59.6,51.91,True,True,True,True,True,1.63,6.08,-1.05,False,False,False,False,-1.23,0.10734836,0.10083367,6.46,5.2,True,0.3333333333333333,0.0,2.11,5.04,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend",2460.03,2026-09-01,2.29,1.85,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag.,Strengthening with volume,7.74
ANTHEM,Anthem Biosciences Ltd.,ANTHEM.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-09-01,924.5,3.52,5.69,12.85,1326245.0,763035.0,1.74,1226113502.5,66.4,61.61,True,True,True,True,True,4.93,13.13,2.39,False,False,True,True,8.07,0.03961028,0.03485488,13.64,13.62,True,1.0,0.5,1.74,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",731.68,,,26.35,,,731.68,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
PVRINOX,PVR INOX Ltd.,PVRINOX.NS,Media Entertainment & Publication,True,,NIFTY 500,^CRSLDX,2026-09-01,1228.2,1.7,-0.23,3.38,835462.0,436834.0,1.91,1026114387.61,64.16,73.91,True,True,True,True,True,2.56,11.89,0.43,False,False,True,False,-1.08,0.05262233,0.04673463,12.6,9.74,True,1.0,0.5,1.91,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal, flag, continuation, uptrend",1084.42,,,13.26,,,1084.42,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume. Secondary patterns: Bullish flag.,Strengthening with volume,7.69
CAPLIPOINT,Caplin Point Laboratories Ltd.,CAPLIPOINT.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-09-01,2711.2,7.7,9.69,5.42,1992446.0,190403.0,10.46,5401919497.91,63.64,44.39,True,True,True,True,True,6.55,5.84,2.8,False,True,True,True,11.48,0.11616159,0.1096494,5.94,7.75,True,1.0,1.0,10.46,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",2019.0,,,34.28,,,2019.0,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
UNOMINDA,UNO Minda Ltd.,UNOMINDA.NS,Automobile and Auto Components,True,,NIFTY 500,^CRSLDX,2026-09-01,1274.4,-0.13,1.68,3.86,1489812.0,778904.0,1.91,1898616449.17,63.17,59.17,True,True,True,True,True,0.74,6.85,0.18,False,False,False,False,2.73,0.05460178,0.05087665,7.32,7.41,True,1.0,0.0,1.91,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal, flag, continuation, uptrend",1210.0,,,5.32,,,1210.0,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume. Secondary patterns: Bullish flag.,Strengthening with volume,7.69
