symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_10,above_sma_20,above_sma_50,above_sma_100,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,ma200_roc20_pct,supertrend_bullish,new_high20,within_3pct_ath,at_ath,rs_acceleration_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,trend_raw,breakout_raw,volume_raw,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
IFCI,IFCI Ltd.,IFCI.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-08-18,81.36,3.08,7.48,11.65,49975029.0,19032680.0,2.63,4065968389.94,64.66,53.59,True,True,True,True,True,9.22,6.28,2.98,False,True,False,False,24.0,0.0034662,0.00329627,5.16,11.08,True,1.0,0.5,2.63,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",79.13,2026-08-18,2.95,2.83,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
MINDACORP,Minda Corporation Ltd.,MINDACORP.NS,Automobile and Auto Components,True,,NIFTY 500,^CRSLDX,2026-08-18,745.25,2.77,3.42,10.33,1637223.0,731543.0,2.24,1220140440.75,63.57,59.89,True,True,True,True,True,5.29,8.46,2.31,False,True,True,True,6.99,0.03175005,0.02956817,7.38,9.7,True,1.0,1.0,2.24,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",712.58,2026-08-03,3.02,3.34,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
BEML,BEML Ltd.,BEML.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-18,1965.5,2.99,3.32,10.03,723941.0,447187.0,1.62,1422906035.5,66.76,63.58,True,True,True,True,True,9.28,9.39,-2.12,False,True,False,False,8.53,0.08373664,0.07735803,8.25,9.47,True,0.6666666666666666,0.5,1.62,4.77,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",1892.39,2026-08-18,1.73,1.67,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
PTCIL,PTC Industries Ltd.,PTCIL.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-18,19791.0,-3.85,4.68,9.77,64760.0,32625.0,1.98,1281665160.0,64.09,63.59,True,True,True,True,True,6.98,9.67,1.15,False,False,False,False,11.61,0.84316046,0.77844985,8.31,9.14,True,1.0,0.0,1.98,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",18417.86,2026-08-07,7.32,3.89,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
ASAHIINDIA,Asahi India Glass Ltd.,ASAHIINDIA.NS,Automobile and Auto Components,True,,NIFTY 500,^CRSLDX,2026-08-18,962.8,3.39,6.78,8.2,736543.0,225060.0,3.27,709143591.41,66.1,53.24,True,True,True,True,True,6.96,8.37,-0.07,False,True,False,False,3.31,0.04101839,0.03826916,7.18,7.58,True,0.3333333333333333,0.5,3.27,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",939.05,2026-08-18,3.86,0.96,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
WELSPUNLIV,Welspun Living Ltd.,WELSPUNLIV.NS,Textiles,True,,NIFTY 500,^CRSLDX,2026-08-18,177.79,5.73,11.36,7.08,53708881.0,8232760.0,6.52,9548901592.4,65.26,47.89,True,True,True,True,True,9.32,10.04,2.92,False,True,True,True,4.21,0.00757443,0.00693091,9.28,6.53,True,1.0,1.0,6.52,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",171.54,2026-08-18,9.58,0.59,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
LTF,L&T Finance Ltd.,LTF.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-08-18,325.1,3.21,3.08,6.29,10165537.0,4912475.0,2.07,3304816140.75,60.41,55.02,True,True,True,True,True,4.12,6.26,1.81,False,True,False,False,-0.18,0.01385031,0.01314502,5.37,5.69,True,1.0,0.5,2.07,4.78,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",304.95,2026-06-30,1.76,2.56,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.84
APARINDS,Apar Industries Ltd.,APARINDS.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-18,17214.0,4.18,2.78,24.37,338500.0,204914.0,1.65,5826939000.0,64.15,70.43,True,True,True,True,True,11.83,13.77,6.34,False,False,False,False,38.48,0.73337195,0.64907496,12.99,23.73,True,1.0,0.0,1.65,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal, flag, continuation, uptrend",9462.5,,,75.29,,,9462.5,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume. Secondary patterns: Bullish flag.,Strengthening with volume,7.69
ACE,Action Construction Equipment Ltd.,ACE.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-18,1184.8,6.38,10.39,19.48,1694531.0,854003.0,1.98,2007680411.54,67.57,54.61,True,True,True,True,True,9.68,16.47,-0.08,False,True,True,True,18.01,0.05047631,0.04371658,15.46,18.8,True,0.6666666666666666,1.0,1.98,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",974.75,,,21.41,,,974.75,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
IDEA,Vodafone Idea Ltd.,IDEA.NS,Telecommunication,True,,NIFTY 500,^CRSLDX,2026-08-18,14.12,2.99,9.54,4.67,820797167.0,399321150.0,2.06,11589655904.11,61.98,39.67,True,True,True,True,True,7.18,2.17,3.72,False,True,False,False,13.46,0.00060156,0.00059533,1.05,4.13,True,1.0,0.5,2.06,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",11.26,,,24.9,,,11.26,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.32
