symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_10,above_sma_20,above_sma_50,above_sma_100,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,ma200_roc20_pct,supertrend_bullish,new_high20,within_3pct_ath,at_ath,rs_acceleration_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,trend_raw,breakout_raw,volume_raw,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
CGCL,Capri Global Capital Ltd.,CGCL.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-03,271.7,5.88,10.99,12.71,13362145.0,6997489.0,1.91,3630494796.5,67.93,57.39,True,True,True,True,True,13.67,13.65,2.25,False,True,True,True,22.2,0.01168399,0.01022759,14.24,15.01,True,1.0,1.0,1.91,4.12,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",261.71,2026-09-03,2.04,2.83,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
NIACL,The New India Assurance Company Ltd.,NIACL.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-03,195.33,-1.9,5.47,9.17,6906382.0,3993956.0,1.73,1349023596.06,62.37,57.33,True,True,True,True,True,5.61,8.18,0.31,False,False,False,False,16.61,0.00839983,0.00772392,8.75,11.4,True,1.0,0.0,1.73,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",188.24,2026-08-31,9.17,2.46,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
TEJASNET,Tejas Networks Ltd.,TEJASNET.NS,Telecommunication,True,,NIFTY 500,^CRSLDX,2026-09-03,567.45,3.39,11.01,8.64,6100353.0,3838978.0,1.59,3461645309.85,62.92,44.47,True,True,True,True,True,7.64,5.37,0.24,False,True,False,False,17.19,0.0244022,0.02304166,5.9,10.87,True,1.0,0.5,1.59,4.16,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",551.05,2026-08-31,2.12,0.05,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening with volume,7.9
JMFINANCIL,JM Financial Ltd.,JMFINANCIL.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-03,134.53,3.97,3.13,3.66,5030649.0,2712859.0,1.85,676773209.97,63.15,56.4,True,True,True,True,True,4.45,6.26,-1.71,False,True,False,False,4.35,0.00578523,0.00541544,6.83,5.78,True,0.3333333333333333,0.5,1.85,4.82,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",131.77,2026-09-03,1.84,1.7,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.86
JYOTICNC,Jyoti CNC Automation Ltd.,JYOTICNC.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-03,1026.85,7.45,-0.29,18.7,3413377.0,1719754.0,1.98,3505026172.45,66.81,78.67,True,True,True,True,True,10.63,20.79,-0.41,False,False,False,False,11.72,0.0441579,0.03635175,21.47,21.13,True,0.6666666666666666,0.0,1.98,3.41,Actionable watch,Bullish flag,"flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",1039.4,2026-08-28,0.76,,9.64,32.53,,Price has made a sharp impulse move and is now consolidating near the highs. A controlled pullback with quieter volume keeps the continuation setup alive. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.69
REDINGTON,Redington Ltd.,REDINGTON.NS,Services,True,,NIFTY 500,^CRSLDX,2026-09-03,372.45,2.55,3.92,6.19,9042679.0,5234321.0,1.73,3367945793.55,65.71,65.01,True,True,True,True,True,6.2,18.97,2.64,False,True,True,True,-15.82,0.01601656,0.01338049,19.7,8.36,True,1.0,1.0,1.73,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",268.44,,,38.75,,,268.44,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
IIFL,IIFL Finance Ltd.,IIFL.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-03,643.4,1.6,1.22,5.59,5167110.0,2731141.0,1.89,3324518574.0,55.03,54.76,False,True,True,True,True,0.35,8.93,1.83,False,False,False,False,-1.07,0.0276683,0.02525334,9.56,7.75,True,1.0,0.0,1.89,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal, flag, continuation, uptrend",516.65,,,24.53,,,516.65,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume. Secondary patterns: Bullish flag.,Strengthening with volume,7.69
GRASIM,Grasim Industries Ltd.,GRASIM.NS,Construction Materials,True,,NIFTY 500,^CRSLDX,2026-09-03,3310.0,0.46,1.6,2.8,2310916.0,1289770.0,1.79,7649131960.0,55.45,52.18,True,True,True,True,True,0.37,3.24,1.82,False,False,True,False,6.77,0.1423408,0.13712639,3.8,4.9,True,1.0,0.5,1.79,4.17,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",3207.22,2026-08-07,2.15,2.12,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.68
KARURVYSYA,Karur Vysya Bank Ltd.,KARURVYSYA.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-03,350.0,0.98,1.07,3.7,2690048.0,1615697.0,1.66,941516800.0,63.16,60.8,True,True,True,True,True,2.96,7.21,3.16,False,False,True,False,-5.21,0.01505114,0.01396183,7.8,5.82,True,1.0,0.5,1.66,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal, flag, continuation, uptrend",321.92,,,8.72,,,321.92,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume. Secondary patterns: Bullish flag.,Strengthening with volume,7.65
GRANULES,Granules India Ltd.,GRANULES.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-09-03,853.85,2.66,2.59,1.81,2829036.0,664269.0,4.26,2415572388.6,53.99,44.47,True,True,True,True,True,0.61,0.51,4.46,False,False,False,False,11.41,0.03671834,0.03633859,1.05,3.89,True,1.0,0.0,4.26,4.67,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",802.03,2026-06-30,1.54,3.99,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening with volume,7.48
