symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_10,above_sma_20,above_sma_50,above_sma_100,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,ma200_roc20_pct,supertrend_bullish,new_high20,within_3pct_ath,at_ath,rs_acceleration_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,trend_raw,breakout_raw,volume_raw,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
WHIRLPOOL,Whirlpool of India Ltd.,WHIRLPOOL.NS,Consumer Durables,True,,NIFTY 500,^CRSLDX,2026-09-24,853.45,-1.36,17.33,1.46,7497954.0,1223695.0,6.13,6399128841.3,64.63,31.13,True,True,True,True,True,8.96,8.6,-2.6,False,False,False,False,20.2,0.03784264,0.03376672,12.07,16.45,True,0.3333333333333333,0.0,6.13,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",837.81,2026-09-23,18.17,1.87,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Mean reversion bounce,8.8
CAPLIPOINT,Caplin Point Laboratories Ltd.,CAPLIPOINT.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-09-24,2867.4,2.63,10.43,12.86,1241321.0,334282.0,3.71,3559363835.4,63.92,46.46,True,True,True,True,True,5.36,9.53,3.95,False,True,True,True,27.96,0.12714277,0.11241912,13.1,21.45,True,1.0,1.0,3.71,4.08,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",2680.28,2026-09-02,1.96,3.35,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
OLAELEC,Ola Electric Mobility Ltd.,OLAELEC.NS,Automobile and Auto Components,True,,NIFTY 500,^CRSLDX,2026-09-24,42.52,1.55,15.57,12.99,376053325.0,95630683.0,3.93,15989787379.0,65.61,42.02,True,True,True,True,True,10.15,10.25,0.32,False,True,False,False,27.48,0.00188537,0.00165889,13.65,22.97,True,1.0,0.5,3.93,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",37.77,,,12.56,,,37.77,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
PFOCUS,Prime Focus Ltd.,PFOCUS.NS,Media Entertainment & Publication,True,,NIFTY 500,^CRSLDX,2026-09-24,318.75,-5.46,-4.84,7.81,4097678.0,2321006.0,1.77,1306134862.5,52.15,70.9,False,True,True,True,True,1.06,6.44,4.91,False,False,False,False,7.76,0.01413363,0.01280028,10.42,10.23,True,1.0,0.0,1.77,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",287.5,,,10.87,,,287.5,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
MCX,Multi Commodity Exchange of India Ltd.,MCX.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-24,3427.7,1.59,4.98,4.73,4133428.0,1968100.0,2.1,14168151155.6,64.41,56.07,True,True,True,True,True,4.15,12.63,4.84,False,True,True,False,-8.93,0.15198691,0.13008452,16.84,9.41,True,1.0,1.0,2.1,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",3219.0,,,6.48,,,3219.0,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
IKS,Inventurus Knowledge Solutions Ltd.,IKS.NS,Information Technology,True,,NIFTY 500,^CRSLDX,2026-09-24,1868.3,-3.59,8.06,6.72,366105.0,221938.0,1.65,683993971.5,58.49,42.86,True,True,True,True,True,4.96,3.95,0.82,False,False,False,False,12.87,0.08284189,0.07734233,7.11,9.22,True,1.0,0.0,1.65,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",1664.75,,,12.23,,,1664.75,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
GRAPHITE,Graphite India Ltd.,GRAPHITE.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-24,814.7,-0.77,0.07,19.28,1120162.0,4219323.0,0.27,912595981.4,59.88,63.3,False,True,True,True,True,4.49,12.14,3.61,False,False,False,False,14.71,0.03612444,0.03092602,16.81,21.06,True,1.0,0.0,0.27,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",757.33,2026-09-09,34.9,6.1,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
MEESHO,Meesho Ltd.,MEESHO.NS,Consumer Services,True,,NIFTY 500,^CRSLDX,2026-09-24,232.84,-1.49,12.31,12.14,13461160.0,25174004.0,0.53,3134296494.4,67.51,50.89,True,True,True,True,True,7.91,15.4,,False,False,False,False,6.86,0.01032431,0.00861887,19.79,18.15,True,0.6666666666666666,0.0,0.53,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",224.62,2026-09-22,5.41,3.29,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
PWL,Physicswallah Ltd.,PWL.NS,Consumer Services,True,,NIFTY 500,^CRSLDX,2026-09-24,132.64,-2.55,3.79,6.89,3851869.0,15117667.0,0.25,510911904.16,55.01,52.36,False,True,True,True,True,3.77,4.85,-0.49,False,False,False,False,18.79,0.00588136,0.00543739,8.17,14.44,True,0.6666666666666666,0.0,0.25,4.53,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",133.03,2026-09-11,2.06,0.29,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
JYOTICNC,Jyoti CNC Automation Ltd.,JYOTICNC.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-24,1072.55,-2.57,9.35,4.15,504405.0,1349188.0,0.37,540999582.75,61.37,54.51,True,True,True,True,True,5.25,16.11,0.56,False,False,False,False,-6.74,0.04755771,0.03939154,20.73,13.43,True,1.0,0.0,0.37,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",1053.42,2026-09-21,5.16,1.29,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
