symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_10,above_sma_20,above_sma_50,above_sma_100,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,ma200_roc20_pct,supertrend_bullish,new_high20,within_3pct_ath,at_ath,rs_acceleration_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,trend_raw,breakout_raw,volume_raw,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
NIACL,The New India Assurance Company Ltd.,NIACL.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-08,205.22,-11.24,10.47,14.41,45314645.0,10651883.0,4.25,9299471446.9,57.64,55.27,True,True,True,True,True,7.19,12.14,0.86,False,False,False,False,18.12,0.00888164,0.00782666,13.48,17.26,True,1.0,0.0,4.25,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",188.24,2026-08-31,9.17,6.0,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
DATAPATTNS,Data Patterns (India) Ltd.,DATAPATTNS.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-08,4932.3,7.44,9.24,12.31,2894206.0,874467.0,3.31,14275092253.8,63.56,48.39,True,True,True,True,True,6.48,9.83,4.99,False,True,True,True,13.02,0.21346311,0.19203786,11.16,15.11,True,1.0,1.0,3.31,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",4722.77,2026-08-21,2.77,2.24,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
PFOCUS,Prime Focus Ltd.,PFOCUS.NS,Media Entertainment & Publication,True,,NIFTY 500,^CRSLDX,2026-09-08,313.15,0.45,9.3,11.22,2434717.0,1161458.0,2.1,762431628.55,62.85,50.4,True,True,True,True,True,7.91,11.42,4.67,False,True,False,False,13.36,0.0135527,0.01201627,12.79,13.99,True,1.0,0.5,2.1,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",293.07,2026-07-29,3.63,5.54,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
IFCI,IFCI Ltd.,IFCI.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-08,92.61,-9.66,6.13,22.34,217424506.0,103316213.0,2.1,20135683500.66,58.57,65.8,False,True,True,True,True,7.38,17.2,5.38,False,False,False,False,25.87,0.00400803,0.00337924,18.61,25.38,True,1.0,0.0,2.1,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",66.15,,,40.0,,,66.15,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
NEULANDLAB,Neuland Laboratories Ltd.,NEULANDLAB.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-09-08,23995.0,4.92,4.21,4.53,82211.0,47911.0,1.72,1972652945.0,67.63,60.78,True,True,True,True,True,3.49,14.47,3.85,False,True,True,True,-11.23,1.03847036,0.89605271,15.89,7.13,True,1.0,1.0,1.72,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",14830.5,,,61.79,,,14830.5,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
HAL,Hindustan Aeronautics Ltd.,HAL.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-08,5031.1,3.62,4.65,2.49,2553021.0,1012647.0,2.52,12844503953.1,64.94,48.28,True,True,True,True,True,2.18,6.75,0.64,False,False,True,False,-3.22,0.21773904,0.20150295,8.06,5.04,True,1.0,0.5,2.52,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",4541.5,,,10.78,,,4541.5,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.5
PVRINOX,PVR INOX Ltd.,PVRINOX.NS,Media Entertainment & Publication,True,,NIFTY 500,^CRSLDX,2026-09-08,1231.3,6.47,0.25,6.13,1863426.0,681711.0,2.73,2294436433.8,57.04,64.16,True,True,True,True,True,1.55,9.79,1.07,False,False,True,False,-3.6,0.05328896,0.04793813,11.16,8.77,True,1.0,0.5,2.73,2.78,Watch,Bullish flag,"flag, continuation, uptrend",1255.3,2026-08-26,1.96,,11.51,30.57,,Price has made a sharp impulse move and is now consolidating near the highs. A controlled pullback with quieter volume keeps the continuation setup alive.,Strengthening with volume,7.47
PCBL,PCBL Chemical Ltd.,PCBL.NS,Chemicals,True,,NIFTY 500,^CRSLDX,2026-09-08,328.8,3.58,3.56,2.06,6607816.0,1279520.0,5.16,2172649900.8,57.35,47.58,True,True,True,True,True,2.95,2.47,-0.62,False,True,False,False,5.64,0.01423001,0.01372133,3.71,4.6,True,0.6666666666666666,0.5,5.16,3.32,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",321.82,,,2.17,,,321.82,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.38
HOMEFIRST,Home First Finance Company India Ltd.,HOMEFIRST.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-08,1237.1,0.28,4.59,5.2,560479.0,155842.0,3.6,693368570.9,64.49,48.72,True,True,True,True,True,3.75,3.06,0.33,False,True,False,False,13.62,0.05353997,0.05133567,4.29,7.81,True,1.0,0.5,3.6,2.2,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",1252.35,,,1.22,,,1252.35,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.27
IDEA,Vodafone Idea Ltd.,IDEA.NS,Telecommunication,True,,NIFTY 500,^CRSLDX,2026-09-08,15.42,-1.15,9.67,19.63,355940344.0,506184447.0,0.7,5488600104.48,65.17,51.38,True,True,True,True,True,6.93,11.34,3.72,False,False,True,False,31.3,0.00066736,0.00059236,12.66,22.6,True,1.0,0.5,0.7,4.59,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",15.32,2026-09-07,1.37,0.07,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
