symbol,name,ticker,sector,source_index
BANKBARODA,Bank of Baroda,BANKBARODA.NS,Financial Services,NIFTY 500
BANKINDIA,Bank of India,BANKINDIA.NS,Financial Services,NIFTY 500
BATAINDIA,Bata India Ltd.,BATAINDIA.NS,Consumer Durables,NIFTY 500
BAYERCROP,Bayer Cropscience Ltd.,BAYERCROP.NS,Chemicals,NIFTY 500
BBTC,Bombay Burmah Trading Corporation Ltd.,BBTC.NS,Fast Moving Consumer Goods,NIFTY 500
BDL,Bharat Dynamics Ltd.,BDL.NS,Capital Goods,NIFTY 500
BEL,Bharat Electronics Ltd.,BEL.NS,Capital Goods,NIFTY 500
BELRISE,Belrise Industries Ltd.,BELRISE.NS,Automobile and Auto Components,NIFTY 500
BEML,BEML Ltd.,BEML.NS,Capital Goods,NIFTY 500
BERGEPAINT,Berger Paints India Ltd.,BERGEPAINT.NS,Consumer Durables,NIFTY 500
BHARATFORG,Bharat Forge Ltd.,BHARATFORG.NS,Automobile and Auto Components,NIFTY 500
BHARTIARTL,Bharti Airtel Ltd.,BHARTIARTL.NS,Telecommunication,NIFTY 500
BHARTIHEXA,Bharti Hexacom Ltd.,BHARTIHEXA.NS,Telecommunication,NIFTY 500
BHEL,Bharat Heavy Electricals Ltd.,BHEL.NS,Capital Goods,NIFTY 500
BIKAJI,Bikaji Foods International Ltd.,BIKAJI.NS,Fast Moving Consumer Goods,NIFTY 500
BIOCON,Biocon Ltd.,BIOCON.NS,Healthcare,NIFTY 500
BLS,BLS International Services Ltd.,BLS.NS,Consumer Services,NIFTY 500
BLUEDART,Blue Dart Express Ltd.,BLUEDART.NS,Services,NIFTY 500
BLUEJET,Blue Jet Healthcare Ltd.,BLUEJET.NS,Healthcare,NIFTY 500
BLUESTARCO,Blue Star Ltd.,BLUESTARCO.NS,Consumer Durables,NIFTY 500
BOSCHLTD,Bosch Ltd.,BOSCHLTD.NS,Automobile and Auto Components,NIFTY 500
BPCL,Bharat Petroleum Corporation Ltd.,BPCL.NS,Oil Gas & Consumable Fuels,NIFTY 500
BRIGADE,Brigade Enterprises Ltd.,BRIGADE.NS,Realty,NIFTY 500
BRITANNIA,Britannia Industries Ltd.,BRITANNIA.NS,Fast Moving Consumer Goods,NIFTY 500
BSE,BSE Ltd.,BSE.NS,Financial Services,NIFTY 500
BSOFT,Birlasoft Ltd.,BSOFT.NS,Information Technology,NIFTY 500
CAMS,Computer Age Management Services Ltd.,CAMS.NS,Financial Services,NIFTY 500
CANBK,Canara Bank,CANBK.NS,Financial Services,NIFTY 500
CANFINHOME,Can Fin Homes Ltd.,CANFINHOME.NS,Financial Services,NIFTY 500
CANHLIFE,Canara HSBC Life Insurance Company Ltd.,CANHLIFE.NS,Financial Services,NIFTY 500
CAPLIPOINT,Caplin Point Laboratories Ltd.,CAPLIPOINT.NS,Healthcare,NIFTY 500
CARBORUNIV,Carborundum Universal Ltd.,CARBORUNIV.NS,Capital Goods,NIFTY 500
CARTRADE,Cartrade Tech Ltd.,CARTRADE.NS,Consumer Services,NIFTY 500
CASTROLIND,Castrol India Ltd.,CASTROLIND.NS,Oil Gas & Consumable Fuels,NIFTY 500
CCL,CCL Products (I) Ltd.,CCL.NS,Fast Moving Consumer Goods,NIFTY 500
CDSL,Central Depository Services (India) Ltd.,CDSL.NS,Financial Services,NIFTY 500
CEATLTD,Ceat Ltd.,CEATLTD.NS,Automobile and Auto Components,NIFTY 500
CEMPRO,Cemindia Projects Ltd.,CEMPRO.NS,Construction,NIFTY 500
CENTRALBK,Central Bank of India,CENTRALBK.NS,Financial Services,NIFTY 500
CESC,CESC Ltd.,CESC.NS,Power,NIFTY 500
CGCL,Capri Global Capital Ltd.,CGCL.NS,Financial Services,NIFTY 500
CGPOWER,CG Power and Industrial Solutions Ltd.,CGPOWER.NS,Capital Goods,NIFTY 500
CHALET,Chalet Hotels Ltd.,CHALET.NS,Consumer Services,NIFTY 500
CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,CHAMBLFERT.NS,Chemicals,NIFTY 500
CHENNPETRO,Chennai Petroleum Corporation Ltd.,CHENNPETRO.NS,Oil Gas & Consumable Fuels,NIFTY 500
CHOICEIN,Choice International Ltd.,CHOICEIN.NS,Financial Services,NIFTY 500
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN.NS,Financial Services,NIFTY 500
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.,CHOLAHLDNG.NS,Financial Services,NIFTY 500
CIEINDIA,CIE Automotive India Ltd.,CIEINDIA.NS,Automobile and Auto Components,NIFTY 500
CIPLA,Cipla Ltd.,CIPLA.NS,Healthcare,NIFTY 500
CLEAN,Clean Science and Technology Ltd.,CLEAN.NS,Chemicals,NIFTY 500
COALINDIA,Coal India Ltd.,COALINDIA.NS,Oil Gas & Consumable Fuels,NIFTY 500
COCHINSHIP,Cochin Shipyard Ltd.,COCHINSHIP.NS,Capital Goods,NIFTY 500
COFORGE,Coforge Ltd.,COFORGE.NS,Information Technology,NIFTY 500
COHANCE,Cohance Lifesciences Ltd.,COHANCE.NS,Healthcare,NIFTY 500
COLPAL,Colgate Palmolive (India) Ltd.,COLPAL.NS,Fast Moving Consumer Goods,NIFTY 500
CONCOR,Container Corporation of India Ltd.,CONCOR.NS,Services,NIFTY 500
CONCORDBIO,Concord Biotech Ltd.,CONCORDBIO.NS,Healthcare,NIFTY 500
COROMANDEL,Coromandel International Ltd.,COROMANDEL.NS,Chemicals,NIFTY 500
CPPLUS,Aditya Infotech Ltd.,CPPLUS.NS,Capital Goods,NIFTY 500
CRAFTSMAN,Craftsman Automation Ltd.,CRAFTSMAN.NS,Automobile and Auto Components,NIFTY 500
CREDITACC,CreditAccess Grameen Ltd.,CREDITACC.NS,Financial Services,NIFTY 500
CRISIL,CRISIL Ltd.,CRISIL.NS,Financial Services,NIFTY 500
CROMPTON,Crompton Greaves Consumer Electricals Ltd.,CROMPTON.NS,Consumer Durables,NIFTY 500
CUB,City Union Bank Ltd.,CUB.NS,Financial Services,NIFTY 500
CUMMINSIND,Cummins India Ltd.,CUMMINSIND.NS,Capital Goods,NIFTY 500
CYIENT,Cyient Ltd.,CYIENT.NS,Information Technology,NIFTY 500
DABUR,Dabur India Ltd.,DABUR.NS,Fast Moving Consumer Goods,NIFTY 500
DALBHARAT,Dalmia Bharat Ltd.,DALBHARAT.NS,Construction Materials,NIFTY 500
DATAPATTNS,Data Patterns (India) Ltd.,DATAPATTNS.NS,Capital Goods,NIFTY 500
DCMSHRIRAM,DCM Shriram Ltd.,DCMSHRIRAM.NS,Diversified,NIFTY 500
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.,DEEPAKFERT.NS,Chemicals,NIFTY 500
DEEPAKNTR,Deepak Nitrite Ltd.,DEEPAKNTR.NS,Chemicals,NIFTY 500
DELHIVERY,Delhivery Ltd.,DELHIVERY.NS,Services,NIFTY 500
DEVYANI,Devyani International Ltd.,DEVYANI.NS,Consumer Services,NIFTY 500
DIVISLAB,Divi's Laboratories Ltd.,DIVISLAB.NS,Healthcare,NIFTY 500
DIXON,Dixon Technologies (India) Ltd.,DIXON.NS,Consumer Durables,NIFTY 500
DLF,DLF Ltd.,DLF.NS,Realty,NIFTY 500
DMART,Avenue Supermarts Ltd.,DMART.NS,Consumer Services,NIFTY 500
DOMS,DOMS Industries Ltd.,DOMS.NS,Fast Moving Consumer Goods,NIFTY 500
DRREDDY,Dr. Reddy's Laboratories Ltd.,DRREDDY.NS,Healthcare,NIFTY 500
ECLERX,eClerx Services Ltd.,ECLERX.NS,Services,NIFTY 500
EICHERMOT,Eicher Motors Ltd.,EICHERMOT.NS,Automobile and Auto Components,NIFTY 500
EIDPARRY,E.I.D. Parry (India) Ltd.,EIDPARRY.NS,Fast Moving Consumer Goods,NIFTY 500
EIHOTEL,EIH Ltd.,EIHOTEL.NS,Consumer Services,NIFTY 500
ELECON,Elecon Engineering Co. Ltd.,ELECON.NS,Capital Goods,NIFTY 500
ELGIEQUIP,Elgi Equipments Ltd.,ELGIEQUIP.NS,Capital Goods,NIFTY 500
EMAMILTD,Emami Ltd.,EMAMILTD.NS,Fast Moving Consumer Goods,NIFTY 500
EMCURE,Emcure Pharmaceuticals Ltd.,EMCURE.NS,Healthcare,NIFTY 500
EMMVEE,Emmvee Photovoltaic Power Ltd.,EMMVEE.NS,Capital Goods,NIFTY 500
ENDURANCE,Endurance Technologies Ltd.,ENDURANCE.NS,Automobile and Auto Components,NIFTY 500
ENGINERSIN,Engineers India Ltd.,ENGINERSIN.NS,Construction,NIFTY 500
ENRIN,Siemens Energy India Ltd.,ENRIN.NS,Capital Goods,NIFTY 500
ERIS,Eris Lifesciences Ltd.,ERIS.NS,Healthcare,NIFTY 500
ESCORTS,Escorts Kubota Ltd.,ESCORTS.NS,Capital Goods,NIFTY 500
ETERNAL,Eternal Ltd.,ETERNAL.NS,Consumer Services,NIFTY 500
EXIDEIND,Exide Industries Ltd.,EXIDEIND.NS,Automobile and Auto Components,NIFTY 500
FACT,Fertilisers and Chemicals Travancore Ltd.,FACT.NS,Chemicals,NIFTY 500
FEDERALBNK,Federal Bank Ltd.,FEDERALBNK.NS,Financial Services,NIFTY 500
FINCABLES,Finolex Cables Ltd.,FINCABLES.NS,Capital Goods,NIFTY 500
FIRSTCRY,Brainbees Solutions Ltd.,FIRSTCRY.NS,Consumer Services,NIFTY 500
FIVESTAR,Five-Star Business Finance Ltd.,FIVESTAR.NS,Financial Services,NIFTY 500
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,FLUOROCHEM.NS,Chemicals,NIFTY 500
FORCEMOT,Force Motors Ltd.,FORCEMOT.NS,Automobile and Auto Components,NIFTY 500
FORTIS,Fortis Healthcare Ltd.,FORTIS.NS,Healthcare,NIFTY 500
FSL,Firstsource Solutions Ltd.,FSL.NS,Services,NIFTY 500
GABRIEL,Gabriel India Ltd.,GABRIEL.NS,Automobile and Auto Components,NIFTY 500
GAIL,GAIL (India) Ltd.,GAIL.NS,Oil Gas & Consumable Fuels,NIFTY 500
GALLANTT,Gallantt Ispat Ltd.,GALLANTT.NS,Capital Goods,NIFTY 500
GESHIP,Great Eastern Shipping Co. Ltd.,GESHIP.NS,Services,NIFTY 500
GICRE,General Insurance Corporation of India,GICRE.NS,Financial Services,NIFTY 500
GILLETTE,Gillette India Ltd.,GILLETTE.NS,Fast Moving Consumer Goods,NIFTY 500
GLAND,Gland Pharma Ltd.,GLAND.NS,Healthcare,NIFTY 500
GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO.NS,Healthcare,NIFTY 500
