symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_10,above_sma_20,above_sma_50,above_sma_100,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,ma200_roc20_pct,supertrend_bullish,new_high20,within_3pct_ath,at_ath,rs_acceleration_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,trend_raw,breakout_raw,volume_raw,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
WHIRLPOOL,Whirlpool of India Ltd.,WHIRLPOOL.NS,Consumer Durables,True,,NIFTY 500,^CRSLDX,2026-09-23,865.25,20.0,18.24,12.12,10753329.0,1121445.0,9.59,9304317917.25,67.64,32.05,True,True,True,True,True,10.55,10.31,-2.76,False,True,False,False,20.05,0.03772602,0.03368467,12.0,15.34,True,0.3333333333333333,0.5,9.59,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",837.81,2026-09-23,18.17,3.27,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Mean reversion bounce,8.8
POONAWALLA,Poonawalla Fincorp Ltd.,POONAWALLA.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-23,478.85,1.47,10.73,1.31,1880797.0,1253227.0,1.5,900619643.45,58.06,29.4,True,True,True,True,True,4.29,1.66,-0.03,False,False,False,False,2.73,0.02087848,0.02026002,3.05,3.32,True,0.6666666666666666,0.0,1.5,3.55,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",488.74,2026-08-13,1.7,2.02,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Mean reversion bounce,8.11
ABDL,Allied Blenders and Distillers Ltd.,ABDL.NS,Fast Moving Consumer Goods,True,,NIFTY 500,^CRSLDX,2026-09-23,656.4,1.31,1.37,6.96,2319309.0,502712.0,4.61,1522394427.6,62.65,62.79,True,True,True,True,True,5.09,5.89,-0.11,False,True,False,False,13.97,0.02861989,0.02658395,7.66,10.25,True,0.6666666666666666,0.5,4.61,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",647.38,2026-09-23,5.81,0.0,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
ELECON,Elecon Engineering Co. Ltd.,ELECON.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-23,466.6,10.95,14.55,9.71,30987016.0,2148556.0,14.42,14458541665.6,66.4,36.15,True,True,True,False,True,10.46,8.33,-1.45,False,True,False,False,7.15,0.02034436,0.01858795,9.45,9.07,True,0.3333333333333333,0.5,14.42,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",456.1,2026-09-23,50.74,2.3,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
MOTILALOFS,Motilal Oswal Financial Services Ltd.,MOTILALOFS.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-23,1042.5,3.53,6.76,0.24,2096581.0,778639.0,2.69,2185685692.5,60.65,45.49,True,True,True,True,True,2.14,8.68,1.43,False,False,False,False,-4.2,0.04545435,0.04110141,10.59,7.95,True,1.0,0.0,2.69,4.68,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",977.7,2026-08-25,1.56,3.22,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening with volume,7.9
MANKIND,Mankind Pharma Ltd.,MANKIND.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-09-23,2465.0,-0.6,9.75,2.98,352575.0,401162.0,0.88,869097375.0,61.71,33.89,True,True,True,True,True,5.2,1.97,0.63,False,False,False,False,14.78,0.10747719,0.10415275,3.19,6.42,True,1.0,0.0,0.88,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",2303.55,,,7.01,,,2303.55,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Mean reversion bounce,7.79
OLAELEC,Ola Electric Mobility Ltd.,OLAELEC.NS,Automobile and Auto Components,True,,NIFTY 500,^CRSLDX,2026-09-23,41.87,10.83,12.43,10.18,390177989.0,77714675.0,5.02,16336752399.43,63.83,43.87,True,True,True,True,True,9.16,8.71,0.1,False,True,False,False,16.23,0.00182559,0.00165521,10.29,14.92,True,1.0,0.5,5.02,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",37.77,,,10.84,,,37.77,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
PFOCUS,Prime Focus Ltd.,PFOCUS.NS,Media Entertainment & Publication,True,,NIFTY 500,^CRSLDX,2026-09-23,337.15,-5.68,5.21,11.44,6885605.0,2136310.0,3.22,2321481725.75,62.26,64.86,True,True,True,True,True,7.28,12.8,4.97,False,False,False,False,6.95,0.01470018,0.01275389,15.26,12.29,True,1.0,0.0,3.22,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",287.5,,,17.27,,,287.5,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
POLICYBZR,PB Fintech Ltd.,POLICYBZR.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-23,1886.3,4.5,3.24,2.52,2477939.0,1339811.0,1.85,4674136335.7,61.28,56.59,True,True,True,True,True,3.99,9.63,-0.25,False,True,False,False,-4.84,0.08224512,0.07352774,11.86,8.33,True,0.6666666666666666,0.5,1.85,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",1642.4,,,14.85,,,1642.4,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
GABRIEL,Gabriel India Ltd.,GABRIEL.NS,Automobile and Auto Components,True,,NIFTY 500,^CRSLDX,2026-09-23,1428.1,-2.94,10.22,6.37,1533195.0,722056.0,2.12,2189555779.5,56.28,37.73,True,True,True,True,True,4.97,1.51,3.36,False,False,False,False,14.66,0.06226701,0.06029752,3.27,7.73,True,1.0,0.0,2.12,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",1056.45,,,35.18,,,1056.45,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
