symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_10,above_sma_20,above_sma_50,above_sma_100,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,ma200_roc20_pct,supertrend_bullish,new_high20,within_3pct_ath,at_ath,rs_acceleration_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,trend_raw,breakout_raw,volume_raw,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
WHIRLPOOL,Whirlpool of India Ltd.,WHIRLPOOL.NS,Consumer Durables,True,,NIFTY 500,^CRSLDX,2026-09-25,918.9,7.67,28.03,12.99,27943285.0,2576209.0,10.85,25677084586.5,72.05,29.14,True,True,True,True,True,16.53,16.49,-2.4,False,True,False,False,27.14,0.040653,0.03391175,19.88,24.11,True,0.3333333333333333,0.5,10.85,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",837.81,2026-09-23,18.17,0.27,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Mean reversion bounce,8.0
INDGN,Indegene Ltd.,INDGN.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-09-25,608.95,2.5,1.47,5.18,2095862.0,647180.0,3.24,1276275164.9,64.69,63.76,True,True,True,True,True,2.74,8.11,1.28,False,False,True,False,3.56,0.02694052,0.02408914,11.84,11.41,True,1.0,0.5,3.24,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal, flag, continuation, uptrend",510.1,,,19.38,,,510.1,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume. Secondary patterns: Bullish flag.,Strengthening with volume,7.69
LGEINDIA,LG Electronics India Ltd.,LGEINDIA.NS,Consumer Durables,True,,NIFTY 500,^CRSLDX,2026-09-25,1725.4,1.63,1.68,2.01,883000.0,515993.0,1.71,1523528200.0,63.54,61.38,True,True,True,True,True,3.77,6.46,0.44,False,True,True,False,-2.05,0.07633331,0.06953773,9.77,7.34,True,1.0,1.0,1.71,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",1636.55,,,5.43,,,1636.55,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
PFOCUS,Prime Focus Ltd.,PFOCUS.NS,Media Entertainment & Publication,True,,NIFTY 500,^CRSLDX,2026-09-25,315.45,-1.04,-8.39,7.15,4224123.0,2523886.0,1.67,1332499600.35,50.57,74.01,False,False,True,True,True,-0.32,5.16,4.83,False,False,False,False,11.53,0.0139558,0.01285176,8.59,8.67,True,1.0,0.0,1.67,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",293.07,2026-07-29,3.63,4.44,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.2
GRAPHITE,Graphite India Ltd.,GRAPHITE.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-09-25,820.7,0.74,-1.22,17.92,1351331.0,4240387.0,0.32,1109037351.7,60.98,65.73,True,True,True,True,True,4.43,12.43,3.71,False,False,True,False,21.67,0.03630854,0.03111479,16.69,24.13,True,1.0,0.5,0.32,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",757.33,2026-09-09,34.9,7.66,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
CAPLIPOINT,Caplin Point Laboratories Ltd.,CAPLIPOINT.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-09-25,2835.1,-1.13,3.15,12.63,181149.0,340969.0,0.53,513575529.9,60.87,56.89,True,True,True,True,True,3.57,8.12,4.02,False,False,True,False,21.99,0.12542748,0.1126511,11.34,17.43,True,1.0,0.5,0.53,4.08,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",2680.28,2026-09-02,1.96,3.91,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
BANDHANBNK,Bandhan Bank Ltd.,BANDHANBNK.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-09-25,187.7,2.62,7.26,11.56,10120013.0,13972009.0,0.72,1899526440.1,62.66,53.88,True,True,True,False,True,8.21,7.68,1.52,False,False,False,False,13.68,0.00830402,0.00755625,9.9,12.76,True,0.6666666666666666,0.0,0.72,4.7,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",188.16,2026-09-23,3.8,0.25,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening,7.1
CASTROLIND,Castrol India Ltd.,CASTROLIND.NS,Oil Gas & Consumable Fuels,True,,NIFTY 500,^CRSLDX,2026-09-25,201.67,3.53,2.3,8.87,13237379.0,3260756.0,4.06,2669582222.93,71.19,75.15,True,True,True,True,True,5.88,7.02,0.12,False,True,False,False,12.47,0.00892207,0.00808938,10.29,12.56,True,1.0,0.5,4.06,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",188.73,2026-09-17,2.94,2.91,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.1
BELRISE,Belrise Industries Ltd.,BELRISE.NS,Automobile and Auto Components,True,,NIFTY 500,^CRSLDX,2026-09-25,247.92,1.76,3.22,7.85,3073786.0,3144873.0,0.98,762053025.12,63.11,59.9,True,True,True,True,True,5.58,4.78,3.63,False,False,False,False,13.74,0.01096821,0.01016488,7.9,12.52,True,1.0,0.0,0.98,4.71,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",238.88,2026-09-22,1.63,1.9,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening,7.1
PWL,Physicswallah Ltd.,PWL.NS,Consumer Services,True,,NIFTY 500,^CRSLDX,2026-09-25,134.36,1.3,-1.64,12.47,6520141.0,14632062.0,0.45,876046144.76,56.99,61.63,True,True,True,True,True,4.51,6.23,-0.42,False,False,False,False,12.23,0.00594421,0.0054386,9.3,11.03,True,0.6666666666666666,0.0,0.45,4.93,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",131.38,2026-09-11,2.06,0.1,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
