symbol,name,ticker,sector,downloaded,download_note,source_index,benchmark_ticker,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume,avg_volume_20,volume_ratio_20d,turnover_proxy,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,setup_score,setup_quality,primary_setup,setup_tags,setup_pivot_level,setup_breakout_date,setup_volume_ratio,setup_retest_gap_pct,setup_flag_depth_pct,setup_impulse_return_pct,setup_neckline_level,setup_commentary,rotation_signal,rotation_score
JSWDULUX,JSW Dulux Ltd.,JSWDULUX.NS,Consumer Durables,True,,NIFTY 500,^CRSLDX,2026-08-11,3168.4,5.2,5.07,8.01,50927.0,17352.0,2.93,161357101.83,59.89,50.02,True,True,True,5.82,2.96,0.1338213,0.13339437,0.32,6.51,True,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",3076.95,2026-08-11,2.85,0.36,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.9
ARE&M,Amara Raja Energy & Mobility Ltd.,ARE&M.NS,Automobile and Auto Components,True,,NIFTY 500,^CRSLDX,2026-08-11,968.8,7.92,5.19,7.21,6710208.0,1150833.0,5.83,6500849428.49,65.35,62.25,True,True,True,7.24,11.85,0.04091847,0.0375261,9.04,5.72,True,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",930.24,2026-08-11,7.54,3.34,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.84
LLOYDSME,Lloyds Metals And Energy Ltd.,LLOYDSME.NS,Metals & Mining,True,,NIFTY 500,^CRSLDX,2026-08-11,2002.9,-4.68,-2.33,9.62,1111097.0,638007.0,1.74,2225416208.43,55.71,67.67,True,True,True,1.54,8.49,0.08459497,0.08000517,5.74,8.1,True,3.4,Actionable watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",1361.5,,,47.11,,,1361.5,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.69
CONCORDBIO,Concord Biotech Ltd.,CONCORDBIO.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-08-11,1428.1,4.62,0.95,6.28,233704.0,144588.0,1.62,333752676.69,65.46,68.62,True,True,True,6.82,9.41,0.06031757,0.05632342,7.09,4.81,True,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",1382.08,2026-07-31,5.79,2.85,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.66
POLICYBZR,PB Fintech Ltd.,POLICYBZR.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-08-11,1734.1,6.39,8.58,8.75,2009330.0,1306995.0,1.54,3484379103.94,65.89,50.75,True,True,True,8.9,8.88,0.07324186,0.06901652,6.12,7.24,True,2.2,Watch,Possible inverse H&S,"inverse-head-and-shoulders, base, reversal",1837.0,,,5.6,,,1837.0,A possible inverse head-and-shoulders base is visible. The setup improves only if price clears or holds near the neckline with better volume.,Strengthening with volume,7.27
CHENNPETRO,Chennai Petroleum Corporation Ltd.,CHENNPETRO.NS,Oil Gas & Consumable Fuels,True,,NIFTY 500,^CRSLDX,2026-08-11,1397.0,12.65,9.97,31.24,9468474.0,2661686.0,3.56,13227458178.0,70.02,64.39,True,True,True,15.46,22.25,0.05900403,0.04946113,19.29,28.59,True,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",1352.5,2026-08-11,4.22,3.29,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.1
GABRIEL,Gabriel India Ltd.,GABRIEL.NS,Automobile and Auto Components,True,,NIFTY 500,^CRSLDX,2026-08-11,1501.9,2.18,-1.89,18.73,191340.0,929890.0,0.21,287373550.67,60.1,68.29,True,True,True,4.82,18.1,0.06343461,0.05484823,15.65,17.08,True,4.77,Actionable watch,High-tight flag,"flag, continuation, uptrend, high-tight, inverse-head-and-shoulders, base, reversal",1587.7,2026-08-05,0.55,,8.6,61.85,,Price has made a sharp impulse move and is now consolidating near the highs. A controlled pullback with quieter volume keeps the continuation setup alive. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
POLYMED,Poly Medicure Ltd.,POLYMED.NS,Healthcare,True,,NIFTY 500,^CRSLDX,2026-08-11,1880.4,6.09,9.04,13.85,842798.0,163751.0,5.15,1584797379.78,70.86,58.44,True,True,True,10.42,15.87,0.07942103,0.06993567,13.56,12.27,True,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",1775.63,2026-08-11,6.83,0.81,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening with volume,7.1
KALYANKJIL,Kalyan Jewellers India Ltd.,KALYANKJIL.NS,Consumer Durables,True,,NIFTY 500,^CRSLDX,2026-08-11,604.9,0.77,2.28,14.19,7805560.0,28879920.0,0.27,4721583434.57,64.0,65.05,True,True,True,2.54,29.3,0.0255487,0.02016764,26.68,11.89,True,4.8,Actionable watch,High-tight flag,"flag, continuation, uptrend, high-tight, inverse-head-and-shoulders, base, reversal",634.6,2026-07-30,0.77,,13.07,91.84,,Price has made a sharp impulse move and is now consolidating near the highs. A controlled pullback with quieter volume keeps the continuation setup alive. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
SIEMENS,Siemens Ltd.,SIEMENS.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-11,3896.0,-0.47,-2.61,12.58,195574.0,372462.0,0.53,761956304.0,64.0,75.86,True,True,True,4.08,6.66,0.16455239,0.15824109,3.99,11.01,True,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",3886.2,2026-08-04,3.16,0.25,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening,7.1
POWERINDIA,Hitachi Energy India Ltd.,POWERINDIA.NS,Capital Goods,True,,NIFTY 500,^CRSLDX,2026-08-11,34950.0,-3.05,9.2,9.51,163007.0,140418.0,1.16,5697094650.0,59.99,46.63,True,True,True,7.64,4.08,1.47615661,1.45716712,1.3,7.99,True,4.7,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",35305.0,2026-08-10,6.26,1.01,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening,7.1
KARURVYSYA,Karur Vysya Bank Ltd.,KARURVYSYA.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-08-11,334.5,-0.31,-3.91,9.31,794867.0,7176000.0,0.11,265883011.5,58.93,72.46,True,True,True,1.5,9.3,0.01412802,0.01324343,6.68,7.79,True,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",326.3,2026-07-21,28.83,1.21,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
DEEPAKNTR,Deepak Nitrite Ltd.,DEEPAKNTR.NS,Chemicals,True,,NIFTY 500,^CRSLDX,2026-08-11,1785.0,-0.64,4.15,9.07,211579.0,443763.0,0.48,377668515.0,64.34,57.61,True,True,True,5.15,7.92,0.07539169,0.07174909,5.08,7.56,True,4.3,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",1737.52,2026-08-07,4.41,2.02,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
TBOTEK,TBO Tek Ltd.,TBOTEK.NS,Consumer Services,True,,NIFTY 500,^CRSLDX,2026-08-11,1640.0,1.81,1.49,8.98,96092.0,311663.0,0.31,157590880.0,65.55,69.47,True,True,True,8.0,13.56,0.06926743,0.06231975,11.15,7.47,True,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",1585.3,2026-08-03,5.44,0.42,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
ETERNAL,Eternal Ltd.,ETERNAL.NS,Consumer Services,True,,NIFTY 500,^CRSLDX,2026-08-11,313.0,0.89,0.19,9.38,10848615.0,33189438.0,0.33,3395616495.0,63.76,67.43,True,True,True,4.16,12.31,0.01321994,0.01204143,9.79,7.18,True,4.8,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, inverse-head-and-shoulders, base, reversal",301.75,2026-07-28,1.8,1.47,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Possible inverse H&S.,Strengthening,7.1
BAJFINANCE,Bajaj Finance Ltd.,BAJFINANCE.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-08-11,1096.0,-0.56,-4.61,8.88,3993522.0,10410356.0,0.38,4376900112.0,55.95,74.07,True,True,True,1.53,8.72,0.04629092,0.04348261,6.46,6.69,True,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume, flag, continuation, uptrend, inverse-head-and-shoulders, base, reversal",1050.62,2026-07-31,4.88,3.4,,,,"Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle. Secondary patterns: Bullish flag, Possible inverse H&S.",Strengthening,7.1
PNB,Punjab National Bank,PNB.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-08-11,114.06,0.49,0.06,8.63,10734811.0,18122638.0,0.59,1224412516.45,63.65,67.71,True,True,True,2.4,5.47,0.00481747,0.00467205,3.11,6.44,True,5.1,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",109.46,2026-07-20,7.47,2.59,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening,7.1
PINELABS,Pine Labs Ltd.,PINELABS.NS,Financial Services,True,,NIFTY 500,^CRSLDX,2026-08-11,170.0,4.98,12.44,8.34,42336297.0,23838200.0,1.78,7197170490.0,65.3,51.42,True,True,,12.38,12.32,0.00718016,0.00653294,9.91,6.15,True,4.84,Actionable watch,Breakout retest,"breakout, retest, pivot, volume",163.43,2026-08-11,1.87,2.24,,,,Prior resistance has been cleared on higher volume and price is back near that pivot. This is the kind of retest zone where follow-through can matter more than chasing a stretched candle.,Strengthening with volume,7.1
