symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-26,327.0,-1.21,2.19,4.87,1.55,65.37,64.83,True,True,True,2.97,10.84,0.01350807,0.01218525,10.86,5.06,True,Strengthening with volume,6.31
ADANIENT,Adani Enterprises,ADANIENT.NS,True,2026-08-26,3112.0,0.06,4.07,2.89,1.88,61.12,44.43,True,True,True,2.92,1.52,0.12855387,0.12656963,1.57,3.07,True,Strengthening with volume,5.91
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-26,1053.0,0.19,1.35,9.41,0.47,58.89,56.85,True,True,True,1.74,6.3,0.04349847,0.04095966,6.2,9.6,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-26,1117.5,-1.84,1.04,6.97,0.9,55.39,55.96,True,True,True,0.5,5.05,0.0461629,0.04391291,5.12,7.16,True,Strengthening,5.7
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-08-26,416.7,3.76,6.78,6.79,1.99,71.2,50.05,True,True,True,5.35,6.38,0.0172135,0.01617768,6.4,6.98,True,Strengthening with volume,5.7
GRASIM,Grasim,GRASIM.NS,True,2026-08-26,3299.9,0.31,0.91,6.33,1.01,58.35,56.42,True,True,True,1.36,3.78,0.13631585,0.13136712,3.77,6.52,True,Strengthening,5.7
TITAN,Titan,TITAN.NS,True,2026-08-26,5100.0,-0.48,0.63,5.15,0.44,67.4,67.98,True,True,True,1.4,7.83,0.21067633,0.19540234,7.82,5.33,True,Strengthening,5.57
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-26,1341.0,1.57,4.29,5.04,1.13,65.84,54.32,True,True,True,3.62,6.23,0.05539548,0.05218861,6.14,5.23,True,Strengthening,5.55
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-26,8035.0,-0.25,0.56,4.37,0.44,61.17,60.78,True,True,True,0.4,4.93,0.3319185,0.31621497,4.97,4.56,True,Strengthening,5.41
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-26,11724.0,-1.7,0.68,3.4,0.73,59.56,63.54,True,True,True,0.29,7.97,0.48430771,0.44859246,7.96,3.59,True,Strengthening,5.22
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-26,5595.0,-0.52,-2.01,8.66,0.64,54.95,65.13,False,True,True,-1.43,7.48,0.23112433,0.21504848,7.48,8.85,True,Strengthening,5.0
