symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
GRASIM,Grasim,GRASIM.NS,True,2026-09-02,3294.9,-0.31,-0.15,2.52,0.91,54.18,58.35,True,True,True,0.07,3.08,0.13777862,0.13193101,4.43,8.41,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-09-02,327.3,-0.14,0.09,5.46,0.53,64.46,65.37,True,True,True,1.57,8.46,0.01368629,0.01240926,10.29,7.84,True,Strengthening,5.7
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-09-02,12130.0,-1.87,3.46,2.8,1.4,64.16,59.56,True,True,True,2.86,9.66,0.50722473,0.45530063,11.4,7.63,True,Strengthening,5.7
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-09-02,1306.0,-0.57,-2.61,-1.8,0.93,53.02,65.84,True,True,True,0.39,2.97,0.05461134,0.05231759,4.38,3.4,True,Strengthening,5.18
COALINDIA,Coal India,COALINDIA.NS,True,2026-09-02,417.85,4.05,3.56,0.57,3.69,59.64,37.3,True,True,False,2.65,0.32,0.0174727,0.01724774,1.3,2.99,True,Strengthening with volume,5.1
TITAN,Titan,TITAN.NS,True,2026-09-02,5074.0,0.48,-0.51,3.29,0.96,58.34,67.4,False,True,True,-0.07,5.59,0.21217298,0.19781842,7.26,5.83,True,Strengthening,4.97
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-09-02,423.5,-0.35,1.63,5.88,0.84,69.59,71.2,True,True,True,5.2,7.53,0.01770896,0.01625245,8.96,9.52,True,Strengthening,4.9
TECHM,Tech Mahindra,TECHM.NS,True,2026-09-02,1623.0,-0.92,3.31,-1.64,0.59,55.85,45.19,True,True,True,0.54,4.49,0.06786692,0.06396446,6.1,1.34,True,Strengthening,4.77
SUNPHARMA,Sun Pharma,SUNPHARMA.NS,True,2026-09-02,1931.7,0.14,1.7,-0.43,0.75,51.24,43.31,True,True,True,0.45,0.23,0.08077543,0.07959086,1.49,1.24,True,Strengthening,4.75
ICICIBANK,ICICI Bank,ICICIBANK.NS,True,2026-09-02,1426.5,-0.8,-0.24,-1.63,0.91,51.13,55.29,True,True,True,0.08,0.74,0.05965013,0.05841109,2.12,0.94,True,Strengthening,4.69
RELIANCE,Reliance Industries,RELIANCE.NS,True,2026-09-02,1313.1,0.31,1.16,2.59,1.24,52.74,45.73,True,True,False,0.09,0.75,0.05490823,0.05386602,1.93,4.7,True,Strengthening,4.64
HINDALCO,Hindalco,HINDALCO.NS,True,2026-09-02,1009.7,-0.46,-4.11,-2.91,0.45,46.16,58.89,False,True,True,-2.92,1.66,0.04222134,0.04100409,2.97,1.89,True,Strengthening,4.18
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-09-02,7711.5,-3.24,-4.03,-3.44,2.74,38.67,61.17,False,True,True,-3.74,0.13,0.32246195,0.31767852,1.51,0.03,True,Strengthening with volume,3.81
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-09-02,1331.5,-1.47,2.54,-1.37,1.4,54.85,48.93,True,True,False,0.08,6.13,0.05567764,0.05164974,7.8,0.04,True,Strengthening,3.71
TCS,TCS,TCS.NS,True,2026-09-02,2348.0,-0.89,3.44,-2.69,0.94,52.94,45.06,True,True,False,0.29,3.93,0.09818332,0.09308804,5.47,-1.76,True,Neutral / watch,3.35
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-09-02,1990.0,0.91,-1.0,-4.6,0.86,50.32,55.76,False,True,True,-1.22,2.53,0.08321329,0.07998566,4.04,-2.69,True,Neutral / watch,3.26
BEL,Bharat Electronics,BEL.NS,True,2026-09-02,405.75,-1.33,-0.28,4.18,1.2,47.59,50.35,False,False,False,-0.74,-0.22,0.01696673,0.01681594,0.9,6.82,True,Neutral / watch,3.2
INFY,Infosys,INFY.NS,True,2026-09-02,1140.0,-1.38,1.79,-2.9,1.05,51.49,46.98,False,True,False,-0.6,3.01,0.04766992,0.04563015,4.47,0.5,True,Strengthening,3.1
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-09-02,5300.0,-4.59,-5.27,-6.85,2.53,39.55,54.95,False,True,False,-6.67,0.67,0.22162334,0.21687419,2.19,-1.67,True,Neutral / watch,2.67
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-09-02,8719.0,-0.41,-0.54,-2.03,0.41,46.36,48.92,False,False,True,-0.82,-1.05,0.36459129,0.36377302,0.22,-0.72,True,Neutral / watch,2.66
ONGC,ONGC,ONGC.NS,True,2026-09-02,237.5,0.44,2.28,-1.12,1.07,48.62,32.1,True,False,False,0.32,-1.19,0.00993123,0.00994751,-0.16,1.02,False,Mean reversion bounce,2.6
LT,Larsen & Toubro,LT.NS,True,2026-09-02,3981.0,0.02,-1.41,-1.87,1.0,44.39,51.47,False,False,True,-1.79,-0.23,0.1664684,0.16494127,0.93,2.7,True,Neutral / watch,2.54
AXISBANK,Axis Bank,AXISBANK.NS,True,2026-09-02,1253.9,-0.33,-0.09,0.0,1.33,49.56,51.56,True,False,False,0.71,-1.66,0.05243274,0.05277757,-0.65,2.28,False,Neutral / watch,1.96
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-09-02,1672.7,1.53,-1.11,-1.61,1.02,46.0,44.56,False,False,True,-0.47,-4.34,0.06994516,0.07234012,-3.31,0.88,False,Neutral / watch,1.78
WIPRO,Wipro,WIPRO.NS,True,2026-09-02,177.09,-2.54,-0.15,-5.29,1.51,43.69,41.74,False,False,False,-2.58,-0.66,0.00740515,0.00735705,0.65,-2.16,True,Neutral / watch,1.57
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-09-02,1047.0,-1.14,-6.31,-6.72,1.65,40.29,55.39,False,False,True,-5.97,-2.35,0.04378106,0.04419896,-0.95,-0.89,False,Weakening,1.42
INDUSINDBK,IndusInd Bank,INDUSINDBK.NS,True,2026-09-02,978.0,-1.47,-2.59,-4.02,2.31,40.26,47.59,False,False,True,-3.24,-2.48,0.04089578,0.04136574,-1.14,-1.89,False,Weakening,1.22
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-09-02,1055.9,0.19,-2.68,-8.88,1.18,43.37,51.96,False,False,True,-2.79,-0.43,0.04415322,0.04370946,1.02,-5.41,True,Neutral / watch,0.92
CIPLA,Cipla,CIPLA.NS,True,2026-09-02,1412.8,-0.72,0.72,-3.15,0.78,43.4,37.31,False,False,True,-1.72,-1.97,0.05907726,0.05955299,-0.8,-0.4,False,Weakening,0.72
HDFCLIFE,HDFC Life,HDFCLIFE.NS,True,2026-09-02,533.0,-1.35,-3.62,-2.2,0.45,39.24,52.99,False,False,False,-1.74,-3.82,0.02228778,0.02294802,-2.88,2.36,False,Neutral / watch,0.47
ADANIENT,Adani Enterprises,ADANIENT.NS,True,2026-09-02,2891.8,0.97,-7.08,-5.19,0.87,38.72,61.12,False,False,True,-3.93,-5.55,0.12092271,0.12636036,-4.3,-2.41,False,Weakening,0.32
DRREDDY,Dr Reddy's Labs,DRREDDY.NS,True,2026-09-02,1156.5,-1.24,-2.16,-1.66,0.31,40.45,46.04,False,False,False,-2.04,-5.08,0.04835988,0.05043003,-4.1,1.52,False,Neutral / watch,0.3
SBIN,State Bank of India,SBIN.NS,True,2026-09-02,1020.9,-1.31,-2.96,-3.23,1.41,40.26,51.16,False,False,False,-3.49,-2.13,0.04268967,0.04307055,-0.88,0.78,False,Neutral / watch,0.16
