symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-09-11,419.0,0.59,-1.3,7.12,1.24,59.84,68.62,True,True,True,1.66,5.61,0.01790744,0.01643152,8.98,11.55,True,Strengthening,5.7
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-09-11,1764.6,-0.19,3.36,3.8,0.68,58.64,51.24,True,True,True,3.87,1.68,0.07541638,0.07186961,4.94,8.09,True,Strengthening,5.7
ADANIENT,Adani Enterprises,ADANIENT.NS,True,2026-09-11,3060.0,-0.56,4.15,0.82,0.86,54.39,43.68,True,True,True,1.75,0.36,0.13077985,0.12625582,3.58,4.99,True,Strengthening,5.5
ETERNAL,Eternal,ETERNAL.NS,True,2026-09-11,323.5,0.43,0.23,1.57,0.63,57.51,57.02,False,True,True,-0.32,4.56,0.01382591,0.01281148,7.92,5.77,True,Strengthening,4.95
COALINDIA,Coal India,COALINDIA.NS,True,2026-09-11,426.4,-1.3,2.66,4.74,0.35,60.8,54.31,True,True,False,3.7,2.16,0.0182237,0.01728535,5.43,9.07,True,Strengthening,4.9
GRASIM,Grasim,GRASIM.NS,True,2026-09-11,3281.9,-1.12,-1.21,1.02,0.45,50.53,56.66,False,True,True,-0.47,1.71,0.14026353,0.13361652,4.97,5.2,True,Strengthening,4.84
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-09-11,11678.0,-0.76,-2.02,-0.19,0.97,48.91,57.15,False,True,True,-1.4,2.92,0.49910035,0.46984233,6.23,3.94,True,Strengthening,4.59
TITAN,Titan,TITAN.NS,True,2026-09-11,5009.5,-0.23,-0.21,-0.92,0.82,51.15,52.27,False,True,True,-1.04,2.28,0.21409858,0.20279914,5.57,3.17,True,Strengthening,4.43
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-09-11,8836.0,-0.72,2.15,-0.95,0.73,51.55,43.09,True,False,True,0.51,-0.02,0.3776375,0.36593965,3.2,3.15,True,Neutral / watch,4.13
POWERGRID,Power Grid,POWERGRID.NS,True,2026-09-11,269.1,-0.98,1.17,1.15,1.3,48.82,41.63,True,False,False,0.81,-2.32,0.01150093,0.01140659,0.83,5.33,True,Neutral / watch,3.77
AXISBANK,Axis Bank,AXISBANK.NS,True,2026-09-11,1246.0,0.0,-2.12,2.35,1.03,47.12,54.65,False,False,False,-0.49,-1.13,0.05325219,0.05218631,2.04,6.58,True,Neutral / watch,3.2
