symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-09-08,419.25,-0.68,-1.35,6.71,1.05,61.75,71.51,True,True,True,2.66,5.96,0.01773845,0.01635605,8.45,10.48,True,Strengthening,5.7
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-09-08,11880.0,0.68,-3.89,1.39,0.84,55.5,73.21,True,True,True,0.38,5.78,0.50264226,0.46418988,8.28,4.98,True,Strengthening,5.5
BEL,Bharat Electronics,BEL.NS,True,2026-09-08,410.55,1.62,-0.16,1.16,2.31,53.09,53.61,True,True,False,0.18,0.91,0.01737035,0.01681751,3.29,4.74,True,Strengthening with volume,5.45
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-09-08,8837.5,0.88,0.94,0.99,0.84,52.86,47.75,True,True,True,0.86,0.11,0.37391422,0.36485435,2.48,4.57,True,Strengthening,5.41
GRASIM,Grasim,GRASIM.NS,True,2026-09-08,3306.8,0.13,0.05,-0.46,0.72,54.57,55.1,True,True,True,0.42,2.74,0.13991056,0.13302652,5.17,3.06,True,Strengthening,5.11
COALINDIA,Coal India,COALINDIA.NS,True,2026-09-08,420.25,0.33,4.64,1.85,0.53,59.13,35.22,True,True,False,2.99,0.57,0.01778076,0.01727179,2.95,5.46,True,Strengthening,4.79
ETERNAL,Eternal,ETERNAL.NS,True,2026-09-08,321.6,0.25,-1.88,1.13,0.29,55.07,65.22,False,True,True,-0.67,4.8,0.01360688,0.01268343,7.28,4.71,True,Strengthening,4.74
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-09-08,1297.3,-0.36,-1.23,1.08,0.83,49.26,55.39,False,True,True,-0.43,1.7,0.0548887,0.05272364,4.11,4.66,True,Strengthening,4.73
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-09-08,1710.0,0.93,3.79,2.51,0.54,51.71,41.74,True,False,True,1.5,-1.8,0.07235002,0.07198225,0.51,6.13,True,Neutral / watch,4.7
TITAN,Titan,TITAN.NS,True,2026-09-08,4987.0,-0.16,-1.25,-2.75,0.8,48.7,56.2,False,True,True,-1.66,2.53,0.21099974,0.20101572,4.97,0.69,True,Strengthening,3.94
HINDALCO,Hindalco,HINDALCO.NS,True,2026-09-08,1009.0,0.3,-0.53,-3.82,0.92,46.12,47.31,False,True,True,-2.27,1.05,0.04269074,0.04126374,3.46,-0.42,True,Neutral / watch,3.72
