symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-11,3460.1,-1.62,0.79,11.86,0.88,63.94,68.7,True,True,True,4.96,9.52,0.1413919,0.13128871,7.7,9.94,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-11,1129.9,-0.69,3.92,11.44,0.64,64.1,62.26,True,True,True,6.09,10.56,0.0461717,0.04240729,8.88,9.53,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-11,318.0,2.5,1.79,11.13,0.62,66.44,67.43,True,True,True,5.74,14.06,0.0129946,0.01158968,12.12,9.22,True,Strengthening,5.7
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-11,8000.0,0.31,0.82,11.05,1.08,65.53,65.52,True,True,True,3.4,7.08,0.32690824,0.31051015,5.28,9.14,True,Strengthening,5.7
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-11,1643.0,0.18,-0.33,10.69,0.6,67.76,71.13,True,True,True,2.42,10.06,0.06713878,0.06222709,7.89,8.79,True,Strengthening,5.7
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-11,1049.1,-0.47,2.85,8.51,0.95,65.98,65.06,True,True,True,6.83,5.52,0.04286993,0.04159885,3.06,7.35,True,Strengthening,5.7
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-11,2032.0,0.53,-3.47,8.71,0.69,61.94,77.03,True,True,True,3.98,9.77,0.08303469,0.07697901,7.87,6.85,True,Strengthening,5.7
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-11,1093.3,-0.81,-4.85,8.61,0.62,55.39,74.07,True,True,True,1.3,8.46,0.0446761,0.04183361,6.79,6.75,True,Strengthening,5.7
GRASIM,Grasim,GRASIM.NS,True,2026-08-11,3322.2,-1.72,6.2,5.99,1.17,61.76,50.44,True,True,True,5.1,5.84,0.13575682,0.13073636,3.84,4.86,True,Strengthening,5.47
SBIN,State Bank of India,SBIN.NS,True,2026-08-11,1066.0,-0.47,2.23,4.98,0.83,57.88,56.26,True,True,True,2.38,3.51,0.04356052,0.0427875,1.81,3.18,True,Strengthening,5.14
NESTLEIND,Nestle India,NESTLEIND.NS,True,2026-08-11,1493.2,-2.32,-1.76,4.63,0.77,53.05,64.12,True,True,True,0.56,3.68,0.06101742,0.05993331,1.81,2.84,True,Strengthening,5.07
ULTRACEMCO,UltraTech Cement,ULTRACEMCO.NS,True,2026-08-11,11780.0,-2.14,-2.24,3.88,0.62,52.24,67.39,True,True,True,0.01,3.63,0.48137238,0.47320446,1.73,2.78,True,Strengthening,5.06
TITAN,Titan,TITAN.NS,True,2026-08-11,5128.0,0.75,3.91,12.12,1.7,76.29,74.4,True,True,True,6.36,13.15,0.20954818,0.18833316,11.26,10.2,True,Strengthening with volume,5.0
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-11,11717.0,0.34,1.01,12.87,0.57,68.33,69.79,True,True,True,5.15,11.72,0.47879797,0.43722827,9.51,11.67,True,Strengthening,4.9
TCS,TCS,TCS.NS,True,2026-08-11,2445.7,0.82,-0.58,11.75,0.39,61.89,67.71,True,True,False,4.48,10.88,0.09993993,0.09208506,8.53,9.83,True,Strengthening,4.9
INFY,Infosys,INFY.NS,True,2026-08-11,1190.7,0.65,1.99,8.95,0.74,64.6,61.91,True,True,False,6.23,8.02,0.0486562,0.04606089,5.63,7.08,True,Strengthening,4.9
JIOFIN,Jio Financial Services,JIOFIN.NS,True,2026-08-11,252.75,-0.49,-4.4,7.36,0.27,55.89,71.09,True,True,False,2.55,4.9,0.01032826,0.01002478,3.03,5.52,True,Strengthening,4.8
