symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-09-25,8889.0,0.01,-0.62,0.57,1.51,52.25,56.97,True,True,True,0.69,0.57,0.38413172,0.36832806,4.29,6.07,True,Strengthening with volume,6.5
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-09-25,1788.0,0.15,-1.97,4.71,0.37,56.89,64.29,True,True,True,2.86,3.65,0.07726713,0.07203905,7.26,10.58,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-09-25,335.0,-0.15,2.49,2.13,0.79,61.08,59.7,True,True,True,2.52,5.45,0.01447678,0.01318333,9.81,7.17,True,Strengthening,5.7
COALINDIA,Coal India,COALINDIA.NS,True,2026-09-25,426.1,0.97,3.95,6.26,0.51,56.25,43.21,True,True,False,1.5,2.49,0.0184136,0.01733007,6.25,10.47,True,Strengthening,4.9
DRREDDY,Dr Reddy's Labs,DRREDDY.NS,True,2026-09-25,1201.0,0.05,1.35,1.95,0.69,58.05,55.41,True,True,False,2.79,2.34,0.05190035,0.04899007,5.94,6.29,True,Strengthening,4.9
HDFCBANK,HDFC Bank,HDFCBANK.NS,True,2026-09-25,735.6,0.92,0.63,2.12,0.62,56.33,55.98,True,True,False,2.79,1.05,0.03178842,0.03048688,4.27,5.82,True,Strengthening,4.86
TATASTEEL,Tata Steel,TATASTEEL.NS,True,2026-09-25,187.97,-0.03,1.31,0.79,0.57,53.4,49.64,True,True,False,1.3,0.95,0.00812299,0.0077603,4.67,4.59,True,Strengthening,4.62
CIPLA,Cipla,CIPLA.NS,True,2026-09-25,1399.7,0.05,0.37,-1.67,1.17,51.5,48.85,True,False,True,1.05,-1.38,0.06048702,0.05920882,2.16,4.39,True,Neutral / watch,4.38
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-09-25,404.0,-0.25,-2.06,-4.65,1.62,42.49,51.26,False,True,True,-2.97,0.18,0.01745857,0.01675266,4.21,1.42,True,Strengthening with volume,4.08
POWERGRID,Power Grid,POWERGRID.NS,True,2026-09-25,269.5,1.16,-0.3,1.3,0.67,51.82,52.92,True,False,False,1.08,-0.99,0.01164625,0.01136389,2.48,6.31,True,Neutral / watch,3.9
ONGC,ONGC,ONGC.NS,True,2026-09-25,235.86,-1.31,1.31,1.55,0.46,49.37,43.68,True,False,False,0.28,-0.98,0.01019252,0.00994268,2.51,6.26,True,Neutral / watch,3.9
TITAN,Titan,TITAN.NS,True,2026-09-25,4884.0,1.07,1.78,-5.52,0.65,45.45,34.1,False,False,True,-1.44,-1.48,0.21105853,0.20597819,2.47,0.18,True,Mean reversion bounce,3.74
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-09-25,5360.0,1.21,1.41,-4.29,0.54,49.61,45.03,True,False,True,0.84,-1.32,0.23162853,0.22569846,2.63,0.22,True,Neutral / watch,3.54
ITC,ITC,ITC.NS,True,2026-09-25,269.0,0.37,2.55,1.13,0.48,52.75,43.41,True,False,False,2.03,-1.33,0.01162464,0.01138793,2.08,4.13,True,Neutral / watch,3.53
TECHM,Tech Mahindra,TECHM.NS,True,2026-09-25,1548.0,0.32,0.71,-5.66,0.53,45.44,42.15,False,False,True,-1.13,-2.84,0.0668957,0.06631551,0.87,3.08,True,Neutral / watch,3.42
SBILIFE,SBI Life,SBILIFE.NS,True,2026-09-25,1742.0,-0.74,0.64,-1.08,1.05,49.13,48.04,True,False,False,1.01,-2.53,0.07527927,0.07467479,0.81,3.06,True,Neutral / watch,3.31
GRASIM,Grasim,GRASIM.NS,True,2026-09-25,3191.0,0.77,-0.57,-3.01,0.9,45.5,44.1,False,False,True,-1.78,-1.35,0.13789676,0.13450805,2.52,1.16,True,Neutral / watch,3.03
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-09-25,1277.0,0.3,0.11,-4.34,0.76,48.55,47.57,False,False,True,-0.6,-0.69,0.05518463,0.05353343,3.08,-0.38,True,Neutral / watch,2.72
ULTRACEMCO,UltraTech Cement,ULTRACEMCO.NS,True,2026-09-25,11155.0,0.9,1.28,-3.74,0.72,48.59,42.07,True,False,False,0.66,-3.2,0.48205527,0.48130389,0.16,-0.41,True,Neutral / watch,2.62
NTPC,NTPC,NTPC.NS,True,2026-09-25,326.6,0.0,0.91,-1.05,0.76,40.48,33.52,False,False,False,-0.89,-3.15,0.01411378,0.0140609,0.38,2.11,True,Mean reversion bounce,2.52
SUNPHARMA,Sun Pharma,SUNPHARMA.NS,True,2026-09-25,1852.2,0.12,0.81,-3.53,0.43,43.77,37.41,False,False,True,-1.28,-3.22,0.08004149,0.07987601,0.21,2.01,True,Neutral / watch,2.4
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-09-25,1258.0,1.16,0.7,-4.41,0.64,47.18,44.16,False,False,False,-0.71,-3.11,0.05436356,0.05400644,0.66,1.35,True,Neutral / watch,2.27
