symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
TRENT,Trent,TRENT.NS,True,2026-09-21,2815.5,-0.3,0.47,-3.08,0.92,44.33,36.38,False,False,True,-0.6,-3.22,0.12024703,0.12099018,-0.61,-1.89,False,Weakening,0.42
JIOFIN,Jio Financial Services,JIOFIN.NS,True,2026-09-21,229.97,0.03,0.03,-4.97,0.49,39.52,33.68,False,False,False,-1.72,-4.86,0.00982178,0.01005557,-2.32,-2.7,False,Mean reversion bounce,0.36
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-09-21,1830.2,-3.33,-0.05,-5.42,1.55,43.38,40.78,False,False,False,-1.36,-4.03,0.07816591,0.07931163,-1.44,-2.45,False,Weakening,0.31
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-09-21,1021.3,-1.83,-1.28,-5.17,0.8,40.63,38.12,False,False,True,-2.59,-4.31,0.04361864,0.04430638,-1.55,-3.47,False,Weakening,0.11
NTPC,NTPC,NTPC.NS,True,2026-09-21,326.4,0.85,-2.1,-3.86,0.63,38.99,44.63,False,False,False,-1.37,-3.6,0.0139402,0.01408707,-1.04,0.09,False,Neutral / watch,0.02
INFY,Infosys,INFY.NS,True,2026-09-21,1038.5,-1.23,0.08,-8.1,0.69,36.75,32.61,False,False,False,-4.77,-6.6,0.04435324,0.04620062,-4.0,-4.89,False,Mean reversion bounce,-0.08
ICICIBANK,ICICI Bank,ICICIBANK.NS,True,2026-09-21,1345.0,0.46,-2.49,-4.95,0.62,32.79,37.13,False,False,False,-3.89,-5.19,0.05744353,0.05896596,-2.58,-1.41,False,Weakening,-0.28
SBIN,State Bank of India,SBIN.NS,True,2026-09-21,996.0,-0.02,0.03,-4.18,0.48,41.79,35.41,False,False,False,-1.88,-3.62,0.04253811,0.04299602,-1.07,-1.64,False,Weakening,-0.33
RELIANCE,Reliance Industries,RELIANCE.NS,True,2026-09-21,1247.4,1.71,-0.8,-4.76,0.87,40.35,37.1,False,False,False,-2.44,-3.63,0.05327514,0.05383734,-1.04,-1.69,False,Weakening,-0.34
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-09-21,1011.8,0.18,-1.63,-9.58,0.53,40.3,37.88,False,False,True,-3.23,-5.1,0.04321291,0.04432794,-2.52,-7.19,False,Weakening,-0.4
ASIANPAINT,Asian Paints,ASIANPAINT.NS,True,2026-09-21,2440.3,-0.45,-1.3,-7.59,0.47,32.66,28.65,False,False,False,-3.18,-7.24,0.10422263,0.10956827,-4.88,-3.8,False,Weakening,-0.76
TCS,TCS,TCS.NS,True,2026-09-21,2128.7,1.13,-3.28,-6.8,0.79,35.76,38.12,False,False,False,-5.6,-7.42,0.09091453,0.09528429,-4.59,-4.13,False,Weakening,-0.83
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-09-21,1849.8,-0.15,-3.33,-7.59,0.46,31.98,37.39,False,False,False,-4.64,-5.51,0.079003,0.08131667,-2.85,-5.04,False,Weakening,-1.01
WIPRO,Wipro,WIPRO.NS,True,2026-09-21,164.55,-1.37,-1.7,-9.24,0.9,32.18,32.66,False,False,False,-4.81,-7.48,0.00702776,0.00739656,-4.99,-5.91,False,Weakening,-1.18
M&M,Mahindra & Mahindra,M&M.NS,True,2026-09-21,3055.3,0.11,-1.66,-10.51,0.57,31.09,29.73,False,False,False,-3.99,-6.51,0.13048863,0.13578231,-3.9,-7.67,False,Weakening,-1.2
MARUTI,Maruti Suzuki,MARUTI.NS,True,2026-09-21,12153.0,0.41,-1.99,-10.77,0.82,27.0,23.42,False,False,False,-4.8,-9.28,0.51904178,0.55842648,-7.05,-8.92,False,Weakening,-1.2
TATAMOTORS,Tata Motors,TATAMOTORS.NS,True,2025-10-23,405.85,1.0,2.28,-40.57,0.74,16.45,13.55,False,False,,-28.96,-37.0,0.01567509,0.02599787,-39.71,-43.75,False,Weakening,-1.2
