symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
GRASIM,Grasim,GRASIM.NS,True,2026-08-21,3308.0,0.24,1.83,7.41,1.59,59.7,54.91,True,True,True,2.5,4.33,0.13640112,0.13109796,4.05,5.26,True,Strengthening with volume,6.35
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-08-21,402.8,1.37,2.98,4.69,1.59,62.21,51.15,True,True,True,2.61,2.85,0.01660894,0.01619174,2.58,2.6,True,Strengthening with volume,5.82
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-21,5735.0,-0.1,-0.95,14.45,0.63,65.93,71.07,True,True,True,2.38,11.05,0.23647534,0.21353415,10.74,12.16,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-21,1130.0,0.16,0.71,12.43,0.53,60.96,60.44,True,True,True,2.79,6.99,0.0465941,0.04360188,6.86,10.18,True,Strengthening,5.7
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-21,1034.0,0.4,0.44,9.67,0.55,55.2,55.84,True,True,True,1.46,4.75,0.04263566,0.04087265,4.31,7.48,True,Strengthening,5.7
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-21,2032.5,0.82,1.2,8.3,0.61,61.18,57.47,True,True,True,0.94,6.76,0.08380752,0.07863592,6.58,6.14,True,Strengthening,5.7
LT,Larsen & Toubro,LT.NS,True,2026-08-21,4093.0,0.29,0.89,8.12,0.79,60.35,58.64,True,True,True,1.98,1.97,0.16876959,0.16586918,1.75,5.96,True,Strengthening,5.69
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-21,3412.2,-0.37,-0.47,7.93,0.72,57.13,60.06,True,True,True,0.45,5.63,0.14069767,0.13343657,5.44,5.78,True,Strengthening,5.66
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-21,8010.0,-0.4,-0.7,6.11,0.65,60.69,66.46,True,True,True,0.71,5.06,0.33028204,0.31500201,4.85,3.99,True,Strengthening,5.3
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-21,11700.0,-0.79,0.0,5.12,0.87,62.91,66.65,True,True,True,0.75,8.86,0.48243444,0.44450192,8.53,3.02,True,Strengthening,5.1
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-21,1095.0,0.0,0.74,8.12,0.37,55.13,53.8,False,True,True,-0.23,5.09,0.04515092,0.04302116,4.95,5.96,True,Strengthening,4.99
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-21,1293.7,-0.46,1.87,4.26,1.3,55.95,49.55,True,True,True,0.82,2.73,0.05334405,0.05212923,2.33,2.18,True,Strengthening,4.94
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-21,328.0,0.02,2.98,17.14,1.09,69.53,65.04,True,True,True,4.42,12.88,0.01352466,0.01200201,12.69,14.8,True,Strengthening,4.9
TITAN,Titan,TITAN.NS,True,2026-08-21,5086.1,0.36,0.59,8.75,0.37,69.13,68.55,True,True,True,2.0,8.61,0.20971879,0.19349789,8.38,6.57,True,Strengthening,4.9
INFY,Infosys,INFY.NS,True,2026-08-21,1121.0,-0.8,-4.12,7.7,0.52,47.14,58.65,False,True,False,-2.55,1.87,0.04622299,0.04555735,1.46,5.54,True,Strengthening,4.11
SBIN,State Bank of India,SBIN.NS,True,2026-08-21,1048.7,0.07,-1.78,3.32,0.65,49.43,56.21,False,True,True,-0.38,0.73,0.04324179,0.04302609,0.5,1.26,True,Strengthening,4.05
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-08-21,1946.0,0.22,-2.31,2.52,0.45,52.77,63.13,False,True,True,-0.1,2.18,0.0802408,0.07872601,1.92,0.47,True,Strengthening,3.89
RELIANCE,Reliance Industries,RELIANCE.NS,True,2026-08-21,1316.0,0.21,0.46,2.97,0.52,52.27,50.79,True,True,False,0.61,0.72,0.05426357,0.05401345,0.46,0.92,True,Strengthening,3.88
NESTLEIND,Nestle India,NESTLEIND.NS,True,2026-08-21,1477.1,1.31,-1.47,2.33,1.15,49.22,53.78,False,True,True,-1.47,1.58,0.06090632,0.06009958,1.34,0.28,True,Strengthening,3.86
BEL,Bharat Electronics,BEL.NS,True,2026-08-21,414.0,1.12,0.78,2.36,1.01,60.83,58.74,True,True,False,3.27,1.46,0.01707076,0.01687666,1.15,0.32,True,Strengthening,3.76
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-21,1584.0,-0.51,-2.99,1.57,0.46,48.62,62.46,False,True,True,-2.63,4.2,0.0653142,0.06283269,3.95,-0.46,True,Neutral / watch,3.71
