symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
ETERNAL,Eternal,ETERNAL.NS,True,2026-09-02,327.3,-0.14,0.09,5.46,0.53,64.46,65.37,True,True,True,1.57,8.46,0.01368629,0.01246322,9.81,8.59,True,Strengthening,5.7
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-09-02,12130.0,-1.87,3.46,2.8,1.4,64.16,59.56,True,True,True,2.86,9.66,0.50722473,0.45673767,11.05,5.85,True,Strengthening,5.67
GRASIM,Grasim,GRASIM.NS,True,2026-09-02,3294.9,-0.31,-0.15,2.52,0.91,54.18,58.35,True,True,True,0.07,3.08,0.13777862,0.13202135,4.36,5.56,True,Strengthening,5.61
COALINDIA,Coal India,COALINDIA.NS,True,2026-09-02,417.85,4.05,3.56,0.57,3.69,59.64,37.3,True,True,False,2.65,0.32,0.0174727,0.01721137,1.52,3.55,True,Strengthening with volume,5.21
SUNPHARMA,Sun Pharma,SUNPHARMA.NS,True,2026-09-02,1931.7,0.14,1.7,-0.43,0.75,51.24,43.31,True,True,True,0.45,0.23,0.08077543,0.07961518,1.46,2.53,True,Strengthening,5.01
TITAN,Titan,TITAN.NS,True,2026-09-02,5074.0,0.48,-0.51,3.29,0.96,58.34,67.4,False,True,True,-0.07,5.59,0.21217298,0.19849237,6.89,6.36,True,Strengthening,5.0
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-09-02,423.5,-0.35,1.63,5.88,0.84,69.59,71.2,True,True,True,5.2,7.53,0.01770896,0.01626637,8.87,9.02,True,Strengthening,4.9
RELIANCE,Reliance Industries,RELIANCE.NS,True,2026-09-02,1313.1,0.31,1.16,2.59,1.24,52.74,45.73,True,True,False,0.09,0.75,0.05490823,0.05383142,2.0,5.63,True,Strengthening,4.83
ICICIBANK,ICICI Bank,ICICIBANK.NS,True,2026-09-02,1426.5,-0.8,-0.24,-1.63,0.91,51.13,55.29,True,True,True,0.08,0.74,0.05965013,0.05847405,2.01,1.29,True,Strengthening,4.76
TECHM,Tech Mahindra,TECHM.NS,True,2026-09-02,1623.0,-0.92,3.31,-1.64,0.59,55.85,45.19,True,True,True,0.54,4.49,0.06786692,0.06416367,5.77,1.28,True,Strengthening,4.76
