symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-13,11710.0,0.09,0.77,15.19,0.24,67.99,66.94,True,True,True,4.04,11.2,0.48042308,0.43837096,9.59,13.66,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-13,317.4,1.07,0.36,10.8,0.6,64.43,68.37,True,True,True,4.67,12.8,0.01302189,0.01168254,11.46,9.43,True,Strengthening,5.7
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-13,2025.8,0.26,-2.89,10.18,0.45,60.59,73.27,True,True,True,2.72,8.72,0.08311196,0.07733237,7.47,8.82,True,Strengthening,5.7
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-13,8067.0,0.22,1.25,10.09,0.29,67.6,65.67,True,True,True,3.4,7.52,0.33096268,0.31152192,6.24,8.75,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-13,1127.5,0.92,-1.18,10.06,0.55,62.47,70.1,True,True,True,4.94,9.41,0.04625764,0.04269902,8.33,8.7,True,Strengthening,5.7
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-13,3407.3,0.11,0.04,9.29,0.69,58.69,64.25,True,True,True,2.41,7.27,0.1397904,0.13179702,6.06,7.93,True,Strengthening,5.7
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-13,1649.1,1.48,1.04,9.19,0.73,66.12,66.09,True,True,True,1.96,9.89,0.06765719,0.06237963,8.46,7.84,True,Strengthening,5.7
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-13,1045.55,-3.06,1.81,8.99,0.79,60.42,64.46,True,True,True,5.35,5.79,0.04289551,0.04122829,4.04,7.64,True,Strengthening,5.7
JIOFIN,Jio Financial Services,JIOFIN.NS,True,2026-08-13,255.8,-0.1,-2.55,8.81,1.79,58.52,67.8,True,True,False,2.94,5.79,0.01049464,0.01004197,4.51,7.46,True,Strengthening with volume,5.7
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-08-13,1952.1,0.37,0.21,2.07,1.83,56.77,58.35,True,True,True,0.95,3.9,0.08008829,0.07811833,2.52,0.72,True,Strengthening with volume,5.44
