symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
GRASIM,Grasim,GRASIM.NS,True,2026-08-17,3250.5,0.06,-3.85,3.72,1.76,55.06,68.06,True,True,True,1.74,3.06,0.13383345,0.13079793,2.32,3.51,True,Strengthening with volume,6.0
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-17,5745.0,-0.78,-1.96,17.11,0.45,67.85,78.23,True,True,True,5.32,12.86,0.23653997,0.21099416,12.11,16.88,True,Strengthening,5.7
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-17,11663.0,-0.32,-0.12,11.68,0.45,65.4,67.67,True,True,True,2.16,10.05,0.48020289,0.44032443,9.06,11.9,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-17,318.0,-0.16,2.5,10.82,0.58,64.48,62.1,True,True,True,3.78,11.96,0.01309307,0.01176931,11.25,10.6,True,Strengthening,5.7
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-17,1049.9,1.98,-0.39,10.77,0.59,59.98,68.37,True,True,True,4.79,6.37,0.04322773,0.04105099,5.3,10.55,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-17,1122.0,0.0,-1.39,8.36,0.37,60.44,66.2,True,True,True,3.57,7.96,0.04619632,0.04298341,7.47,8.14,True,Strengthening,5.7
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-17,2005.0,-0.16,-0.81,7.71,0.69,56.86,60.83,True,True,True,0.9,6.87,0.08255224,0.07771409,6.23,7.49,True,Strengthening,5.7
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-17,8050.0,-0.2,0.94,7.55,0.78,65.25,64.68,True,True,True,2.31,6.55,0.33144416,0.31294161,5.91,7.33,True,Strengthening,5.7
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-17,3390.4,-1.11,-3.6,7.1,0.69,56.17,70.11,True,True,True,1.15,6.14,0.13959357,0.13229292,5.52,6.89,True,Strengthening,5.7
LT,Larsen & Toubro,LT.NS,True,2026-08-17,4086.7,0.73,0.16,6.46,0.65,61.37,63.72,True,True,True,3.16,2.09,0.16826247,0.16582188,1.47,6.24,True,Strengthening,5.7
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-08-17,1969.3,-1.14,1.35,2.78,0.82,57.7,55.67,True,True,True,1.33,4.12,0.08108236,0.07842885,3.38,2.57,True,Strengthening,5.01
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-17,1089.3,0.21,-1.17,2.38,0.24,54.31,57.3,True,True,True,0.08,6.23,0.04484996,0.04242257,5.72,2.17,True,Strengthening,4.93
TITAN,Titan,TITAN.NS,True,2026-08-17,5068.5,0.24,-0.42,9.15,0.57,69.18,74.97,True,True,True,3.19,10.1,0.2086863,0.19080118,9.37,8.93,True,Strengthening,4.9
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-17,1277.8,0.61,-1.86,1.65,0.84,52.02,60.05,True,True,True,0.07,1.57,0.0526111,0.0522244,0.74,1.45,True,Strengthening,4.79
INFY,Infosys,INFY.NS,True,2026-08-17,1139.9,-2.51,-3.64,4.86,0.44,51.0,63.42,True,True,False,0.28,3.5,0.04693332,0.04579563,2.48,4.64,True,Strengthening,4.63
JIOFIN,Jio Financial Services,JIOFIN.NS,True,2026-08-17,249.75,0.28,-1.67,4.78,0.58,51.3,57.34,True,True,False,0.15,3.0,0.010283,0.01004854,2.33,4.57,True,Strengthening,4.61
SBIN,State Bank of India,SBIN.NS,True,2026-08-17,1061.2,-0.61,-0.92,0.11,0.64,53.83,59.74,True,True,True,1.29,2.28,0.04369299,0.04299399,1.63,-0.09,True,Neutral / watch,4.48
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-08-17,1325.0,-2.57,-2.37,8.49,0.36,56.61,68.78,False,True,False,-0.31,9.67,0.05455447,0.05013957,8.81,8.27,True,Strengthening,4.2
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-17,1610.0,-1.4,-1.83,2.13,0.52,55.6,67.28,False,True,True,-0.71,6.83,0.06628883,0.06256045,5.96,1.92,True,Strengthening,4.18
