symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-07,1644.7,-0.32,-1.46,15.31,1.66,69.67,76.38,True,True,True,4.03,10.8,0.06699198,0.06193584,8.16,12.55,True,Strengthening with volume,5.7
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-07,11664.0,0.38,2.03,14.86,0.31,67.46,73.47,True,True,True,6.03,11.76,0.47509848,0.43596255,8.98,12.11,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-07,315.85,-0.13,4.43,9.05,0.27,67.94,62.36,True,True,True,6.01,14.35,0.01286521,0.01150332,11.84,7.52,True,Strengthening,5.7
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-07,7986.5,0.0,1.99,9.63,0.41,66.96,66.06,True,True,True,4.76,7.7,0.32530642,0.30917891,5.22,7.01,True,Strengthening,5.7
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-07,1036.75,0.95,6.84,8.17,0.58,65.95,51.49,True,True,True,6.61,4.01,0.04222894,0.04177482,1.09,5.58,True,Strengthening,5.62
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-07,1112.7,-0.86,8.32,7.85,0.37,64.9,50.36,True,True,True,5.99,10.27,0.04532254,0.04201364,7.88,5.27,True,Strengthening,5.55
ULTRACEMCO,UltraTech Cement,ULTRACEMCO.NS,True,2026-08-07,12011.0,-1.47,2.15,7.96,0.33,62.42,60.27,True,True,True,2.79,6.08,0.4892325,0.4725787,3.52,5.02,True,Strengthening,5.5
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-07,1081.8,-5.5,-5.21,6.01,1.1,53.97,74.12,True,True,True,0.99,8.25,0.04406392,0.0415697,6.0,4.52,True,Strengthening,5.4
NESTLEIND,Nestle India,NESTLEIND.NS,True,2026-08-07,1538.9,0.25,1.94,5.75,0.44,67.43,63.91,True,True,True,4.23,7.22,0.06268253,0.05985582,4.72,4.27,True,Strengthening,5.35
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-07,1294.6,-2.66,1.87,5.61,0.27,58.17,57.29,True,True,True,2.66,2.9,0.05273169,0.05256921,0.31,3.08,True,Strengthening,5.12
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-07,1991.2,-4.54,4.28,5.08,1.03,58.02,59.13,True,True,True,3.11,8.59,0.08110563,0.07649626,6.03,2.56,True,Strengthening,5.01
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-07,5734.0,3.31,6.46,17.56,2.13,75.65,74.46,True,True,True,11.17,15.55,0.2335575,0.20686306,12.9,15.92,True,Strengthening with volume,5.0
TCS,TCS,TCS.NS,True,2026-08-07,2451.5,3.31,3.63,19.14,0.72,63.3,62.71,True,True,False,5.89,11.3,0.09985459,0.09197594,8.57,17.47,True,Strengthening,4.9
