symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-09-07,422.1,-0.57,0.64,7.27,0.61,65.42,68.44,True,True,True,3.7,6.82,0.01775084,0.01632999,8.7,10.9,True,Strengthening,5.7
ICICIBANK,ICICI Bank,ICICIBANK.NS,True,2026-09-07,1427.5,0.3,-1.82,-0.3,0.94,50.76,59.72,True,True,True,0.25,0.2,0.06003158,0.05887275,1.97,3.07,True,Strengthening,5.11
ETERNAL,Eternal,ETERNAL.NS,True,2026-09-07,320.8,-0.6,-2.22,3.4,0.34,54.02,65.78,False,True,True,-0.86,4.93,0.01349081,0.01263303,6.79,6.9,True,Strengthening,5.0
COALINDIA,Coal India,COALINDIA.NS,True,2026-09-07,418.85,0.84,4.26,1.91,1.32,57.79,35.39,True,True,False,2.74,0.15,0.01761417,0.0172841,1.91,5.36,True,Strengthening,4.77
GRASIM,Grasim,GRASIM.NS,True,2026-09-07,3302.4,-0.59,-2.04,-2.31,0.97,54.07,63.37,True,True,True,0.26,2.74,0.13887797,0.13282617,4.56,1.0,True,Strengthening,4.7
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-09-07,11800.0,-1.0,-2.72,1.05,0.45,53.36,69.15,False,True,True,-0.22,5.47,0.49623304,0.46227924,7.34,4.47,True,Strengthening,4.69
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-09-07,1302.0,-1.74,-0.44,0.0,0.78,50.68,53.85,False,True,True,-0.02,2.18,0.05475385,0.05265361,3.99,3.38,True,Strengthening,4.48
RELIANCE,Reliance Industries,RELIANCE.NS,True,2026-09-07,1309.5,-0.95,2.55,-1.34,0.96,51.01,39.93,True,True,False,0.02,0.48,0.05506925,0.05385422,2.26,2.0,True,Strengthening,4.1
TITAN,Titan,TITAN.NS,True,2026-09-07,4995.0,-0.5,-2.1,-1.87,0.79,49.57,62.4,False,True,True,-1.64,2.95,0.21005797,0.20048637,4.77,1.45,True,Strengthening,4.09
LT,Larsen & Toubro,LT.NS,True,2026-09-07,3999.0,0.88,-1.13,-1.99,0.96,47.82,52.24,False,True,True,-1.03,0.56,0.16817254,0.1643249,2.34,1.33,True,Strengthening,4.07
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-09-07,1694.3,-0.76,6.35,0.79,0.51,49.16,30.86,True,False,True,0.7,-2.82,0.0712515,0.07205223,-1.11,4.2,False,Mean reversion bounce,4.04
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-09-07,8760.0,1.27,-1.56,-1.71,0.76,49.09,54.68,True,False,True,0.02,-0.73,0.36838996,0.36465176,1.03,1.62,True,Neutral / watch,3.82
AXISBANK,Axis Bank,AXISBANK.NS,True,2026-09-07,1266.0,-0.55,-2.62,1.5,0.34,52.45,64.38,True,False,False,1.42,-0.25,0.05323992,0.0524505,1.51,4.93,True,Neutral / watch,3.69
INDUSINDBK,IndusInd Bank,INDUSINDBK.NS,True,2026-09-07,998.0,-1.04,-1.83,-2.85,1.17,47.59,53.17,False,False,True,-1.0,-1.0,0.04196954,0.04165474,0.76,0.44,True,Neutral / watch,2.89
TATASTEEL,Tata Steel,TATASTEEL.NS,True,2026-09-07,185.61,-1.68,0.68,-2.43,0.87,48.13,43.68,True,False,False,0.05,-0.65,0.00780558,0.00771953,1.11,0.87,True,Neutral / watch,2.87
HINDALCO,Hindalco,HINDALCO.NS,True,2026-09-07,1006.0,-0.49,-0.93,-4.56,0.53,44.96,47.58,False,True,True,-2.75,0.86,0.04230597,0.04121158,2.66,-1.33,True,Neutral / watch,2.73
