symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
GRASIM,Grasim,GRASIM.NS,True,2026-08-18,3278.7,0.87,-1.31,4.62,1.84,57.24,61.76,True,True,True,2.32,3.83,0.13573643,0.13093515,3.67,6.55,True,Strengthening with volume,6.5
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-18,5745.5,0.01,-2.05,15.81,0.58,67.87,78.34,True,True,True,4.58,12.45,0.23786064,0.21102058,12.72,17.53,True,Strengthening,5.7
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-18,11607.0,-0.48,-0.94,10.31,0.59,62.98,68.33,True,True,True,1.19,9.24,0.48052361,0.44033084,9.13,11.97,True,Strengthening,5.7
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-18,1041.6,-0.79,-0.71,9.9,0.51,57.52,65.98,True,True,True,3.62,5.39,0.04312168,0.04117992,4.72,11.14,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-18,315.9,-0.66,-0.66,10.22,0.56,62.05,66.44,True,True,True,2.6,10.67,0.01307809,0.01176901,11.12,10.47,True,Strengthening,5.7
TITAN,Titan,TITAN.NS,True,2026-08-18,5048.6,-0.39,-1.55,7.68,0.36,66.83,76.29,True,True,True,2.41,9.22,0.20900935,0.19080764,9.54,9.1,True,Strengthening,5.7
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-18,3421.5,0.92,-1.12,6.87,0.55,58.54,63.94,True,True,True,1.75,6.81,0.14164828,0.13233401,7.04,8.46,True,Strengthening,5.7
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-18,2011.2,0.31,-1.02,5.82,0.29,57.76,61.94,True,True,True,0.93,6.84,0.08326261,0.07772829,7.12,8.42,True,Strengthening,5.7
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-18,8018.5,-0.39,0.23,5.37,0.52,62.89,65.53,True,True,True,1.65,5.88,0.33196163,0.31295196,6.07,7.5,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-18,1108.4,-1.21,-1.9,4.42,0.49,56.63,64.1,True,True,True,2.1,6.23,0.04588717,0.04297723,6.77,7.42,True,Strengthening,5.7
LT,Larsen & Toubro,LT.NS,True,2026-08-18,4064.3,-0.55,0.67,5.66,0.82,58.25,57.94,True,True,True,2.31,1.45,0.16825986,0.16582183,1.47,6.24,True,Strengthening,5.7
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-18,1094.3,0.46,0.09,2.35,0.36,55.47,55.39,True,True,True,0.42,6.28,0.04530344,0.04243164,6.77,3.2,True,Strengthening,5.14
SBIN,State Bank of India,SBIN.NS,True,2026-08-18,1053.0,-0.77,-1.22,0.82,0.51,50.91,57.88,True,True,True,0.47,1.39,0.04359364,0.042992,1.4,-0.32,True,Neutral / watch,4.44
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-08-18,1298.0,-2.04,-4.94,4.72,1.18,50.12,69.86,False,True,False,-2.56,7.14,0.05373651,0.05012321,7.21,6.65,True,Strengthening,4.2
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-18,1592.0,-1.12,-3.1,1.0,0.66,50.85,67.76,False,True,True,-1.87,5.43,0.06590795,0.06255283,5.36,1.34,True,Strengthening,4.07
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-08-18,1934.2,-1.78,0.99,0.52,0.98,50.49,48.66,False,True,True,-0.51,2.09,0.08007485,0.0784087,2.12,1.3,True,Strengthening,4.06
