symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-14,11708.0,0.4,0.39,13.42,0.57,67.25,67.55,True,True,True,3.41,10.89,0.48006825,0.43932138,9.27,13.58,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-14,319.95,0.61,1.57,8.53,0.83,66.03,67.29,True,True,True,4.89,13.67,0.01311905,0.01162314,12.87,11.37,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-14,1127.3,-0.44,1.1,8.93,0.23,61.84,62.95,True,True,True,4.45,8.94,0.04622318,0.0425557,8.62,9.65,True,Strengthening,5.7
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-14,3421.8,-0.19,-2.29,7.63,0.3,59.41,69.39,True,True,True,2.44,7.44,0.14030556,0.13160963,6.61,9.1,True,Strengthening,5.7
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-14,1627.2,-0.72,-0.48,8.57,0.81,61.18,66.6,True,True,True,0.64,8.53,0.06672079,0.06226244,7.16,7.37,True,Strengthening,5.7
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-14,1035.45,-1.03,-2.28,6.28,0.52,56.85,68.62,True,True,True,3.92,3.89,0.04245701,0.04182791,1.5,6.32,True,Strengthening,5.7
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-08-14,2004.9,3.39,2.3,5.83,1.38,64.7,60.6,True,True,True,3.42,6.49,0.08220779,0.07807132,5.3,5.97,True,Strengthening,5.69
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-14,1089.1,-0.16,1.03,6.64,0.32,54.77,53.79,True,True,True,0.31,7.45,0.04465684,0.04169057,7.11,5.73,True,Strengthening,5.65
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-14,2025.0,0.22,-2.92,10.14,0.5,60.5,73.27,True,True,True,2.68,8.68,0.08303196,0.07699676,7.84,5.36,True,Strengthening,5.57
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-08-14,8898.0,3.59,-0.41,-0.29,3.07,54.24,55.99,True,True,True,0.44,2.27,0.36484859,0.36053027,1.2,0.7,True,Strengthening with volume,5.44
LT,Larsen & Toubro,LT.NS,True,2026-08-14,4060.1,-0.26,0.1,7.54,0.41,58.5,60.89,True,True,True,2.81,1.46,0.16647806,0.16639903,0.05,4.04,True,Strengthening,5.31
SBIN,State Bank of India,SBIN.NS,True,2026-08-14,1070.2,-1.18,-2.46,3.78,0.47,56.92,70.09,True,True,True,2.05,3.39,0.04388188,0.042878,2.34,3.94,True,Strengthening,5.29
GRASIM,Grasim,GRASIM.NS,True,2026-08-14,3248.0,-0.28,-2.26,4.65,0.46,54.68,64.12,True,True,True,2.07,3.19,0.13317916,0.13093949,1.71,2.87,True,Strengthening,5.07
NESTLEIND,Nestle India,NESTLEIND.NS,True,2026-08-14,1504.3,-0.18,-2.0,5.41,0.47,56.5,70.31,True,True,True,1.07,4.34,0.06168147,0.0599097,2.96,2.61,True,Strengthening,5.02
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-14,5792.0,-0.99,1.17,19.99,0.5,71.6,76.06,True,True,True,7.08,14.32,0.23749191,0.21000056,13.09,18.82,True,Strengthening,4.9
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-14,8116.5,0.84,1.87,10.76,0.37,69.16,65.67,True,True,True,4.0,8.17,0.3328044,0.31060817,7.15,10.52,True,Strengthening,4.9
TITAN,Titan,TITAN.NS,True,2026-08-14,5054.1,-0.19,2.29,10.37,0.43,68.68,69.14,True,True,True,3.45,10.65,0.20723548,0.18859958,9.88,9.04,True,Strengthening,4.9
INFY,Infosys,INFY.NS,True,2026-08-14,1167.9,-0.6,-0.61,7.9,0.34,57.93,61.69,True,True,False,2.78,5.77,0.04788792,0.04625306,3.53,5.39,True,Strengthening,4.78
JIOFIN,Jio Financial Services,JIOFIN.NS,True,2026-08-14,250.55,-1.98,-2.21,3.36,0.6,52.14,59.87,True,True,False,0.67,3.5,0.01027341,0.01004625,2.26,4.96,True,Strengthening,4.69
CIPLA,Cipla,CIPLA.NS,True,2026-08-14,1451.0,-0.82,-1.76,1.5,0.42,51.29,60.98,True,True,True,0.21,1.45,0.05949599,0.05932077,0.3,0.96,True,Strengthening,4.69
WIPRO,Wipro,WIPRO.NS,True,2026-08-14,184.52,0.78,-1.61,5.0,0.42,55.64,62.5,True,True,False,1.39,3.53,0.00756595,0.00748482,1.08,3.9,True,Strengthening,4.48
ULTRACEMCO,UltraTech Cement,ULTRACEMCO.NS,True,2026-08-14,11655.0,-1.98,-3.48,0.68,0.47,47.83,65.06,False,True,True,-1.35,2.22,0.47789506,0.47298055,1.04,2.04,True,Strengthening,4.21
TCS,TCS,TCS.NS,True,2026-08-14,2354.4,-0.87,-4.01,6.97,0.45,52.66,63.44,False,True,False,-0.45,6.34,0.09653849,0.09226862,4.63,6.09,True,Strengthening,4.2
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-08-14,1363.8,-0.45,0.53,16.03,0.24,68.34,68.7,True,True,False,3.13,13.4,0.05592049,0.04990138,12.06,16.46,True,Strengthening,4.1
MARUTI,Maruti Suzuki,MARUTI.NS,True,2026-08-14,13892.0,-0.09,-1.03,4.02,0.4,53.18,58.61,True,True,False,0.76,2.09,0.56961975,0.56521304,0.78,1.71,True,Strengthening,4.04
ICICIBANK,ICICI Bank,ICICIBANK.NS,True,2026-08-14,1412.8,0.43,-0.58,0.46,0.38,49.24,52.59,False,True,True,-1.39,2.1,0.05792966,0.05707219,1.5,-0.19,True,Neutral / watch,3.76
INDUSINDBK,IndusInd Bank,INDUSINDBK.NS,True,2026-08-14,1015.8,-0.87,-0.61,1.85,0.38,53.8,57.3,False,True,True,-0.14,4.56,0.04165129,0.04028337,3.4,-0.44,True,Neutral / watch,3.71
SUNPHARMA,Sun Pharma,SUNPHARMA.NS,True,2026-08-14,1920.5,-1.21,-1.56,-1.59,0.26,45.06,54.23,False,True,True,-1.84,1.37,0.0787471,0.07841205,0.43,-1.51,True,Neutral / watch,3.5
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-08-14,393.8,0.36,0.78,4.25,0.6,54.01,51.33,True,True,False,1.03,0.77,0.01614715,0.01622946,-0.51,2.74,False,Neutral / watch,3.05
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-14,1271.1,-0.31,-2.19,4.1,0.34,49.98,59.32,False,True,True,-0.3,1.05,0.05211947,0.05251753,-0.76,1.98,False,Neutral / watch,3.0
ASIANPAINT,Asian Paints,ASIANPAINT.NS,True,2026-08-14,2702.9,-1.91,-1.17,2.34,0.53,47.35,53.68,False,True,True,-0.82,0.11,0.11082819,0.11233388,-1.34,1.17,False,Neutral / watch,2.83
RELIANCE,Reliance Industries,RELIANCE.NS,True,2026-08-14,1310.0,-0.53,-1.86,1.03,0.66,50.65,58.3,True,True,False,0.44,0.61,0.0537145,0.0541561,-0.82,-0.08,False,Weakening,2.48
BEL,Bharat Electronics,BEL.NS,True,2026-08-14,410.85,0.09,2.6,1.06,0.43,58.42,48.82,True,True,False,2.77,0.77,0.01684626,0.01698298,-0.81,-1.06,False,Weakening,2.29
TRENT,Trent,TRENT.NS,True,2026-08-14,2998.9,0.3,0.06,4.58,0.93,49.95,49.78,True,False,False,0.78,-0.19,0.1229652,0.1245545,-1.28,2.66,False,Neutral / watch,2.03
DRREDDY,Dr Reddy's Labs,DRREDDY.NS,True,2026-08-14,1194.2,-0.98,1.89,-2.87,0.66,46.98,37.72,True,False,False,1.56,-4.14,0.0489663,0.05197995,-5.8,-3.97,False,Weakening,0.71
ADANIENT,Adani Enterprises,ADANIENT.NS,True,2026-08-14,3036.6,2.42,0.55,-3.62,1.26,50.4,46.73,False,False,True,-0.21,-0.3,0.12451104,0.12644418,-1.53,-5.13,False,Weakening,0.57
TATACONSUM,Tata Consumer,TATACONSUM.NS,True,2026-08-14,1088.3,-0.2,0.55,-0.03,0.59,48.41,44.84,False,False,False,-0.27,-1.11,0.04462404,0.0459546,-2.9,-2.21,False,Weakening,0.36
ITC,ITC,ITC.NS,True,2026-08-14,277.7,-0.29,-2.94,-0.59,0.39,40.39,51.9,False,False,False,-1.89,-2.48,0.01138666,0.011839,-3.82,-0.61,False,Weakening,-0.12
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-08-14,1695.3,2.25,0.11,-7.32,0.64,41.83,36.22,False,False,True,-1.85,-4.85,0.06951313,0.07424628,-6.37,-7.03,False,Weakening,-0.4
HINDUNILVR,Hindustan Unilever,HINDUNILVR.NS,True,2026-08-14,2068.1,-1.14,-1.33,-1.64,0.3,43.59,46.05,False,False,False,-1.72,-3.0,0.08479921,0.08859943,-4.29,-3.64,False,Weakening,-0.73
NTPC,NTPC,NTPC.NS,True,2026-08-14,339.3,-1.44,-0.93,-0.75,0.62,41.64,42.41,False,False,False,-1.74,-3.18,0.01391247,0.01463885,-4.96,-3.89,False,Weakening,-0.78
TATASTEEL,Tata Steel,TATASTEEL.NS,True,2026-08-14,183.15,-0.92,-2.35,-1.26,0.6,39.56,46.68,False,False,False,-2.1,-3.76,0.00750978,0.0079667,-5.74,-4.06,False,Weakening,-0.81
SBILIFE,SBI Life,SBILIFE.NS,True,2026-08-14,1794.4,-1.95,-3.6,-2.49,0.43,39.52,52.64,False,False,False,-3.32,-0.96,0.07357657,0.07553208,-2.59,-4.39,False,Weakening,-0.88
COALINDIA,Coal India,COALINDIA.NS,True,2026-08-14,406.1,-1.07,-2.2,-3.7,0.56,33.53,40.82,False,False,False,-2.16,-5.08,0.0166515,0.01792725,-7.12,-5.75,False,Weakening,-1.15
ONGC,ONGC,ONGC.NS,True,2026-08-14,235.68,-1.76,-1.33,-4.49,0.82,35.87,39.86,False,False,False,-2.66,-3.4,0.00966369,0.01021862,-5.43,-6.62,False,Weakening,-1.2
HDFCLIFE,HDFC Life,HDFCLIFE.NS,True,2026-08-14,538.8,0.14,-0.22,-5.27,0.15,40.14,39.73,False,False,False,-1.74,-4.21,0.02209265,0.02345914,-5.82,-6.72,False,Weakening,-1.2
POWERGRID,Power Grid,POWERGRID.NS,True,2026-08-14,266.8,0.08,-1.77,-4.97,0.54,30.97,33.41,False,False,False,-4.7,-5.94,0.01093972,0.01180183,-7.3,-8.05,False,Weakening,-1.2
AXISBANK,Axis Bank,AXISBANK.NS,True,2026-08-14,1217.0,-0.39,-1.7,-6.93,0.52,35.88,39.75,False,False,False,-2.11,-6.34,0.04990118,0.05398346,-7.56,-8.91,False,Weakening,-1.2
HDFCBANK,HDFC Bank,HDFCBANK.NS,True,2026-08-14,727.95,0.41,-0.42,-9.94,0.53,34.69,34.58,False,False,False,-2.36,-5.47,0.02984845,0.03196601,-6.62,-11.3,False,Weakening,-1.2
TATAMOTORS,Tata Motors,TATAMOTORS.NS,False,,,,,,,,,,,,,,,,,,,,
