symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
COALINDIA,Coal India,COALINDIA.NS,True,2026-09-22,428.0,3.21,2.09,5.94,1.52,58.55,52.32,True,True,False,2.78,2.9,0.01834626,0.01730226,6.03,9.81,True,Strengthening with volume,5.7
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-09-22,1795.0,0.44,4.74,5.42,0.33,58.93,49.44,True,True,True,4.06,3.92,0.07694286,0.07193358,6.96,9.77,True,Strengthening,5.7
DRREDDY,Dr Reddy's Labs,DRREDDY.NS,True,2026-09-22,1211.0,1.06,5.76,1.47,2.31,62.26,40.77,True,True,False,3.98,3.1,0.05190964,0.04895523,6.03,7.17,True,Strengthening with volume,5.7
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-09-22,8835.5,-0.86,1.39,-0.6,1.32,51.2,45.56,True,True,True,0.33,0.01,0.37873462,0.36727836,3.12,5.66,True,Strengthening,5.63
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-09-22,412.65,-0.52,0.7,2.75,0.3,51.13,49.31,False,True,True,-1.39,2.72,0.01768828,0.01664669,6.26,6.5,True,Strengthening,5.0
ETERNAL,Eternal,ETERNAL.NS,True,2026-09-22,342.0,1.82,8.49,3.32,0.66,71.71,44.24,True,True,True,5.14,8.65,0.01465987,0.01302898,12.52,8.39,True,Strengthening,4.9
HDFCBANK,HDFC Bank,HDFCBANK.NS,True,2026-09-22,738.6,-0.12,3.08,1.53,1.08,58.95,48.85,True,True,False,3.52,0.8,0.03166017,0.0306162,3.41,5.62,True,Strengthening,4.82
HDFCLIFE,HDFC Life,HDFCLIFE.NS,True,2026-09-22,559.2,-0.04,8.35,2.29,0.46,58.32,37.59,True,True,False,3.69,2.61,0.02397017,0.02271824,5.51,4.78,True,Strengthening,4.66
ADANIENT,Adani Enterprises,ADANIENT.NS,True,2026-09-22,2997.0,0.74,2.34,-3.63,0.36,49.92,42.96,True,False,True,0.11,-0.97,0.12846672,0.12607516,1.9,3.96,True,Neutral / watch,4.29
ITC,ITC,ITC.NS,True,2026-09-22,265.8,-0.45,3.02,-2.06,0.53,48.71,33.92,True,False,False,0.85,-2.72,0.01139354,0.01138252,0.1,2.57,True,Mean reversion bounce,4.11
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-09-22,1267.0,-0.13,3.08,-4.04,0.59,45.46,33.32,False,False,True,-2.01,-1.22,0.05431009,0.05329738,1.9,1.81,True,Mean reversion bounce,4.06
SBILIFE,SBI Life,SBILIFE.NS,True,2026-09-22,1756.3,0.02,6.18,0.07,0.38,51.91,30.34,True,False,False,1.71,-2.01,0.07528398,0.07475966,0.7,1.83,True,Mean reversion bounce,3.97
CIPLA,Cipla,CIPLA.NS,True,2026-09-22,1384.1,-0.14,2.45,-2.67,0.83,45.7,31.8,False,False,True,-0.31,-2.62,0.05932959,0.059175,0.26,0.47,True,Mean reversion bounce,3.79
TITAN,Titan,TITAN.NS,True,2026-09-22,4928.5,1.1,1.49,-3.83,2.11,47.72,35.6,False,False,True,-1.35,-0.28,0.21126066,0.20481179,3.15,0.74,True,Neutral / watch,3.75
ONGC,ONGC,ONGC.NS,True,2026-09-22,236.13,0.21,0.08,0.91,0.72,50.46,49.07,True,False,False,0.73,-1.11,0.01012174,0.00994701,1.76,3.84,True,Neutral / watch,3.47
TECHM,Tech Mahindra,TECHM.NS,True,2026-09-22,1551.6,-0.44,-1.54,-3.02,0.52,45.77,49.56,False,False,True,-1.37,-2.53,0.06650949,0.06603333,0.72,1.83,True,Neutral / watch,3.17
TATASTEEL,Tata Steel,TATASTEEL.NS,True,2026-09-22,184.97,0.86,0.72,-1.05,0.58,48.89,45.27,False,False,False,-0.17,-0.56,0.00792876,0.00773702,2.48,5.08,True,Neutral / watch,3.02
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-09-22,5373.0,-0.85,4.01,-4.47,0.94,50.11,36.38,True,False,True,0.42,-0.58,0.2303142,0.22406971,2.79,-2.61,True,Neutral / watch,2.98
BEL,Bharat Electronics,BEL.NS,True,2026-09-22,397.9,-0.15,3.92,-3.71,0.85,46.19,29.56,False,False,False,-1.3,-1.38,0.01705602,0.01679555,1.55,-0.09,True,Mean reversion bounce,2.88
AXISBANK,Axis Bank,AXISBANK.NS,True,2026-09-22,1242.7,-0.58,1.62,0.62,0.59,47.43,40.3,False,False,False,-0.86,-0.53,0.05326846,0.05206176,2.32,3.7,True,Neutral / watch,2.74
POWERGRID,Power Grid,POWERGRID.NS,True,2026-09-22,265.95,-0.06,1.2,-1.86,0.8,46.28,39.08,False,False,False,-0.06,-2.57,0.01139997,0.01137682,0.2,1.49,True,Neutral / watch,2.3
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-09-22,1270.4,-0.83,1.33,-3.45,1.07,49.15,44.87,False,False,False,-0.28,-1.86,0.05445583,0.05371788,1.37,1.39,True,Neutral / watch,2.28
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-09-22,11363.0,-0.85,-0.53,-4.73,0.69,41.09,41.25,False,False,True,-3.36,-1.46,0.48707617,0.477139,2.08,0.96,True,Neutral / watch,2.19
SUNPHARMA,Sun Pharma,SUNPHARMA.NS,True,2026-09-22,1846.4,-1.2,0.62,-3.93,0.68,41.58,33.1,False,False,True,-2.02,-3.8,0.07914613,0.07990363,-0.95,0.9,False,Mean reversion bounce,1.88
LT,Larsen & Toubro,LT.NS,True,2026-09-22,3866.4,-0.98,0.41,-6.13,0.98,40.55,33.23,False,False,False,-1.98,-2.28,0.16573364,0.16439498,0.81,-1.8,True,Mean reversion bounce,1.74
GRASIM,Grasim,GRASIM.NS,True,2026-09-22,3128.2,-1.19,-1.35,-4.91,0.76,36.22,37.8,False,False,True,-4.16,-3.12,0.13409062,0.13403398,0.04,-1.69,True,Neutral / watch,1.66
