symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-06,11607.0,-1.64,2.37,14.2,0.26,66.43,72.08,True,True,True,6.25,11.43,0.47128805,0.4351894,8.29,10.74,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-06,1144.3,1.95,11.4,10.91,1.62,70.5,50.36,True,True,True,8.84,13.33,0.04646291,0.04203644,10.53,7.92,True,Strengthening with volume,5.7
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-06,3421.3,-0.99,4.19,10.89,0.34,65.88,60.5,True,True,True,5.52,9.36,0.13891771,0.13042066,6.52,7.89,True,Strengthening,5.7
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-06,7929.5,-0.71,1.26,8.85,0.35,63.77,66.06,True,True,True,4.05,6.95,0.32196766,0.30911214,4.16,5.91,True,Strengthening,5.68
ULTRACEMCO,UltraTech Cement,ULTRACEMCO.NS,True,2026-08-06,12098.0,-0.75,2.89,8.74,0.4,66.07,60.27,True,True,True,3.5,6.83,0.49122451,0.47261854,3.94,5.44,True,Strengthening,5.59
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-06,1315.3,-1.11,3.5,7.3,0.65,64.97,57.29,True,True,True,4.22,4.51,0.05340615,0.0525827,1.57,4.4,True,Strengthening,5.38
ICICIBANK,ICICI Bank,ICICIBANK.NS,True,2026-08-06,1454.4,0.3,2.28,6.23,0.62,65.11,59.0,True,True,True,1.92,6.56,0.05905414,0.05681987,3.93,3.36,True,Strengthening,5.17
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-08-06,1340.0,-0.74,-0.94,17.67,0.5,67.21,76.62,True,True,False,5.68,13.35,0.05440906,0.0493554,10.24,14.49,True,Strengthening,4.9
TCS,TCS,TCS.NS,True,2026-08-06,2391.3,-0.9,-1.67,17.32,0.29,59.84,71.54,True,True,False,4.13,8.75,0.09709582,0.09189478,5.66,14.15,True,Strengthening,4.9
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-06,1646.7,-0.2,-1.34,15.45,0.42,70.28,76.38,True,True,True,4.15,10.93,0.06686224,0.06193324,7.96,12.33,True,Strengthening,4.9
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-06,1150.7,-0.7,9.23,14.63,0.4,72.38,60.17,True,True,True,7.7,15.54,0.04672277,0.04146772,12.67,11.54,True,Strengthening,4.9
JIOFIN,Jio Financial Services,JIOFIN.NS,True,2026-08-06,264.8,1.09,7.23,13.47,0.5,68.84,58.85,True,True,True,8.15,10.11,0.01075188,0.01003361,7.16,10.4,True,Strengthening,4.9
INFY,Infosys,INFY.NS,True,2026-08-06,1167.4,-0.56,1.06,11.1,0.33,61.24,63.52,True,True,False,5.48,5.89,0.04740085,0.04609273,2.84,8.09,True,Strengthening,4.9
