symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-04,310.1,2.53,4.82,9.42,0.33,66.33,64.24,True,True,True,5.81,14.26,0.01267815,0.01132023,12.0,9.29,True,Strengthening,5.7
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-04,3416.7,0.54,5.5,6.73,0.77,67.92,58.91,True,True,True,6.92,9.97,0.13968862,0.12980051,7.62,6.61,True,Strengthening,5.7
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-04,7892.0,0.75,2.64,6.73,0.71,67.98,62.92,True,True,True,4.88,7.02,0.32265713,0.30773027,4.85,6.61,True,Strengthening,5.7
ULTRACEMCO,UltraTech Cement,ULTRACEMCO.NS,True,2026-08-04,11946.0,0.36,2.6,4.54,0.24,65.26,57.12,True,True,True,3.08,5.81,0.48840118,0.47202604,3.47,4.41,True,Strengthening,5.38
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-04,1288.0,1.42,3.49,4.2,0.68,61.97,49.72,True,True,True,3.11,2.44,0.05265869,0.05260841,0.1,4.07,True,Strengthening,5.31
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-08-04,1952.8,-0.97,2.49,2.68,0.52,61.61,55.61,True,True,True,2.11,4.96,0.07983843,0.07780433,2.61,2.56,True,Strengthening,5.01
SUNPHARMA,Sun Pharma,SUNPHARMA.NS,True,2026-08-04,1957.3,-1.67,-0.83,2.59,0.33,56.25,66.32,True,True,True,0.35,4.33,0.08002241,0.07839592,2.07,2.47,True,Strengthening,4.99
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-04,1646.9,-0.27,4.57,17.09,0.53,70.73,67.14,True,True,True,6.33,11.98,0.06733199,0.06145417,9.56,16.95,True,Strengthening,4.9
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-04,1145.5,0.38,9.27,11.31,0.74,74.59,59.15,True,True,True,9.31,16.64,0.04683271,0.04098477,14.27,11.18,True,Strengthening,4.9
INFY,Infosys,INFY.NS,True,2026-08-04,1159.5,2.6,7.44,11.26,0.42,62.1,50.87,True,True,False,6.39,5.39,0.04740509,0.04611522,2.8,11.12,True,Strengthening,4.9
JIOFIN,Jio Financial Services,JIOFIN.NS,True,2026-08-04,265.05,3.35,12.23,10.44,0.83,71.04,48.1,True,True,True,10.12,10.8,0.01083632,0.00999822,8.38,10.31,True,Strengthening,4.9
WIPRO,Wipro,WIPRO.NS,True,2026-08-04,188.02,2.38,5.32,9.09,0.47,66.28,55.48,True,True,False,6.55,4.08,0.00768702,0.00758373,1.36,8.96,True,Strengthening,4.9
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-04,1081.0,3.28,4.12,1.76,0.43,61.6,53.57,True,True,True,4.06,8.14,0.04419569,0.04169283,6.0,1.64,True,Strengthening,4.83
ICICIBANK,ICICI Bank,ICICIBANK.NS,True,2026-08-04,1432.4,0.63,-0.08,1.23,0.57,62.03,64.63,True,True,True,1.25,5.87,0.05856235,0.0564558,3.73,1.11,True,Strengthening,4.72
INDUSINDBK,IndusInd Bank,INDUSINDBK.NS,True,2026-08-04,1020.0,0.75,1.33,1.01,0.21,56.71,54.04,True,True,True,0.34,6.2,0.04170176,0.04012386,3.93,0.89,True,Strengthening,4.68
NESTLEIND,Nestle India,NESTLEIND.NS,True,2026-08-04,1473.2,-2.41,1.87,0.45,1.13,54.26,53.32,True,True,True,0.98,3.35,0.06023042,0.05959852,1.06,0.33,True,Strengthening,4.57
SBILIFE,SBI Life,SBILIFE.NS,True,2026-08-04,1864.0,-0.96,-0.15,4.27,1.15,55.33,59.16,True,True,False,0.85,2.99,0.07620792,0.0758,0.54,4.14,True,Strengthening,4.53
ASIANPAINT,Asian Paints,ASIANPAINT.NS,True,2026-08-04,2753.8,0.24,1.61,-0.04,0.57,61.05,55.99,True,True,True,2.16,2.61,0.11258657,0.11217162,0.37,-0.16,True,Neutral / watch,4.47
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-04,11589.0,0.59,3.63,15.47,0.48,75.73,70.71,True,True,True,7.8,11.83,0.47380556,0.43349049,9.3,15.33,True,Strengthening,4.2
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-04,5580.0,3.6,9.12,14.51,1.18,79.47,64.01,True,True,True,11.37,13.66,0.22813315,0.2052129,11.17,14.38,True,Strengthening,4.2
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-04,2093.7,3.18,9.45,11.92,1.1,76.37,61.36,True,True,True,9.98,15.15,0.08559899,0.07598489,12.65,11.79,True,Strengthening,4.2
TITAN,Titan,TITAN.NS,True,2026-08-04,4874.3,-0.02,2.83,9.05,0.83,78.75,72.44,True,True,True,3.96,10.3,0.19928125,0.18450423,8.01,8.92,True,Strengthening,4.2
CIPLA,Cipla,CIPLA.NS,True,2026-08-04,1452.0,-1.44,3.02,-1.38,0.47,54.98,46.38,True,True,True,1.09,2.43,0.05936368,0.05921469,0.25,-1.5,True,Neutral / watch,4.2
TCS,TCS,TCS.NS,True,2026-08-04,2456.5,3.84,7.01,20.04,0.4,68.46,63.89,True,True,False,9.63,12.2,0.10043173,0.09172697,9.49,19.9,True,Strengthening,4.1
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-04,1007.3,3.37,6.56,3.28,1.13,62.6,40.19,True,True,True,4.92,0.55,0.04118253,0.04200196,-1.95,3.16,False,Neutral / watch,3.93
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-08-04,8860.5,-1.08,0.19,-0.32,0.73,54.14,56.94,False,True,True,-0.18,2.73,0.36225336,0.36046653,0.5,-0.43,True,Neutral / watch,3.71
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-08-04,1352.2,0.39,4.34,20.44,0.48,75.48,71.33,True,True,False,9.47,15.61,0.05528345,0.04894554,12.95,20.29,True,Strengthening,3.4
SBIN,State Bank of India,SBIN.NS,True,2026-08-04,1035.5,0.79,1.46,-0.21,0.66,54.04,47.55,True,True,True,0.71,1.83,0.04233546,0.04243218,-0.23,-0.33,False,Weakening,3.23
MARUTI,Maruti Suzuki,MARUTI.NS,True,2026-08-04,14105.0,-0.91,2.73,-2.43,1.07,57.98,51.56,True,True,False,2.24,3.65,0.5766699,0.56801357,1.52,-2.54,True,Neutral / watch,3.19
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-08-04,393.15,0.73,2.21,3.29,0.41,56.49,49.02,True,True,False,2.64,1.1,0.01607357,0.01624214,-1.04,3.16,False,Neutral / watch,3.13
LT,Larsen & Toubro,LT.NS,True,2026-08-04,4003.6,1.64,5.19,-0.93,0.65,59.19,36.81,True,True,True,3.46,0.31,0.16368349,0.16662809,-1.77,-1.04,False,Weakening,3.09
TRENT,Trent,TRENT.NS,True,2026-08-04,3082.8,2.56,4.92,-7.81,0.88,61.33,47.99,True,True,False,5.51,3.76,0.12603743,0.12390478,1.72,-7.91,True,Neutral / watch,2.5
ITC,ITC,ITC.NS,True,2026-08-04,286.45,1.94,0.21,-0.62,0.66,53.83,53.56,True,True,False,1.51,0.43,0.01171124,0.01193211,-1.85,-0.74,False,Weakening,2.35
TATASTEEL,Tata Steel,TATASTEEL.NS,True,2026-08-04,190.06,0.2,3.15,-0.42,0.76,53.23,38.63,True,False,True,1.72,-1.67,0.00777043,0.00809507,-4.01,-0.54,False,Weakening,2.19
GRASIM,Grasim,GRASIM.NS,True,2026-08-04,3129.2,0.92,0.54,-2.61,1.05,51.14,48.21,False,False,True,-0.07,-0.02,0.12793445,0.130887,-2.26,-2.72,False,Weakening,1.06
RELIANCE,Reliance Industries,RELIANCE.NS,True,2026-08-04,1293.3,-1.11,1.04,-2.12,0.52,48.84,43.08,True,False,False,0.01,-0.68,0.05287538,0.0544831,-2.95,-2.24,False,Weakening,1.05
ADANIENT,Adani Enterprises,ADANIENT.NS,True,2026-08-04,3039.9,1.01,0.11,-5.2,0.45,48.05,46.41,False,False,True,-1.84,-0.07,0.1242835,0.12679454,-1.98,-5.31,False,Weakening,0.54
ONGC,ONGC,ONGC.NS,True,2026-08-04,241.36,-0.48,1.17,-1.04,0.64,42.23,35.86,False,False,False,-1.73,-3.17,0.00986778,0.01048338,-5.87,-1.16,False,Weakening,-0.23
POWERGRID,Power Grid,POWERGRID.NS,True,2026-08-04,282.35,-0.67,-2.25,-1.07,0.67,43.3,53.29,False,False,False,-0.89,-1.55,0.01154362,0.011997,-3.78,-1.19,False,Weakening,-0.24
AXISBANK,Axis Bank,AXISBANK.NS,True,2026-08-04,1247.1,1.43,1.6,-6.83,0.53,40.81,31.02,False,False,False,-1.99,-4.43,0.05098653,0.05449186,-6.43,-6.94,False,Mean reversion bounce,-0.3
HDFCBANK,HDFC Bank,HDFCBANK.NS,True,2026-08-04,739.4,-1.17,-0.02,-10.9,0.72,36.55,32.87,False,False,False,-5.2,-4.22,0.03022969,0.03225664,-6.28,-11.01,False,Mean reversion bounce,-0.3
HDFCLIFE,HDFC Life,HDFCLIFE.NS,True,2026-08-04,532.45,-2.93,-3.69,-5.63,1.77,33.55,41.14,False,False,False,-4.54,-6.68,0.02176873,0.02389026,-8.88,-5.74,False,Weakening,-0.35
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-08-04,1696.5,0.0,-4.17,-9.01,0.41,34.75,41.01,False,False,True,-5.11,-5.96,0.06935984,0.07540053,-8.01,-9.11,False,Weakening,-0.4
COALINDIA,Coal India,COALINDIA.NS,True,2026-08-04,415.75,0.39,-1.45,-2.55,0.45,40.79,37.65,False,False,False,-0.99,-4.61,0.01699755,0.01824609,-6.84,-2.67,False,Weakening,-0.53
TATACONSUM,Tata Consumer,TATACONSUM.NS,True,2026-08-04,1084.7,0.15,-2.05,-2.97,1.14,44.94,50.82,False,False,False,-0.96,-2.65,0.04434696,0.04662276,-4.88,-3.09,False,Weakening,-0.62
NTPC,NTPC,NTPC.NS,True,2026-08-04,344.0,-0.94,-1.94,-3.44,0.47,41.61,47.52,False,False,False,-0.81,-3.62,0.01406412,0.01495172,-5.94,-3.55,False,Weakening,-0.71
HINDUNILVR,Hindustan Unilever,HINDUNILVR.NS,True,2026-08-04,2073.5,-1.32,-4.65,-5.84,0.5,42.29,54.74,False,False,False,-2.6,-3.09,0.08477313,0.08945819,-5.24,-5.95,False,Weakening,-1.19
BEL,Bharat Electronics,BEL.NS,True,2026-08-04,390.15,0.59,-4.18,-8.32,0.69,36.14,45.22,False,False,False,-3.41,-4.84,0.01595092,0.01715368,-7.01,-8.43,False,Weakening,-1.2
DRREDDY,Dr Reddy's Labs,DRREDDY.NS,True,2026-08-04,1160.1,1.05,0.81,-14.65,0.54,33.28,25.25,False,False,False,-3.92,-8.02,0.04742962,0.05271617,-10.03,-14.75,False,Weakening,-1.2
TATAMOTORS,Tata Motors,TATAMOTORS.NS,False,,,,,,,,,,,,,,,,,,,,
