symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-09-24,1785.3,-1.22,2.7,4.16,0.62,56.52,53.41,True,True,True,2.94,3.43,0.07740937,0.07201299,7.49,10.63,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-09-24,335.5,-2.09,4.08,2.13,0.48,61.74,54.53,True,True,True,2.78,5.93,0.01454705,0.01313866,10.72,6.95,True,Strengthening,5.7
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-09-24,8888.5,-1.99,1.37,1.01,1.35,52.23,48.76,True,True,True,0.71,0.58,0.38539919,0.36806615,4.71,5.51,True,Strengthening,5.6
CIPLA,Cipla,CIPLA.NS,True,2026-09-24,1399.0,1.16,1.65,-1.48,1.65,51.26,42.51,True,False,True,0.91,-1.45,0.06065967,0.0591935,2.48,3.81,True,Neutral / watch,5.06
COALINDIA,Coal India,COALINDIA.NS,True,2026-09-24,422.0,-0.6,0.96,5.5,0.32,53.15,50.57,True,True,False,0.82,1.49,0.01829763,0.01731692,5.66,10.21,True,Strengthening,4.9
ONGC,ONGC,ONGC.NS,True,2026-09-24,239.0,0.89,2.83,3.02,0.75,55.99,42.88,True,True,False,1.7,0.24,0.01036287,0.00994414,4.21,7.77,True,Strengthening,4.9
DRREDDY,Dr Reddy's Labs,DRREDDY.NS,True,2026-09-24,1200.4,-0.89,2.16,1.99,1.16,57.87,52.43,True,True,False,2.84,2.27,0.05204851,0.04897331,6.28,6.12,True,Strengthening,4.9
TATASTEEL,Tata Steel,TATASTEEL.NS,True,2026-09-24,188.02,-1.47,0.39,0.65,0.54,53.49,53.23,True,True,False,1.37,1.0,0.00815242,0.00775172,5.17,6.12,True,Strengthening,4.9
SBILIFE,SBI Life,SBILIFE.NS,True,2026-09-24,1755.0,-0.28,-0.67,-1.03,3.57,51.58,53.73,True,False,False,1.71,-1.89,0.07609558,0.07471947,1.84,5.51,True,Neutral / watch,4.6
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-09-24,405.0,-2.0,-2.76,-4.53,1.14,43.39,55.55,False,True,True,-2.96,0.5,0.01756052,0.01671779,5.04,6.41,True,Strengthening,4.2
