symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-24,1327.0,2.57,3.85,6.62,2.18,63.96,52.02,True,True,True,3.09,5.31,0.05479158,0.05213274,5.1,5.64,True,Strengthening with volume,6.43
GRASIM,Grasim,GRASIM.NS,True,2026-08-24,3288.0,-0.6,1.15,5.97,1.63,57.12,55.06,True,True,True,1.59,3.61,0.13576089,0.13119212,3.48,4.99,True,Strengthening with volume,6.3
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-08-24,401.45,-0.34,2.23,4.37,1.53,60.44,52.95,True,True,True,2.04,2.53,0.01657579,0.0161824,2.43,3.41,True,Strengthening with volume,5.98
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-24,1058.5,2.37,0.82,11.98,0.82,60.84,59.98,True,True,True,3.29,7.12,0.04370526,0.04088632,6.89,10.95,True,Strengthening,5.7
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-24,5685.0,-0.87,-1.04,11.17,0.39,61.8,67.85,True,True,True,0.97,9.77,0.23473257,0.21408819,9.64,10.15,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-24,1119.0,-0.97,-0.27,7.78,0.7,57.51,60.44,True,True,True,1.41,5.7,0.0462033,0.043722,5.68,6.79,True,Strengthening,5.7
LT,Larsen & Toubro,LT.NS,True,2026-08-24,4090.0,-0.07,0.08,7.46,0.86,59.89,61.37,True,True,True,1.55,1.93,0.16887532,0.16581841,1.84,6.47,True,Strengthening,5.7
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-24,11800.0,0.85,1.17,5.51,0.87,65.51,65.01,True,True,True,1.35,9.41,0.48721976,0.44572661,9.31,4.54,True,Strengthening,5.41
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-24,3414.1,0.06,0.7,5.42,0.5,57.31,56.17,True,True,True,0.24,5.48,0.14096754,0.13370646,5.43,4.45,True,Strengthening,5.39
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-24,8047.0,0.46,-0.04,4.66,0.43,62.56,65.25,True,True,True,0.95,5.41,0.3322591,0.31552075,5.3,3.69,True,Strengthening,5.24
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-24,327.15,-0.26,2.88,10.58,0.79,68.41,64.48,True,True,True,3.63,12.0,0.01350796,0.01206576,11.95,9.56,True,Strengthening,4.9
TITAN,Titan,TITAN.NS,True,2026-08-24,5079.0,-0.14,0.21,7.15,0.27,68.09,69.18,True,True,True,1.51,8.09,0.20971094,0.19416136,8.01,6.16,True,Strengthening,4.9
INDUSINDBK,IndusInd Bank,INDUSINDBK.NS,True,2026-08-24,1018.4,1.27,0.77,1.17,0.84,53.57,50.78,True,True,True,0.27,2.59,0.04204954,0.04103648,2.47,0.24,True,Strengthening,4.55
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-24,2001.7,-1.52,-0.16,4.64,0.34,54.22,56.86,False,True,True,-0.8,4.87,0.08264981,0.07886008,4.81,3.67,True,Strengthening,4.53
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-24,1077.0,-1.64,-1.13,2.74,0.53,49.88,54.31,False,True,True,-2.0,3.09,0.04446913,0.04313783,3.09,1.79,True,Strengthening,4.16
