symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
HDFCLIFE,HDFC Life,HDFCLIFE.NS,True,2026-09-17,557.0,5.05,5.86,2.77,2.49,58.2,41.71,True,True,False,3.43,2.1,0.02393578,0.02268403,5.52,7.42,True,Strengthening with volume,5.7
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-09-17,1738.3,0.84,-1.68,2.49,0.33,53.41,59.28,True,True,True,1.75,0.57,0.07469941,0.07181893,4.01,7.25,True,Strengthening,5.7
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-09-17,416.5,0.36,-0.01,4.82,0.85,55.55,57.77,False,True,True,-0.06,4.19,0.01789812,0.01652193,8.33,11.53,True,Strengthening,5.0
ETERNAL,Eternal,ETERNAL.NS,True,2026-09-17,322.35,1.69,0.08,-1.71,0.79,54.53,55.56,False,True,True,-0.62,3.35,0.01385224,0.01289236,7.45,5.92,True,Strengthening,4.98
COALINDIA,Coal India,COALINDIA.NS,True,2026-09-17,418.0,-1.01,-3.24,3.85,0.3,50.57,68.28,True,True,False,0.82,0.31,0.01796258,0.01730277,3.81,6.63,True,Strengthening,4.9
TATASTEEL,Tata Steel,TATASTEEL.NS,True,2026-09-17,187.29,2.34,0.27,2.07,0.93,53.23,50.7,True,True,False,1.02,0.55,0.00804835,0.00773525,4.05,4.8,True,Strengthening,4.66
DRREDDY,Dr Reddy's Labs,DRREDDY.NS,True,2026-09-17,1175.0,3.07,2.8,-0.42,1.78,52.43,37.67,True,False,False,1.04,-0.19,0.0504929,0.04909566,2.85,3.47,True,Neutral / watch,4.19
SBILIFE,SBI Life,SBILIFE.NS,True,2026-09-17,1766.9,4.06,3.9,-0.85,1.93,53.73,36.82,True,False,False,2.12,-1.77,0.07592842,0.07482894,1.47,3.15,True,Neutral / watch,4.13
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-09-17,11500.0,-0.8,-2.28,-2.48,0.57,44.51,51.86,False,True,True,-2.69,0.34,0.4941858,0.4732091,4.43,2.84,True,Strengthening,3.57
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-09-17,8768.5,0.83,-1.48,0.38,0.74,48.76,54.81,False,False,True,-0.2,-0.71,0.37680593,0.36644663,2.83,3.23,True,Neutral / watch,3.45
ITC,ITC,ITC.NS,True,2026-09-17,266.2,0.78,2.66,-2.01,1.01,48.65,35.0,True,False,False,0.71,-2.87,0.01143933,0.0114051,0.3,2.34,True,Neutral / watch,3.17
TECHM,Tech Mahindra,TECHM.NS,True,2026-09-17,1561.0,0.19,2.31,-1.95,1.41,46.73,37.71,False,False,True,-1.15,-1.69,0.06708035,0.06564407,2.19,1.78,True,Neutral / watch,3.16
