symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-08-05,1978.0,0.4,1.43,6.08,2.21,67.96,63.81,True,True,True,2.9,5.96,0.08032601,0.07790636,3.11,2.88,True,Strengthening with volume,5.88
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-05,2086.0,-0.9,8.4,12.46,1.62,73.27,62.48,True,True,True,8.29,13.99,0.08471186,0.07637886,10.91,9.07,True,Strengthening with volume,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-05,1122.4,3.23,7.44,10.65,1.2,67.66,55.0,True,True,True,7.33,11.58,0.04558034,0.04189903,8.79,7.31,True,Strengthening,5.7
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-05,7986.5,0.65,3.74,8.78,0.72,66.96,61.79,True,True,True,5.25,7.88,0.32432948,0.3087777,5.04,5.5,True,Strengthening,5.6
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-05,310.35,-0.66,-0.47,8.25,0.34,65.36,71.89,True,True,True,5.05,13.38,0.01260322,0.0114131,10.43,4.98,True,Strengthening,5.5
ICICIBANK,ICICI Bank,ICICIBANK.NS,True,2026-08-05,1450.1,-0.31,1.7,5.92,0.95,64.06,60.6,True,True,True,1.92,6.54,0.05888814,0.05669961,3.86,2.73,True,Strengthening,5.05
NESTLEIND,Nestle India,NESTLEIND.NS,True,2026-08-05,1520.0,0.0,1.11,5.3,1.08,64.12,64.57,True,True,True,3.52,6.25,0.06172676,0.0597336,3.34,2.12,True,Strengthening,4.92
TCS,TCS,TCS.NS,True,2026-08-05,2413.0,-1.91,-1.37,17.92,0.61,62.25,73.69,True,True,False,5.89,9.85,0.09799124,0.09184617,6.69,14.37,True,Strengthening,4.9
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-05,11800.0,1.72,4.07,16.1,0.74,72.29,72.08,True,True,True,8.06,13.3,0.47919462,0.43521302,10.11,12.59,True,Strengthening,4.9
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-05,1650.0,0.09,0.35,15.48,0.75,71.3,74.27,True,True,True,5.09,11.49,0.06700603,0.06178507,8.45,12.0,True,Strengthening,4.9
JIOFIN,Jio Financial Services,JIOFIN.NS,True,2026-08-05,261.95,-1.15,5.0,13.9,0.86,67.06,62.13,True,True,False,7.67,9.13,0.01063771,0.01001986,6.17,10.46,True,Strengthening,4.9
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-05,3455.4,0.65,7.25,11.37,0.78,69.85,56.17,True,True,True,7.12,10.69,0.1403228,0.13021406,7.76,8.02,True,Strengthening,4.9
INFY,Infosys,INFY.NS,True,2026-08-05,1174.0,0.56,1.59,9.79,0.68,62.8,63.64,True,True,False,6.64,6.55,0.0476758,0.04610062,3.42,6.48,True,Strengthening,4.9
WIPRO,Wipro,WIPRO.NS,True,2026-08-05,186.99,0.37,1.84,9.5,0.53,62.86,63.46,True,True,False,5.01,3.82,0.00759361,0.00754601,0.63,6.2,True,Strengthening,4.9
ULTRACEMCO,UltraTech Cement,ULTRACEMCO.NS,True,2026-08-05,12190.0,1.16,4.04,6.78,0.73,70.43,59.14,True,True,True,4.72,7.77,0.49503241,0.47235762,4.8,5.8,True,Strengthening,4.86
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-05,1330.0,2.31,4.18,9.06,1.24,70.86,59.47,True,True,True,5.76,5.7,0.05401092,0.05259029,2.7,5.77,True,Strengthening,4.85
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-08-05,400.0,0.5,2.51,8.27,0.81,61.9,53.87,True,True,False,3.73,2.72,0.01624389,0.01624009,0.02,5.0,True,Strengthening,4.7
SBIN,State Bank of India,SBIN.NS,True,2026-08-05,1055.0,1.18,4.07,3.75,0.9,60.39,45.25,True,True,True,2.35,3.4,0.04284325,0.04252587,0.75,0.62,True,Strengthening,4.62
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-05,1040.0,1.96,8.06,7.59,1.05,69.75,48.64,True,True,True,7.67,4.22,0.0422341,0.04181413,1.0,4.35,True,Strengthening,4.57
TITAN,Titan,TITAN.NS,True,2026-08-05,4912.4,-0.46,1.28,7.46,0.7,71.48,77.77,True,True,True,3.87,10.29,0.19949115,0.18567571,7.44,4.22,True,Strengthening,4.54
TRENT,Trent,TRENT.NS,True,2026-08-05,3129.0,0.69,4.12,7.01,0.86,64.99,54.59,True,True,False,6.45,4.92,0.12706779,0.12411883,2.38,3.78,True,Strengthening,4.46
GRASIM,Grasim,GRASIM.NS,True,2026-08-05,3224.0,2.74,3.57,2.85,1.31,57.69,48.29,True,True,True,2.69,2.9,0.13092572,0.13082822,0.07,-0.26,True,Neutral / watch,4.45
INDUSINDBK,IndusInd Bank,INDUSINDBK.NS,True,2026-08-05,1019.0,-0.68,2.73,-0.32,0.63,55.47,50.45,True,True,True,0.15,5.85,0.0413813,0.04018508,2.98,-1.23,True,Neutral / watch,4.25
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-08-05,8910.0,-1.55,-0.28,1.79,1.08,54.45,61.94,True,True,True,0.19,2.97,0.36183255,0.36088635,0.26,-1.28,True,Neutral / watch,4.24
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-05,5690.0,2.56,10.5,18.0,1.25,82.01,65.41,True,True,True,12.03,15.33,0.23106927,0.20597702,12.18,14.45,True,Strengthening,4.2
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-05,1158.8,0.85,9.9,14.69,0.5,75.2,60.48,True,True,True,9.21,16.89,0.04705854,0.04130647,13.93,11.23,True,Strengthening,4.2
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-08-05,1350.0,-1.45,0.42,19.05,0.78,69.93,75.9,True,True,False,7.32,14.56,0.05482311,0.04922914,11.36,15.46,True,Strengthening,4.1
