symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-12,3410.0,-1.45,-1.31,10.61,0.52,59.02,69.85,True,True,True,2.93,7.64,0.14039219,0.13156956,6.71,9.65,True,Strengthening,5.7
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-12,8015.5,0.19,0.36,9.39,0.44,66.07,66.96,True,True,True,3.15,7.01,0.330004,0.31109113,6.08,8.44,True,Strengthening,5.7
GRASIM,Grasim,GRASIM.NS,True,2026-08-12,3360.4,1.15,4.56,9.23,1.25,64.25,57.69,True,True,True,5.85,6.87,0.13835012,0.13076338,5.8,8.28,True,Strengthening,5.7
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-12,2012.0,-0.98,-3.55,8.78,0.27,58.6,73.27,True,True,True,2.53,8.36,0.08283551,0.0771539,7.36,7.84,True,Strengthening,5.7
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-12,1627.5,-0.94,-1.36,8.59,0.92,62.66,71.3,True,True,True,1.05,8.74,0.06700537,0.0622628,7.62,7.65,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-12,1118.8,-0.98,-0.32,8.22,0.53,61.16,67.66,True,True,True,4.63,9.02,0.04606182,0.04255644,8.24,7.28,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-12,313.7,-1.35,1.08,6.41,0.48,62.18,65.36,True,True,True,3.98,11.99,0.01291526,0.01163443,11.01,5.49,True,Strengthening,5.6
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-12,1086.5,-0.62,-6.24,6.38,0.48,53.91,75.2,True,True,True,0.36,7.33,0.044732,0.04198168,6.55,5.46,True,Strengthening,5.59
NESTLEIND,Nestle India,NESTLEIND.NS,True,2026-08-12,1500.6,0.5,-1.28,5.35,0.61,54.74,64.12,True,True,True,0.8,4.02,0.0617808,0.05998341,3.0,4.44,True,Strengthening,5.39
SBIN,State Bank of India,SBIN.NS,True,2026-08-12,1078.9,1.21,2.27,4.74,1.14,61.23,60.39,True,True,True,3.38,4.54,0.0444191,0.04286114,3.63,3.83,True,Strengthening,5.27
TCS,TCS,TCS.NS,True,2026-08-12,2333.6,-4.58,-3.29,6.6,1.54,51.21,62.25,False,True,False,-0.62,5.7,0.09607602,0.09193402,4.51,5.67,True,Strengthening with volume,4.93
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-08-12,1354.9,-0.77,0.36,17.19,0.32,66.68,69.93,True,True,False,3.75,13.32,0.05578223,0.04977051,12.08,16.17,True,Strengthening,4.9
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-12,11745.0,0.24,-0.47,13.78,0.44,68.55,72.29,True,True,True,4.11,11.41,0.48355024,0.43871776,10.22,12.79,True,Strengthening,4.9
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-12,1078.9,2.84,3.74,12.88,1.36,71.63,69.75,True,True,True,9.18,9.0,0.0444191,0.04134418,7.44,11.9,True,Strengthening,4.9
TITAN,Titan,TITAN.NS,True,2026-08-12,5048.0,-1.56,2.76,10.23,0.72,68.16,71.48,True,True,True,4.19,10.91,0.20782985,0.18902796,9.95,9.28,True,Strengthening,4.9
INFY,Infosys,INFY.NS,True,2026-08-12,1165.7,-2.1,-0.71,8.31,0.45,58.05,62.8,True,True,False,3.59,5.82,0.04799272,0.04596137,4.42,7.37,True,Strengthening,4.9
JIOFIN,Jio Financial Services,JIOFIN.NS,True,2026-08-12,252.0,-0.3,-3.57,6.76,0.48,54.99,67.06,True,True,False,1.92,4.44,0.01037502,0.01003037,3.44,5.84,True,Strengthening,4.87
ASIANPAINT,Asian Paints,ASIANPAINT.NS,True,2026-08-12,2735.2,-0.01,-0.9,2.44,0.37,52.89,57.98,True,True,True,0.37,1.28,0.11261018,0.11233396,0.25,1.55,True,Strengthening,4.81
WIPRO,Wipro,WIPRO.NS,True,2026-08-12,182.76,-1.0,-2.26,5.84,0.5,52.62,62.86,True,True,False,0.99,2.48,0.00752436,0.00744406,1.08,4.92,True,Strengthening,4.68
CIPLA,Cipla,CIPLA.NS,True,2026-08-12,1461.4,-0.11,0.18,1.63,0.31,55.15,56.46,True,True,True,1.01,2.27,0.06016691,0.05936715,1.35,0.75,True,Strengthening,4.65
LT,Larsen & Toubro,LT.NS,True,2026-08-12,3997.4,-0.99,-1.47,5.64,0.93,53.07,62.13,True,True,True,1.95,0.09,0.16457588,0.16591921,-0.81,4.73,False,Neutral / watch,4.25
MARUTI,Maruti Suzuki,MARUTI.NS,True,2026-08-12,13927.0,-0.45,-0.87,3.56,0.58,54.29,60.09,True,True,False,1.13,2.32,0.57338478,0.56549659,1.39,2.66,True,Strengthening,4.23
