symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-12,5900.0,0.59,3.69,22.78,0.98,79.03,82.01,True,True,True,11.02,17.33,0.24290732,0.20901268,16.22,21.71,True,Strengthening,4.2
ICICIBANK,ICICI Bank,ICICIBANK.NS,True,2026-08-12,1423.1,-0.45,-1.86,1.33,0.51,52.21,64.06,False,True,True,-0.69,3.08,0.05859007,0.05728229,2.28,0.46,True,Strengthening,3.89
ULTRACEMCO,UltraTech Cement,ULTRACEMCO.NS,True,2026-08-12,11694.0,-0.73,-4.07,1.02,0.8,48.7,70.82,False,True,True,-1.04,2.55,0.48145053,0.47386305,1.6,0.15,True,Strengthening,3.83
INDUSINDBK,IndusInd Bank,INDUSINDBK.NS,True,2026-08-12,1011.8,0.29,-0.71,0.21,0.27,52.16,55.51,False,True,True,-0.82,3.78,0.04165655,0.04051842,2.81,-0.66,True,Neutral / watch,3.67
SUNPHARMA,Sun Pharma,SUNPHARMA.NS,True,2026-08-12,1930.6,-0.59,-0.48,-1.07,0.38,47.62,51.07,False,True,True,-1.38,1.87,0.07948421,0.07874715,0.94,-1.93,True,Neutral / watch,3.41
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-12,1271.1,-0.96,-4.43,3.6,0.28,49.93,70.86,False,True,True,-0.04,1.04,0.05233212,0.05240551,-0.14,2.7,False,Neutral / watch,3.14
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-08-12,391.25,-0.42,-2.19,3.57,0.65,51.42,61.9,True,True,False,0.56,0.19,0.01610805,0.01622204,-0.7,2.68,False,Neutral / watch,3.04
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-08-12,1905.5,-0.51,-3.67,0.58,1.13,46.46,67.96,False,True,False,-1.34,1.37,0.07845083,0.07815296,0.38,-0.29,True,Neutral / watch,2.94
RELIANCE,Reliance Industries,RELIANCE.NS,True,2026-08-12,1313.5,-0.79,2.62,1.39,0.47,52.34,44.95,True,True,False,0.93,0.97,0.05407776,0.05410616,-0.05,0.51,False,Neutral / watch,2.6
TRENT,Trent,TRENT.NS,True,2026-08-12,2983.5,-0.55,-4.65,4.04,0.46,48.23,64.99,True,False,False,0.36,-0.67,0.12283288,0.12458149,-1.4,3.14,False,Neutral / watch,2.13
BEL,Bharat Electronics,BEL.NS,True,2026-08-12,401.6,-1.05,2.97,-2.28,0.6,49.17,36.82,True,False,False,0.48,-1.59,0.01653417,0.01697913,-2.62,-3.12,False,Weakening,0.88
DRREDDY,Dr Reddy's Labs,DRREDDY.NS,True,2026-08-12,1196.6,-0.7,1.75,-2.68,0.76,48.65,39.69,True,False,False,1.76,-3.95,0.0492649,0.05177406,-4.85,-3.52,False,Weakening,0.8
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-08-12,8523.0,-2.6,-4.34,-4.6,2.34,36.86,54.45,False,False,True,-4.05,-2.22,0.35089815,0.3622758,-3.14,-5.43,False,Weakening,0.51
SBILIFE,SBI Life,SBILIFE.NS,True,2026-08-12,1823.9,-0.75,-2.98,-2.28,0.8,44.03,56.32,False,True,False,-1.84,0.53,0.0750913,0.07549184,-0.53,-3.12,False,Weakening,0.38
ITC,ITC,ITC.NS,True,2026-08-12,277.95,-0.38,-3.14,0.47,0.51,38.99,53.74,False,False,False,-1.9,-2.44,0.01144341,0.01184144,-3.36,-0.4,False,Weakening,-0.08
TATASTEEL,Tata Steel,TATASTEEL.NS,True,2026-08-12,184.36,-2.07,-4.47,-0.49,1.35,41.74,58.77,False,False,False,-1.51,-3.36,0.00759024,0.00795451,-4.58,-1.35,False,Weakening,-0.27
ADANIENT,Adani Enterprises,ADANIENT.NS,True,2026-08-12,2951.8,-1.46,-3.22,-6.31,0.8,38.65,49.0,False,False,True,-3.47,-3.28,0.12152777,0.12684635,-4.19,-7.12,False,Weakening,-0.4
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-08-12,1647.0,-1.27,-3.12,-9.96,0.47,28.53,36.13,False,False,True,-5.45,-7.87,0.06780819,0.07438851,-8.85,-10.74,False,Weakening,-0.4
NTPC,NTPC,NTPC.NS,True,2026-08-12,339.4,0.28,-3.0,-1.44,0.93,40.12,49.7,False,False,False,-1.72,-3.4,0.01397335,0.01463228,-4.5,-2.29,False,Weakening,-0.46
HINDUNILVR,Hindustan Unilever,HINDUNILVR.NS,True,2026-08-12,2055.3,-0.46,-1.44,-2.25,0.4,40.76,44.09,False,False,False,-2.62,-3.71,0.08461821,0.08871869,-4.62,-3.1,False,Weakening,-0.62
TATACONSUM,Tata Consumer,TATACONSUM.NS,True,2026-08-12,1057.1,-1.94,-3.58,-2.62,0.86,40.21,48.76,False,False,False,-3.1,-4.11,0.04352158,0.0458812,-5.14,-3.46,False,Weakening,-0.69
COALINDIA,Coal India,COALINDIA.NS,True,2026-08-12,408.95,-0.88,-1.58,-3.07,0.39,35.35,41.15,False,False,False,-1.8,-4.78,0.01683677,0.01790655,-5.97,-3.91,False,Weakening,-0.78
ONGC,ONGC,ONGC.NS,True,2026-08-12,239.34,-0.05,-0.36,-3.17,0.71,40.76,40.32,False,False,False,-1.63,-2.25,0.0098538,0.01021987,-3.58,-4.01,False,Weakening,-0.8
POWERGRID,Power Grid,POWERGRID.NS,True,2026-08-12,268.5,0.21,-4.7,-4.35,0.46,30.79,42.96,False,False,False,-4.7,-5.6,0.01105434,0.01183606,-6.6,-5.18,False,Weakening,-1.04
HDFCLIFE,HDFC Life,HDFCLIFE.NS,True,2026-08-12,532.0,-0.75,-2.39,-6.46,0.47,35.63,41.94,False,False,False,-3.3,-5.54,0.02190283,0.02342336,-6.49,-7.27,False,Weakening,-1.2
AXISBANK,Axis Bank,AXISBANK.NS,True,2026-08-12,1218.1,-0.95,-2.86,-7.18,0.7,36.48,43.87,False,False,False,-2.4,-6.31,0.05015007,0.05399638,-7.12,-7.98,False,Weakening,-1.2
HDFCBANK,HDFC Bank,HDFCBANK.NS,True,2026-08-12,723.05,-0.82,-1.63,-11.33,0.67,31.64,35.82,False,False,False,-3.68,-6.19,0.0297685,0.03201749,-7.02,-12.1,False,Weakening,-1.2
TATAMOTORS,Tata Motors,TATAMOTORS.NS,False,,,,,,,,,,,,,,,,,,,,
