symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
GRASIM,Grasim,GRASIM.NS,True,2026-08-25,3289.6,-0.56,1.2,6.02,1.76,57.32,55.06,True,True,True,1.63,3.66,0.13640112,0.13109796,4.05,5.26,True,Strengthening with volume,6.35
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-25,1051.05,-0.7,0.91,12.24,0.71,58.43,57.62,True,True,True,1.99,6.21,0.04370526,0.04088632,6.89,10.95,True,Strengthening,5.7
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-25,1138.5,1.74,2.72,9.38,0.57,61.66,56.63,True,True,True,2.73,7.26,0.0462033,0.043722,5.68,6.79,True,Strengthening,5.7
LT,Larsen & Toubro,LT.NS,True,2026-08-25,4119.0,0.64,0.79,8.22,0.83,62.83,61.37,True,True,True,2.23,2.64,0.16876959,0.16586918,1.75,5.96,True,Strengthening,5.69
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-25,1320.3,-0.5,4.16,5.89,0.73,61.54,48.67,True,True,True,2.28,4.69,0.05479158,0.05213274,5.1,5.64,True,Strengthening,5.63
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-25,3443.0,0.85,0.63,5.25,0.47,60.05,58.54,True,True,True,0.84,6.15,0.14096754,0.13370646,5.43,4.45,True,Strengthening,5.39
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-25,8055.0,0.56,0.06,4.76,0.51,62.94,65.25,True,True,True,1.05,5.51,0.33028204,0.31500201,4.85,3.99,True,Strengthening,5.3
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-08-25,401.6,-0.3,2.27,4.41,1.07,60.63,52.95,True,True,True,2.08,2.57,0.01660894,0.01619174,2.58,2.6,True,Strengthening,5.02
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-25,5624.5,-1.93,-2.1,9.99,0.59,57.44,67.85,False,True,True,-0.05,8.63,0.23647534,0.21353415,10.74,12.16,True,Strengthening,5.0
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-25,331.0,1.18,4.78,7.35,1.13,70.72,62.05,True,True,True,4.48,12.72,0.01350796,0.01206576,11.95,9.56,True,Strengthening,4.9
TITAN,Titan,TITAN.NS,True,2026-08-25,5124.8,0.76,1.11,8.12,0.37,71.48,69.18,True,True,True,2.38,9.04,0.20971879,0.19349789,8.38,6.57,True,Strengthening,4.9
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-25,11927.0,1.08,2.76,4.86,0.65,68.52,62.52,True,True,True,2.19,10.18,0.48721976,0.44572661,9.31,4.54,True,Strengthening,4.61
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-25,2004.0,0.11,-0.36,3.95,0.32,54.63,57.76,False,True,True,-0.88,4.75,0.08264981,0.07886008,4.81,3.67,True,Strengthening,4.53
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-25,1087.4,0.97,-0.63,3.72,0.35,52.68,55.47,False,True,True,-1.23,3.82,0.04446913,0.04313783,3.09,1.79,True,Strengthening,4.16
RELIANCE,Reliance Industries,RELIANCE.NS,True,2026-08-25,1317.0,0.55,-0.38,3.89,0.69,52.58,54.31,True,True,False,0.39,0.81,0.05408139,0.05400038,0.15,1.39,True,Strengthening,3.98
NESTLEIND,Nestle India,NESTLEIND.NS,True,2026-08-25,1479.0,0.52,1.13,-0.86,0.77,49.94,44.45,False,True,True,-1.39,1.44,0.0607497,0.06015543,0.99,0.81,True,Strengthening,3.96
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-08-25,1947.0,0.62,0.66,2.38,0.59,52.88,50.49,False,True,True,-0.24,1.98,0.07989578,0.07880011,1.39,0.62,True,Strengthening,3.92
INFY,Infosys,INFY.NS,True,2026-08-25,1144.0,1.24,2.6,3.46,0.77,52.96,45.57,False,True,False,-0.94,3.97,0.04665749,0.04554532,2.44,3.74,True,Strengthening,3.75
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-25,1599.9,1.0,-0.63,1.58,0.48,53.06,55.6,False,True,True,-1.73,4.96,0.0653142,0.06283269,3.95,-0.46,True,Neutral / watch,3.71
ADANIENT,Adani Enterprises,ADANIENT.NS,True,2026-08-25,3110.0,3.72,3.58,3.59,1.9,60.91,45.91,True,True,True,3.0,1.56,0.12381163,0.12636373,-2.02,-2.16,False,Weakening,3.67
