symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
KOTAKBANK,Kotak Mahindra Bank,KOTAKBANK.NS,True,2026-09-15,409.8,-2.2,-2.25,5.71,1.09,49.31,61.75,False,True,True,-1.15,2.95,0.01790744,0.01643152,8.98,11.55,True,Strengthening,5.0
COALINDIA,Coal India,COALINDIA.NS,True,2026-09-15,419.25,-1.68,-0.24,3.04,0.56,52.32,59.13,True,True,False,1.59,0.52,0.0182237,0.01728535,5.43,9.07,True,Strengthening,4.9
ADANIPORTS,Adani Ports,ADANIPORTS.NS,True,2026-09-15,1713.8,-2.88,0.22,1.87,0.65,49.44,51.71,True,False,True,0.57,-1.0,0.07541638,0.07186961,4.94,8.09,True,Neutral / watch,4.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-09-15,315.25,-2.55,-1.97,-0.21,0.35,44.24,55.07,False,True,True,-2.94,1.46,0.01382591,0.01281148,7.92,5.77,True,Strengthening,4.15
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-09-15,11424.0,-2.18,-3.84,-1.58,1.06,41.25,55.5,False,True,True,-3.47,0.16,0.49910035,0.46984233,6.23,3.94,True,Strengthening,3.79
APOLLOHOSP,Apollo Hospitals,APOLLOHOSP.NS,True,2026-09-15,8714.0,-1.38,-1.4,-1.17,0.93,45.56,52.86,False,False,True,-0.83,-1.36,0.3776375,0.36593965,3.2,3.15,True,Neutral / watch,3.43
GRASIM,Grasim,GRASIM.NS,True,2026-09-15,3171.0,-3.38,-4.11,-3.28,1.21,37.8,54.57,False,False,True,-3.72,-1.76,0.14026353,0.13361652,4.97,5.2,True,Neutral / watch,3.04
ADANIENT,Adani Enterprises,ADANIENT.NS,True,2026-09-15,2928.6,-4.29,-0.83,-2.46,0.8,42.96,45.29,False,False,True,-2.59,-3.75,0.13077985,0.12625582,3.58,4.99,True,Neutral / watch,3.0
TATASTEEL,Tata Steel,TATASTEEL.NS,True,2026-09-15,183.65,0.36,-0.27,-1.0,1.04,45.27,45.02,False,False,False,-0.87,-1.46,0.00782115,0.00772848,1.2,3.85,True,Neutral / watch,2.77
TITAN,Titan,TITAN.NS,True,2026-09-15,4856.0,-3.06,-2.63,-3.81,1.02,35.6,48.7,False,False,True,-3.83,-1.16,0.21409858,0.20279914,5.57,3.17,True,Neutral / watch,2.63
HDFCBANK,HDFC Bank,HDFCBANK.NS,True,2026-09-15,716.55,1.17,1.93,-0.89,1.7,48.85,35.43,True,False,False,0.53,-3.36,0.03026955,0.03089248,-2.02,1.45,False,Neutral / watch,2.59
BEL,Bharat Electronics,BEL.NS,True,2026-09-15,382.9,-5.3,-6.73,-7.06,1.65,29.56,53.09,False,False,False,-6.0,-5.46,0.01728132,0.01682004,2.74,2.5,True,Neutral / watch,2.5
TECHM,Tech Mahindra,TECHM.NS,True,2026-09-15,1575.9,2.26,1.08,-1.01,1.36,49.56,41.28,False,False,True,-0.4,-0.42,0.06586005,0.06529835,0.86,-1.72,True,Neutral / watch,2.46
AXISBANK,Axis Bank,AXISBANK.NS,True,2026-09-15,1222.9,-1.85,-1.77,-1.62,1.3,40.3,46.37,False,False,False,-2.33,-2.64,0.05325219,0.05218631,2.04,6.58,True,Neutral / watch,2.4
POWERGRID,Power Grid,POWERGRID.NS,True,2026-09-15,262.8,-2.34,-1.11,-1.94,1.14,39.08,41.45,False,False,False,-1.51,-4.34,0.01150093,0.01140659,0.83,5.33,True,Neutral / watch,2.27
ONGC,ONGC,ONGC.NS,True,2026-09-15,235.95,1.48,-0.02,-1.48,1.2,49.07,46.8,True,False,False,0.44,-1.67,0.0099367,0.00995255,-0.16,2.42,False,Neutral / watch,1.98
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-09-15,1229.2,-2.83,-5.25,-3.03,0.61,33.32,49.26,False,False,False,-5.71,-3.96,0.05406422,0.05299451,2.02,3.73,True,Neutral / watch,1.95
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-09-15,1009.2,-2.45,-4.26,-7.78,1.15,31.19,43.65,False,False,True,-4.94,-5.4,0.04421299,0.04418471,0.06,-0.89,True,Neutral / watch,1.82
NTPC,NTPC,NTPC.NS,True,2026-09-15,329.5,-1.17,-0.39,-2.25,1.07,38.45,38.91,False,False,False,-1.14,-3.16,0.01424902,0.01412691,0.86,2.12,True,Neutral / watch,1.62
DRREDDY,Dr Reddy's Labs,DRREDDY.NS,True,2026-09-15,1145.0,-1.76,-0.52,-2.87,1.46,40.77,40.07,False,False,False,-1.68,-3.24,0.04981174,0.04933401,0.97,1.14,True,Neutral / watch,1.43
LT,Larsen & Toubro,LT.NS,True,2026-09-15,3850.7,-2.04,-2.42,-5.26,1.38,33.23,41.37,False,False,False,-3.75,-2.77,0.16799227,0.16418299,2.32,0.89,True,Neutral / watch,1.38
HINDALCO,Hindalco,HINDALCO.NS,True,2026-09-15,958.7,-2.32,-4.99,-7.96,0.72,33.91,46.12,False,False,False,-5.85,-4.31,0.04194785,0.04148939,1.11,-0.72,True,Neutral / watch,1.06
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-09-15,1855.5,-3.03,-4.26,-7.74,0.8,29.23,40.43,False,False,False,-5.96,-5.39,0.08178014,0.0811812,0.74,-0.78,True,Neutral / watch,1.04
TCS,TCS,TCS.NS,True,2026-09-15,2251.0,2.28,-0.2,-1.27,2.04,45.84,43.18,False,False,False,-1.4,-1.89,0.09405892,0.09473134,-0.71,-2.93,False,Weakening,1.01
INDUSINDBK,IndusInd Bank,INDUSINDBK.NS,True,2026-09-15,956.5,-2.22,-4.13,-5.76,1.07,35.41,47.49,False,False,True,-4.21,-5.29,0.04180681,0.04189585,-0.21,-0.21,False,Weakening,0.76
SUNPHARMA,Sun Pharma,SUNPHARMA.NS,True,2026-09-15,1835.0,-0.27,-2.7,-2.14,0.97,33.1,42.05,False,False,True,-3.3,-4.74,0.07863886,0.07987355,-1.55,-0.72,False,Weakening,0.66
HDFCLIFE,HDFC Life,HDFCLIFE.NS,True,2026-09-15,516.1,-2.62,-3.32,-4.12,1.46,37.59,42.6,False,False,False,-4.08,-5.47,0.02265141,0.02267972,-0.12,3.0,False,Neutral / watch,0.6
ICICIBANK,ICICI Bank,ICICIBANK.NS,True,2026-09-15,1350.4,-2.1,-3.5,-4.36,1.11,30.43,42.22,False,False,False,-4.39,-5.05,0.05894923,0.05897775,-0.05,1.37,False,Neutral / watch,0.27
