symbol,name,ticker,downloaded,last_date,last,return_1d_pct,return_5d_pct,return_20d_pct,volume_ratio_20d,rsi_14,rsi_5d_ago,above_sma_20,above_sma_50,above_sma_200,distance_sma_20_pct,distance_sma_50_pct,rs_ratio,rs_ratio_sma_50,rs_distance_sma_50_pct,rs_return_20d_pct,rs_above_50dma,rotation_signal,rotation_score
GRASIM,Grasim,GRASIM.NS,True,2026-08-18,3278.7,0.87,-1.31,4.62,1.84,57.24,61.76,True,True,True,2.32,3.83,0.13573643,0.13097721,3.63,4.98,True,Strengthening with volume,6.3
HEROMOTOCO,Hero MotoCorp,HEROMOTOCO.NS,True,2026-08-18,5745.5,0.01,-2.05,15.81,0.58,67.87,78.34,True,True,True,4.58,12.45,0.23786064,0.21168073,12.37,15.97,True,Strengthening,5.7
BAJAJ-AUTO,Bajaj Auto,BAJAJ-AUTO.NS,True,2026-08-18,11607.0,-0.48,-0.94,10.31,0.59,62.98,68.33,True,True,True,1.19,9.24,0.48052361,0.44108299,8.94,10.69,True,Strengthening,5.7
ETERNAL,Eternal,ETERNAL.NS,True,2026-08-18,315.9,-0.66,-0.66,10.22,0.56,62.05,66.44,True,True,True,2.6,10.67,0.01307809,0.01181611,10.68,10.37,True,Strengthening,5.7
HINDALCO,Hindalco,HINDALCO.NS,True,2026-08-18,1041.6,-0.79,-0.71,9.9,0.51,57.52,65.98,True,True,True,3.62,5.39,0.04312168,0.04111415,4.88,10.28,True,Strengthening,5.7
TITAN,Titan,TITAN.NS,True,2026-08-18,5048.6,-0.39,-1.55,7.68,0.36,66.83,76.29,True,True,True,2.41,9.22,0.20900935,0.19136705,9.22,7.82,True,Strengthening,5.7
M&M,Mahindra & Mahindra,M&M.NS,True,2026-08-18,3421.5,0.92,-1.12,6.87,0.55,58.54,63.94,True,True,True,1.75,6.81,0.14164828,0.13258713,6.83,7.01,True,Strengthening,5.7
BAJAJFINSV,Bajaj Finserv,BAJAJFINSV.NS,True,2026-08-18,2011.2,0.31,-1.02,5.82,0.29,57.76,61.94,True,True,True,0.93,6.84,0.08326261,0.07793215,6.84,5.96,True,Strengthening,5.69
LT,Larsen & Toubro,LT.NS,True,2026-08-18,4064.3,-0.55,0.67,5.66,0.82,58.25,57.94,True,True,True,2.31,1.45,0.16825986,0.165835,1.46,5.8,True,Strengthening,5.66
EICHERMOT,Eicher Motors,EICHERMOT.NS,True,2026-08-18,8018.5,-0.39,0.23,5.37,0.52,62.89,65.53,True,True,True,1.65,5.88,0.33196163,0.31354621,5.87,5.51,True,Strengthening,5.6
SHRIRAMFIN,Shriram Finance,SHRIRAMFIN.NS,True,2026-08-18,1108.4,-1.21,-1.9,4.42,0.49,56.63,64.1,True,True,True,2.1,6.23,0.04588717,0.04312997,6.39,4.56,True,Strengthening,5.41
BAJFINANCE,Bajaj Finance,BAJFINANCE.NS,True,2026-08-18,1094.3,0.46,0.09,2.35,0.36,55.47,55.39,True,True,True,0.42,6.28,0.04530344,0.04257979,6.4,2.49,True,Strengthening,5.0
SBIN,State Bank of India,SBIN.NS,True,2026-08-18,1053.0,-0.77,-1.22,0.82,0.52,50.91,57.88,True,True,True,0.47,1.39,0.04359364,0.04301654,1.34,0.96,True,Strengthening,4.69
TECHM,Tech Mahindra,TECHM.NS,True,2026-08-18,1592.0,-1.12,-3.1,1.0,0.66,50.85,67.76,False,True,True,-1.87,5.43,0.06590795,0.0626112,5.27,1.13,True,Strengthening,4.03
RELIANCE,Reliance Industries,RELIANCE.NS,True,2026-08-18,1322.0,0.46,-0.14,1.4,0.91,54.31,55.45,True,True,False,1.47,1.37,0.0547301,0.0540226,1.31,1.54,True,Strengthening,4.01
HCLTECH,HCL Technologies,HCLTECH.NS,True,2026-08-18,1298.0,-2.04,-4.94,4.72,1.18,50.12,69.86,False,True,False,-2.56,7.14,0.05373651,0.05022856,6.98,4.86,True,Strengthening,3.97
BHARTIARTL,Bharti Airtel,BHARTIARTL.NS,True,2026-08-18,1934.2,-1.78,0.99,0.52,0.98,50.49,48.66,False,True,True,-0.51,2.09,0.08007485,0.07848144,2.03,0.66,True,Strengthening,3.93
BEL,Bharat Electronics,BEL.NS,True,2026-08-18,412.0,-0.11,1.65,0.61,0.7,59.62,53.59,True,True,False,2.99,1.05,0.01705658,0.01690978,0.87,0.75,True,Strengthening,3.85
JSWSTEEL,JSW Steel,JSWSTEEL.NS,True,2026-08-18,1267.6,-0.8,-1.23,0.02,0.45,48.67,53.69,False,True,True,-0.73,0.74,0.05247796,0.05218975,0.55,0.15,True,Strengthening,3.83
INFY,Infosys,INFY.NS,True,2026-08-18,1115.0,-2.18,-6.36,3.87,0.67,45.57,64.6,False,True,False,-2.09,1.32,0.04616041,0.0457134,0.98,4.01,True,Strengthening,3.8
