symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
SYRMA,Syrma SGS Technology Ltd.,SYRMA.NS,2026-09-22,1796.2,,1796.9,1714.5,1728.9,3.89,1796.9,634.5,-0.04,True,True,1827869,,Nifty Indices constituents + Yahoo history
TEGA,Tega Industries Ltd.,TEGA.NS,2026-09-22,2163.1,,2175.0,2105.1,1943.0,11.33,2175.0,1473.0,-0.55,True,True,519122,,Nifty Indices constituents + Yahoo history
LAURUSLABS,Laurus Labs Ltd.,LAURUSLABS.NS,2026-09-22,2018.0,,2032.8,2006.3,1954.0,3.28,2032.8,823.1,-0.73,True,True,464965,,Nifty Indices constituents + Yahoo history
APARINDS,Apar Industries Ltd.,APARINDS.NS,2026-09-22,19096.0,,19265.0,18887.0,18858.0,1.26,19265.0,6801.0,-0.88,True,True,30374,,Nifty Indices constituents + Yahoo history
JSWINFRA,JSW Infrastructure Ltd.,JSWINFRA.NS,2026-09-22,366.8,,370.45,351.3,348.25,5.33,370.45,233.42,-0.99,True,True,5452669,,Nifty Indices constituents + Yahoo history
WELSPUNLIV,Welspun Living Ltd.,WELSPUNLIV.NS,2026-09-22,218.48,,221.04,215.32,214.66,1.78,221.04,107.1,-1.16,True,True,1396786,,Nifty Indices constituents + Yahoo history
JYOTICNC,Jyoti CNC Automation Ltd.,JYOTICNC.NS,2026-09-22,1097.15,,1114.0,1095.05,1049.7,4.52,1114.0,580.1,-1.51,True,True,355605,,Nifty Indices constituents + Yahoo history
ACE,Action Construction Equipment Ltd.,ACE.NS,2026-09-22,1243.7,,1263.1,1236.6,1229.2,1.18,1263.1,745.1,-1.54,True,True,96976,,Nifty Indices constituents + Yahoo history
USHAMART,Usha Martin Ltd.,USHAMART.NS,2026-09-22,526.9,,541.0,526.3,507.2,3.88,541.0,380.0,-2.61,True,True,958900,,Nifty Indices constituents + Yahoo history
PVRINOX,PVR INOX Ltd.,PVRINOX.NS,2026-09-22,1315.0,,1352.8,1310.4,1324.7,-0.73,1352.8,907.4,-2.79,True,True,117714,,Nifty Indices constituents + Yahoo history
