symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
GRANULES,Granules India Ltd.,GRANULES.NS,2026-09-15,874.95,,923.65,873.2,909.3,-3.78,923.65,510.55,-5.27,True,False,1435406,,Nifty Indices constituents + Yahoo history
SOLARINDS,Solar Industries India Ltd.,SOLARINDS.NS,2026-09-15,19275.0,,22700.0,19225.0,22290.0,-13.53,22700.0,11646.0,-15.09,True,False,1167261,,Nifty Indices constituents + Yahoo history
LENSKART,Lenskart Solutions Ltd.,LENSKART.NS,2026-09-15,689.8,,701.25,679.5,681.75,1.18,703.5,356.1,-1.95,False,True,4891726,,Nifty Indices constituents + Yahoo history
ANANDRATHI,Anand Rathi Wealth Ltd.,ANANDRATHI.NS,2026-09-15,2191.5,,2222.0,2190.0,2211.0,-0.88,2242.0,1353.85,-2.25,False,True,79492,,Nifty Indices constituents + Yahoo history
LAURUSLABS,Laurus Labs Ltd.,LAURUSLABS.NS,2026-09-15,1931.6,,1981.0,1928.2,1969.0,-1.9,1981.8,823.1,-2.53,False,True,1143669,,Nifty Indices constituents + Yahoo history
EMCURE,Emcure Pharmaceuticals Ltd.,EMCURE.NS,2026-09-15,1993.3,,2014.3,1974.0,1978.9,0.73,2048.0,1260.0,-2.67,False,True,195047,,Nifty Indices constituents + Yahoo history
IPCALAB,Ipca Laboratories Ltd.,IPCALAB.NS,2026-09-15,1942.2,,1995.9,1941.5,1968.5,-1.34,2001.5,1251.6,-2.96,False,True,188922,,Nifty Indices constituents + Yahoo history
NYKAA,FSN E-Commerce Ventures Ltd.,NYKAA.NS,2026-09-15,339.0,,346.15,338.75,344.5,-1.6,349.55,227.9,-3.02,False,False,1752238,,Nifty Indices constituents + Yahoo history
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP.NS,2026-09-15,8773.5,,8950.5,8770.0,8836.0,-0.71,9050.0,6696.5,-3.06,False,False,175415,,Nifty Indices constituents + Yahoo history
ANTHEM,Anthem Biosciences Ltd.,ANTHEM.NS,2026-09-15,944.95,,962.0,938.9,940.9,0.43,977.55,579.15,-3.33,False,False,476379,,Nifty Indices constituents + Yahoo history
AEGISVOPAK,Aegis Vopak Terminals Ltd.,AEGISVOPAK.NS,2026-09-15,300.95,,311.0,292.8,295.1,1.98,311.49,158.0,-3.38,False,False,3878814,,Nifty Indices constituents + Yahoo history
AUROPHARMA,Aurobindo Pharma Ltd.,AUROPHARMA.NS,2026-09-15,1658.7,,1688.0,1657.3,1679.8,-1.26,1717.0,1066.8,-3.4,False,False,248285,,Nifty Indices constituents + Yahoo history
ACMESOLAR,ACME Solar Holdings Ltd.,ACMESOLAR.NS,2026-09-15,414.5,,421.35,402.15,402.3,3.03,430.5,195.9,-3.72,False,False,3214398,,Nifty Indices constituents + Yahoo history
IDFCFIRSTB,IDFC First Bank Ltd.,IDFCFIRSTB.NS,2026-09-15,85.44,,86.65,85.15,86.21,-0.89,88.76,58.08,-3.74,False,False,21390108,,Nifty Indices constituents + Yahoo history
RBLBANK,RBL Bank Ltd.,RBLBANK.NS,2026-09-15,404.6,,414.3,404.2,412.55,-1.93,420.4,261.6,-3.76,False,False,713696,,Nifty Indices constituents + Yahoo history
DIVISLAB,Divi's Laboratories Ltd.,DIVISLAB.NS,2026-09-15,9217.5,,9397.5,9196.0,9322.0,-1.12,9615.0,5636.5,-4.13,False,False,293981,,Nifty Indices constituents + Yahoo history
PIRAMALFIN,Piramal Finance Ltd.,PIRAMALFIN.NS,2026-09-15,2227.5,,2299.0,2224.0,2255.6,-1.25,2326.4,1260.0,-4.25,False,False,203743,,Nifty Indices constituents + Yahoo history
LALPATHLAB,Dr. Lal Path Labs Ltd.,LALPATHLAB.NS,2026-09-15,1897.1,,1921.0,1885.5,1909.0,-0.62,1988.9,1272.6,-4.62,False,False,110510,,Nifty Indices constituents + Yahoo history
PVRINOX,PVR INOX Ltd.,PVRINOX.NS,2026-09-15,1224.5,,1234.9,1206.2,1237.1,-1.02,1284.5,907.4,-4.67,False,False,225307,,Nifty Indices constituents + Yahoo history
ELGIEQUIP,Elgi Equipments Ltd.,ELGIEQUIP.NS,2026-09-15,614.45,,641.4,614.15,617.7,-0.53,645.9,408.25,-4.87,False,False,516194,,Nifty Indices constituents + Yahoo history
WELSPUNLIV,Welspun Living Ltd.,WELSPUNLIV.NS,2026-09-15,205.2,,208.83,204.39,207.68,-1.19,216.0,107.1,-5.0,False,False,3192447,,Nifty Indices constituents + Yahoo history
BOSCHLTD,Bosch Ltd.,BOSCHLTD.NS,2026-09-15,47495.0,,48725.0,47440.0,48385.0,-1.84,50000.0,28610.0,-5.01,False,False,21931,,Nifty Indices constituents + Yahoo history
SHYAMMETL,Shyam Metalics and Energy Ltd.,SHYAMMETL.NS,2026-09-15,1054.2,,1082.7,1052.6,1074.8,-1.92,1111.0,746.0,-5.11,False,False,124390,,Nifty Indices constituents + Yahoo history
PAYTM,One 97 Communications Ltd.,PAYTM.NS,2026-09-15,1740.9,,1811.0,1738.0,1807.5,-3.68,1840.0,930.6,-5.39,False,False,2721111,,Nifty Indices constituents + Yahoo history
ACE,Action Construction Equipment Ltd.,ACE.NS,2026-09-15,1131.0,,1138.3,1105.0,1129.0,0.18,1196.0,745.1,-5.43,False,False,230674,,Nifty Indices constituents + Yahoo history
GLAND,Gland Pharma Ltd.,GLAND.NS,2026-09-15,2875.9,,2940.0,2856.9,2922.3,-1.59,3042.0,1573.6,-5.46,False,False,284179,,Nifty Indices constituents + Yahoo history
TITAN,Titan Company Ltd.,TITAN.NS,2026-09-15,4892.5,,5003.0,4885.5,5009.5,-2.34,5186.7,3303.1,-5.67,False,False,368310,,Nifty Indices constituents + Yahoo history
KALYANKJIL,Kalyan Jewellers India Ltd.,KALYANKJIL.NS,2026-09-15,609.9,,616.0,606.0,601.15,1.46,648.95,327.05,-6.02,False,False,7166921,,Nifty Indices constituents + Yahoo history
PTCIL,PTC Industries Ltd.,PTCIL.NS,2026-09-15,22640.0,,23885.0,22610.0,23630.0,-4.19,24125.0,14039.0,-6.16,False,False,28482,,Nifty Indices constituents + Yahoo history
KAJARIACER,Kajaria Ceramics Ltd.,KAJARIACER.NS,2026-09-15,1214.0,,1226.7,1213.0,1226.4,-1.01,1293.8,869.6,-6.17,False,False,77690,,Nifty Indices constituents + Yahoo history
