symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
SHRIRAMFIN,Shriram Finance Ltd.,SHRIRAMFIN.NS,2026-08-05,1122.4,,1122.4,1092.7,1087.3,3.23,1122.4,566.5,0.0,True,True,6684528,,Nifty Indices constituents + Yahoo history
PIDILITIND,Pidilite Industries Ltd.,PIDILITIND.NS,2026-08-05,1665.0,,1665.0,1613.9,1620.0,2.78,1665.0,1259.0,0.0,True,True,1982973,,Nifty Indices constituents + Yahoo history
TVSMOTOR,TVS Motor Company Ltd.,TVSMOTOR.NS,2026-08-05,4455.2,,4455.2,4365.0,4360.0,2.18,4455.2,2913.0,0.0,True,True,1392559,,Nifty Indices constituents + Yahoo history
JSWSTEEL,JSW Steel Ltd.,JSWSTEEL.NS,2026-08-05,1330.0,,1331.0,1284.7,1300.0,2.31,1331.0,1022.3,-0.08,True,True,2186247,,Nifty Indices constituents + Yahoo history
SAILIFE,Sai Life Sciences Ltd.,SAILIFE.NS,2026-08-05,1394.3,,1398.0,1355.4,1366.4,2.04,1398.0,778.5,-0.26,True,True,344883,,Nifty Indices constituents + Yahoo history
CRAFTSMAN,Craftsman Automation Ltd.,CRAFTSMAN.NS,2026-08-05,10408.5,,10448.5,10260.5,10175.0,2.29,10448.5,6255.0,-0.38,True,True,31709,,Nifty Indices constituents + Yahoo history
RKFORGE,Ramkrishna Forgings Ltd.,RKFORGE.NS,2026-08-05,706.45,,710.0,691.3,688.7,2.58,710.0,460.15,-0.5,True,True,1799962,,Nifty Indices constituents + Yahoo history
WELCORP,Welspun Corp Ltd.,WELCORP.NS,2026-08-05,1788.1,,1799.0,1738.7,1736.6,2.97,1799.0,710.0,-0.61,True,True,1351425,,Nifty Indices constituents + Yahoo history
NEULANDLAB,Neuland Laboratories Ltd.,NEULANDLAB.NS,2026-08-05,19956.0,,20099.0,19431.0,19273.0,3.54,20099.0,11500.0,-0.71,True,True,60063,,Nifty Indices constituents + Yahoo history
RAINBOW,Rainbow Childrens Medicare Ltd.,RAINBOW.NS,2026-08-05,1598.6,,1610.0,1561.5,1579.0,1.24,1610.0,1084.0,-0.71,True,True,259006,,Nifty Indices constituents + Yahoo history
RBLBANK,RBL Bank Ltd.,RBLBANK.NS,2026-08-05,389.8,,392.7,379.85,380.55,2.43,392.7,243.25,-0.74,True,True,7256234,,Nifty Indices constituents + Yahoo history
GABRIEL,Gabriel India Ltd.,GABRIEL.NS,2026-08-05,1587.7,,1600.0,1537.2,1530.8,3.72,1600.0,795.7,-0.77,True,True,778978,,Nifty Indices constituents + Yahoo history
RRKABEL,R R Kabel Ltd.,RRKABEL.NS,2026-08-05,2793.0,,2815.0,2648.5,2641.1,5.75,2815.0,1165.0,-0.78,True,True,1214701,,Nifty Indices constituents + Yahoo history
RADICO,Radico Khaitan Ltd,RADICO.NS,2026-08-05,4550.0,,4590.3,4452.7,4450.0,2.25,4590.3,2500.0,-0.88,True,True,642484,,Nifty Indices constituents + Yahoo history
PAYTM,One 97 Communications Ltd.,PAYTM.NS,2026-08-05,1429.0,,1443.0,1407.3,1400.0,2.07,1443.0,930.6,-0.97,True,True,3007644,,Nifty Indices constituents + Yahoo history
SONACOMS,Sona BLW Precision Forgings Ltd.,SONACOMS.NS,2026-08-05,814.6,,822.9,785.05,787.0,3.51,822.9,402.3,-1.01,True,True,3620514,,Nifty Indices constituents + Yahoo history
LAURUSLABS,Laurus Labs Ltd.,LAURUSLABS.NS,2026-08-05,1835.0,,1856.6,1834.5,1850.0,-0.81,1856.6,810.05,-1.16,True,True,2090240,,Nifty Indices constituents + Yahoo history
MOTHERSON,Samvardhana Motherson International Ltd.,MOTHERSON.NS,2026-08-05,154.35,,156.39,150.9,151.0,2.22,156.39,89.7,-1.3,True,True,20556466,,Nifty Indices constituents + Yahoo history
BOSCHLTD,Bosch Ltd.,BOSCHLTD.NS,2026-08-05,42920.0,,43650.0,41310.0,41200.0,4.17,43650.0,28610.0,-1.67,True,True,116763,,Nifty Indices constituents + Yahoo history
HEG,H.E.G. Ltd.,HEG.NS,2026-08-05,686.2,,698.0,674.1,678.95,1.07,698.0,459.8,-1.69,True,True,3174571,,Nifty Indices constituents + Yahoo history
ASTERDM,Aster DM Quality Care Ltd.,ASTERDM.NS,2026-08-05,842.1,,856.75,825.65,834.7,0.89,856.75,519.1,-1.71,True,True,1185468,,Nifty Indices constituents + Yahoo history
EXIDEIND,Exide Industries Ltd.,EXIDEIND.NS,2026-08-05,467.0,,478.75,458.9,458.35,1.89,478.75,287.0,-2.45,True,True,8580892,,Nifty Indices constituents + Yahoo history
EMCURE,Emcure Pharmaceuticals Ltd.,EMCURE.NS,2026-08-05,1959.0,,2009.2,1950.0,1978.1,-0.97,2009.2,1260.0,-2.5,True,True,178885,,Nifty Indices constituents + Yahoo history
PNBHOUSING,PNB Housing Finance Ltd.,PNBHOUSING.NS,2026-08-05,1121.6,,1154.0,1070.2,1080.0,3.85,1154.0,729.6,-2.81,True,True,5096617,,Nifty Indices constituents + Yahoo history
SAREGAMA,Saregama India Ltd,SAREGAMA.NS,2026-08-05,557.25,,574.5,538.55,542.55,2.71,574.5,307.05,-3.0,True,False,2472014,,Nifty Indices constituents + Yahoo history
REDINGTON,Redington Ltd.,REDINGTON.NS,2026-08-05,347.85,,360.55,343.35,349.6,-0.5,360.55,191.31,-3.52,True,False,11151953,,Nifty Indices constituents + Yahoo history
NYKAA,FSN E-Commerce Ventures Ltd.,NYKAA.NS,2026-08-05,335.35,,348.0,327.7,342.5,-2.09,348.0,200.14,-3.64,True,False,33983759,,Nifty Indices constituents + Yahoo history
BAJAJ-AUTO,Bajaj Auto Ltd.,BAJAJ-AUTO.NS,2026-08-05,11800.0,,11800.0,11580.0,11600.0,1.72,11856.0,7858.5,-0.47,False,True,382557,,Nifty Indices constituents + Yahoo history
LENSKART,Lenskart Solutions Ltd.,LENSKART.NS,2026-08-05,572.65,,575.0,565.25,567.5,0.91,575.7,356.1,-0.53,False,True,2301835,,Nifty Indices constituents + Yahoo history
LLOYDSME,Lloyds Metals And Energy Ltd.,LLOYDSME.NS,2026-08-05,2087.1,,2094.0,2055.2,2053.0,1.66,2100.0,1042.9,-0.61,False,True,356264,,Nifty Indices constituents + Yahoo history
NESTLEIND,Nestle India Ltd.,NESTLEIND.NS,2026-08-05,1520.0,,1524.6,1488.1,1520.0,0.0,1535.9,1084.7,-1.04,False,True,2747021,,Nifty Indices constituents + Yahoo history
GRASIM,Grasim Industries Ltd.,GRASIM.NS,2026-08-05,3224.0,,3228.7,3135.8,3138.0,2.74,3260.0,2502.5,-1.1,False,True,692487,,Nifty Indices constituents + Yahoo history
PPLPHARMA,Piramal Pharma Ltd.,PPLPHARMA.NS,2026-08-05,206.78,,208.0,200.36,202.5,2.11,209.44,132.3,-1.27,False,True,9351588,,Nifty Indices constituents + Yahoo history
USHAMART,Usha Martin Ltd.,USHAMART.NS,2026-08-05,520.25,,522.6,506.85,503.6,3.31,527.5,333.6,-1.37,False,True,924202,,Nifty Indices constituents + Yahoo history
ABCAPITAL,Aditya Birla Capital Ltd.,ABCAPITAL.NS,2026-08-05,424.7,,426.35,419.5,420.0,1.12,430.7,267.0,-1.39,False,True,2723238,,Nifty Indices constituents + Yahoo history
AUROPHARMA,Aurobindo Pharma Ltd.,AUROPHARMA.NS,2026-08-05,1613.4,,1625.0,1567.0,1585.9,1.73,1636.8,1016.1,-1.43,False,True,1384840,,Nifty Indices constituents + Yahoo history
NAM-INDIA,Nippon Life India Asset Management Ltd.,NAM-INDIA.NS,2026-08-05,1215.0,,1215.0,1188.0,1202.0,1.08,1233.5,780.25,-1.5,False,True,2213119,,Nifty Indices constituents + Yahoo history
BAJFINANCE,Bajaj Finance Ltd.,BAJFINANCE.NS,2026-08-05,1158.8,,1166.0,1145.1,1149.0,0.85,1176.4,787.9,-1.5,False,True,5151088,,Nifty Indices constituents + Yahoo history
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP.NS,2026-08-05,8910.0,,9009.0,8820.0,9050.0,-1.55,9050.0,6696.5,-1.55,False,True,288973,,Nifty Indices constituents + Yahoo history
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN.NS,2026-08-05,1880.0,,1906.8,1867.0,1875.0,0.27,1913.0,1299.4,-1.73,False,True,880971,,Nifty Indices constituents + Yahoo history
MINDACORP,Minda Corporation Ltd.,MINDACORP.NS,2026-08-05,723.0,,735.0,720.0,722.2,0.11,735.9,445.05,-1.75,False,True,257264,,Nifty Indices constituents + Yahoo history
TITAN,Titan Company Ltd.,TITAN.NS,2026-08-05,4912.4,,4920.6,4882.3,4935.0,-0.46,5000.0,3303.1,-1.75,False,True,546299,,Nifty Indices constituents + Yahoo history
UNITDSPR,United Spirits Ltd.,UNITDSPR.NS,2026-08-05,1520.0,,1540.0,1520.0,1525.0,-0.33,1548.0,1210.8,-1.81,False,True,443832,,Nifty Indices constituents + Yahoo history
BHARATFORG,Bharat Forge Ltd.,BHARATFORG.NS,2026-08-05,2197.1,,2229.8,2184.0,2195.0,0.1,2238.0,1100.5,-1.83,False,True,743955,,Nifty Indices constituents + Yahoo history
OFSS,Oracle Financial Services Software Ltd.,OFSS.NS,2026-08-05,11759.0,,11810.0,11528.0,11600.0,1.37,11979.0,6234.5,-1.84,False,True,238706,,Nifty Indices constituents + Yahoo history
ATHERENERG,Ather Energy Ltd.,ATHERENERG.NS,2026-08-05,1470.8,,1479.5,1405.0,1450.4,1.41,1500.0,380.0,-1.95,False,True,6957983,,Nifty Indices constituents + Yahoo history
ICICIBANK,ICICI Bank Ltd.,ICICIBANK.NS,2026-08-05,1450.1,,1454.6,1431.2,1454.6,-0.31,1480.0,1187.6,-2.02,False,True,11718835,,Nifty Indices constituents + Yahoo history
TATACAP,Tata Capital Ltd.,TATACAP.NS,2026-08-05,371.9,,375.2,360.25,360.6,3.13,379.95,296.0,-2.12,False,True,3011989,,Nifty Indices constituents + Yahoo history
DIVISLAB,Divi's Laboratories Ltd.,DIVISLAB.NS,2026-08-05,8388.0,,8441.0,8333.0,8378.0,0.12,8585.0,5636.5,-2.29,False,True,316801,,Nifty Indices constituents + Yahoo history
KEI,KEI Industries Ltd.,KEI.NS,2026-08-05,5577.0,,5599.0,5441.8,5500.0,1.4,5708.0,3712.2,-2.3,False,True,1049460,,Nifty Indices constituents + Yahoo history
SIEMENS,Siemens Ltd.,SIEMENS.NS,2026-08-05,3980.0,,4069.9,3955.0,4000.5,-0.51,4073.8,2826.0,-2.3,False,True,355404,,Nifty Indices constituents + Yahoo history
AEGISLOG,Aegis Logistics Ltd.,AEGISLOG.NS,2026-08-05,1395.8,,1412.0,1366.0,1357.9,2.79,1434.5,576.1,-2.7,False,True,1296610,,Nifty Indices constituents + Yahoo history
ACE,Action Construction Equipment Ltd.,ACE.NS,2026-08-05,1137.8,,1149.0,1098.6,1098.6,3.57,1170.0,745.1,-2.75,False,True,661660,,Nifty Indices constituents + Yahoo history
IKS,Inventurus Knowledge Solutions Ltd.,IKS.NS,2026-08-05,1877.7,,1890.0,1850.5,1845.9,1.72,1933.0,1262.0,-2.86,False,True,82155,,Nifty Indices constituents + Yahoo history
ABB,ABB India Ltd.,ABB.NS,2026-08-05,7690.5,,7833.0,7675.0,7700.0,-0.12,7924.5,4637.5,-2.95,False,True,267352,,Nifty Indices constituents + Yahoo history
EICHERMOT,Eicher Motors Ltd.,EICHERMOT.NS,2026-08-05,7986.5,,8019.0,7905.5,7935.0,0.65,8230.0,5584.5,-2.96,False,True,424421,,Nifty Indices constituents + Yahoo history
THELEELA,Leela Palaces Hotels & Resorts Ltd.,THELEELA.NS,2026-08-05,502.25,,507.0,497.05,500.1,0.43,517.95,384.5,-3.03,False,False,834689,,Nifty Indices constituents + Yahoo history
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,FLUOROCHEM.NS,2026-08-05,4498.1,,4649.0,4480.0,4612.8,-2.49,4653.2,2916.6,-3.33,False,False,102968,,Nifty Indices constituents + Yahoo history
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,M&MFIN.NS,2026-08-05,398.4,,401.65,395.1,398.6,-0.05,412.2,251.0,-3.35,False,False,2383469,,Nifty Indices constituents + Yahoo history
GLAND,Gland Pharma Ltd.,GLAND.NS,2026-08-05,2545.1,,2595.7,2531.1,2583.1,-1.47,2634.3,1573.6,-3.39,False,False,299934,,Nifty Indices constituents + Yahoo history
LALPATHLAB,Dr. Lal Path Labs Ltd.,LALPATHLAB.NS,2026-08-05,1887.1,,1915.0,1863.0,1889.4,-0.12,1955.1,1272.6,-3.48,False,False,318026,,Nifty Indices constituents + Yahoo history
VIJAYA,Vijaya Diagnostic Centre Ltd.,VIJAYA.NS,2026-08-05,1389.6,,1395.9,1367.1,1385.1,0.32,1440.0,848.0,-3.5,False,False,78924,,Nifty Indices constituents + Yahoo history
360ONE,360 ONE WAM Ltd.,360ONE.NS,2026-08-05,1192.0,,1194.7,1163.3,1155.0,3.2,1236.2,906.05,-3.58,False,False,1853091,,Nifty Indices constituents + Yahoo history
AUBANK,AU Small Finance Bank Ltd.,AUBANK.NS,2026-08-05,1051.3,,1057.6,1042.3,1059.0,-0.73,1090.4,682.15,-3.59,False,False,957552,,Nifty Indices constituents + Yahoo history
