symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
RBLBANK,RBL Bank Ltd.,RBLBANK.NS,2026-08-20,392.3,,393.9,382.05,381.5,2.83,393.9,243.25,-0.41,True,True,2728675,,Nifty Indices constituents + Yahoo history
LENSKART,Lenskart Solutions Ltd.,LENSKART.NS,2026-08-20,654.8,,657.9,638.85,639.6,2.38,657.9,356.1,-0.47,True,True,6214420,,Nifty Indices constituents + Yahoo history
NETWEB,Netweb Technologies India Ltd.,NETWEB.NS,2026-08-20,5419.8,,5449.9,5093.0,5065.0,7.0,5449.9,2037.3,-0.55,True,True,4457089,,Nifty Indices constituents + Yahoo history
WELCORP,Welspun Corp Ltd.,WELCORP.NS,2026-08-20,2005.2,,2017.5,1968.2,1973.9,1.59,2017.5,710.0,-0.61,True,True,748752,,Nifty Indices constituents + Yahoo history
SAILIFE,Sai Life Sciences Ltd.,SAILIFE.NS,2026-08-20,1471.6,,1484.2,1436.4,1422.2,3.47,1484.2,783.85,-0.85,True,True,513818,,Nifty Indices constituents + Yahoo history
THELEELA,Leela Palaces Hotels & Resorts Ltd.,THELEELA.NS,2026-08-20,539.7,,544.35,528.15,532.8,1.3,544.35,384.5,-0.85,True,True,1415942,,Nifty Indices constituents + Yahoo history
WELSPUNLIV,Welspun Living Ltd.,WELSPUNLIV.NS,2026-08-20,188.69,,191.47,179.67,181.24,4.11,191.47,107.1,-1.45,True,True,21774065,,Nifty Indices constituents + Yahoo history
BALRAMCHIN,Balrampur Chini Mills Ltd.,BALRAMCHIN.NS,2026-08-20,767.1,,780.95,655.05,650.8,17.87,780.95,393.55,-1.77,True,True,33513023,,Nifty Indices constituents + Yahoo history
ELGIEQUIP,Elgi Equipments Ltd.,ELGIEQUIP.NS,2026-08-20,632.45,,644.0,629.15,637.8,-0.84,644.0,408.25,-1.79,True,True,802207,,Nifty Indices constituents + Yahoo history
ACMESOLAR,ACME Solar Holdings Ltd.,ACMESOLAR.NS,2026-08-20,397.4,,406.5,380.55,380.4,4.47,406.5,195.9,-2.24,True,True,9461189,,Nifty Indices constituents + Yahoo history
PNBHOUSING,PNB Housing Finance Ltd.,PNBHOUSING.NS,2026-08-20,1175.5,,1207.0,1170.1,1174.0,0.13,1207.0,729.6,-2.61,True,True,2261430,,Nifty Indices constituents + Yahoo history
