symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
IPCALAB,Ipca Laboratories Ltd.,IPCALAB.NS,2026-09-01,1987.6,,1994.2,1949.3,1974.9,0.64,1994.2,1251.6,-0.33,True,True,216268,,Nifty Indices constituents + Yahoo history
WELCORP,Welspun Corp Ltd.,WELCORP.NS,2026-09-01,2553.6,,2575.0,2385.0,2391.0,6.8,2575.0,710.0,-0.83,True,True,3607141,,Nifty Indices constituents + Yahoo history
PTCIL,PTC Industries Ltd.,PTCIL.NS,2026-09-01,22755.0,,22945.0,21835.0,22114.0,2.9,22945.0,13400.0,-0.83,True,True,56170,,Nifty Indices constituents + Yahoo history
BAJAJ-AUTO,Bajaj Auto Ltd.,BAJAJ-AUTO.NS,2026-09-01,12361.0,,12470.0,12090.0,12130.0,1.9,12470.0,8491.5,-0.87,True,True,494914,,Nifty Indices constituents + Yahoo history
ATHERENERG,Ather Energy Ltd.,ATHERENERG.NS,2026-09-01,1725.6,,1744.0,1671.6,1717.7,0.46,1744.0,445.3,-1.06,True,True,9560905,,Nifty Indices constituents + Yahoo history
CAPLIPOINT,Caplin Point Laboratories Ltd.,CAPLIPOINT.NS,2026-09-01,2711.2,,2750.0,2511.0,2517.4,7.7,2750.0,1500.3,-1.41,True,True,1992446,,Nifty Indices constituents + Yahoo history
WELSPUNLIV,Welspun Living Ltd.,WELSPUNLIV.NS,2026-09-01,198.41,,201.5,195.11,196.21,1.12,201.5,107.1,-1.53,True,True,5093626,,Nifty Indices constituents + Yahoo history
SAILIFE,Sai Life Sciences Ltd.,SAILIFE.NS,2026-09-01,1518.1,,1560.0,1460.1,1459.7,4.0,1560.0,783.85,-2.69,True,True,2643709,,Nifty Indices constituents + Yahoo history
JINDALSAW,Jindal Saw Ltd.,JINDALSAW.NS,2026-09-01,309.75,,319.5,306.4,309.65,0.03,319.5,153.0,-3.05,True,False,4108753,,Nifty Indices constituents + Yahoo history
HEG,H.E.G. Ltd.,HEG.NS,2026-09-01,729.9,,753.9,721.1,728.8,0.15,753.9,465.15,-3.18,True,False,3706884,,Nifty Indices constituents + Yahoo history
ENGINERSIN,Engineers India Ltd.,ENGINERSIN.NS,2026-09-01,280.05,,289.65,260.45,261.87,6.94,289.65,163.55,-3.31,True,False,57506038,,Nifty Indices constituents + Yahoo history
THELEELA,Leela Palaces Hotels & Resorts Ltd.,THELEELA.NS,2026-09-01,575.35,,578.8,561.2,570.4,0.87,582.85,384.5,-1.29,False,True,358397,,Nifty Indices constituents + Yahoo history
NAVINFLUOR,Navin Fluorine International Ltd.,NAVINFLUOR.NS,2026-09-01,8636.0,,8700.0,8597.5,8675.5,-0.46,8775.5,4498.5,-1.59,False,True,74060,,Nifty Indices constituents + Yahoo history
COFORGE,Coforge Ltd.,COFORGE.NS,2026-09-01,1988.9,,1994.2,1961.2,1985.3,0.18,2021.2,1008.1,-1.6,False,True,2055749,,Nifty Indices constituents + Yahoo history
INDGN,Indegene Ltd.,INDGN.NS,2026-09-01,605.4,,614.45,597.1,611.65,-1.02,615.5,414.0,-1.64,False,True,948774,,Nifty Indices constituents + Yahoo history
LENSKART,Lenskart Solutions Ltd.,LENSKART.NS,2026-09-01,663.75,,671.0,650.2,662.4,0.2,674.9,356.1,-1.65,False,True,10495041,,Nifty Indices constituents + Yahoo history
ACMESOLAR,ACME Solar Holdings Ltd.,ACMESOLAR.NS,2026-09-01,403.7,,406.8,394.25,401.95,0.44,411.5,195.9,-1.9,False,True,1454862,,Nifty Indices constituents + Yahoo history
ANTHEM,Anthem Biosciences Ltd.,ANTHEM.NS,2026-09-01,924.5,,939.0,893.2,893.05,3.52,942.6,579.15,-1.92,False,True,1326245,,Nifty Indices constituents + Yahoo history
AUROPHARMA,Aurobindo Pharma Ltd.,AUROPHARMA.NS,2026-09-01,1683.3,,1700.1,1671.1,1717.0,-1.96,1717.0,1016.1,-1.96,False,True,608683,,Nifty Indices constituents + Yahoo history
ANANDRATHI,Anand Rathi Wealth Ltd.,ANANDRATHI.NS,2026-09-01,2197.0,,2235.4,2185.0,2204.2,-0.33,2242.0,1353.85,-2.01,False,True,213188,,Nifty Indices constituents + Yahoo history
