symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
TATACAP,Tata Capital Ltd.,TATACAP.NS,2026-08-06,383.8,,384.0,371.05,371.9,3.2,384.0,296.0,-0.05,True,True,3049605,,Nifty Indices constituents + Yahoo history
PAYTM,One 97 Communications Ltd.,PAYTM.NS,2026-08-06,1446.5,,1452.0,1421.0,1429.0,1.22,1452.0,930.6,-0.38,True,True,1952022,,Nifty Indices constituents + Yahoo history
AUBANK,AU Small Finance Bank Ltd.,AUBANK.NS,2026-08-06,1087.8,,1092.4,1045.7,1051.3,3.47,1092.4,682.15,-0.42,True,True,2084562,,Nifty Indices constituents + Yahoo history
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN.NS,2026-08-06,1943.3,,1952.5,1871.3,1880.0,3.37,1952.5,1299.4,-0.47,True,True,1575137,,Nifty Indices constituents + Yahoo history
TATATECH,Tata Technologies Ltd.,TATATECH.NS,2026-08-06,800.45,,804.9,756.0,754.0,6.16,804.9,507.4,-0.55,True,True,6492904,,Nifty Indices constituents + Yahoo history
TITAN,Titan Company Ltd.,TITAN.NS,2026-08-06,4975.1,,5005.0,4883.9,4912.4,1.28,5005.0,3303.1,-0.6,True,True,702437,,Nifty Indices constituents + Yahoo history
PNBHOUSING,PNB Housing Finance Ltd.,PNBHOUSING.NS,2026-08-06,1159.5,,1167.0,1131.3,1121.6,3.38,1167.0,729.6,-0.64,True,True,1465657,,Nifty Indices constituents + Yahoo history
PIDILITIND,Pidilite Industries Ltd.,PIDILITIND.NS,2026-08-06,1674.6,,1686.4,1652.0,1665.0,0.58,1686.4,1259.0,-0.7,True,True,1180016,,Nifty Indices constituents + Yahoo history
SHRIRAMFIN,Shriram Finance Ltd.,SHRIRAMFIN.NS,2026-08-06,1144.3,,1153.7,1120.0,1122.4,1.95,1153.7,566.5,-0.81,True,True,9488288,,Nifty Indices constituents + Yahoo history
NAVINFLUOR,Navin Fluorine International Ltd.,NAVINFLUOR.NS,2026-08-06,8446.5,,8523.0,7834.5,7609.5,11.0,8523.0,4498.5,-0.9,True,True,2526491,,Nifty Indices constituents + Yahoo history
CRAFTSMAN,Craftsman Automation Ltd.,CRAFTSMAN.NS,2026-08-06,10547.5,,10644.0,10316.5,10408.5,1.34,10644.0,6255.0,-0.91,True,True,27949,,Nifty Indices constituents + Yahoo history
EXIDEIND,Exide Industries Ltd.,EXIDEIND.NS,2026-08-06,472.8,,479.4,462.6,467.0,1.24,479.4,287.0,-1.38,True,True,3528967,,Nifty Indices constituents + Yahoo history
JSWSTEEL,JSW Steel Ltd.,JSWSTEEL.NS,2026-08-06,1315.3,,1335.0,1314.6,1330.0,-1.11,1335.0,1022.3,-1.48,True,True,1142778,,Nifty Indices constituents + Yahoo history
ASTERDM,Aster DM Quality Care Ltd.,ASTERDM.NS,2026-08-06,860.85,,874.0,809.6,842.1,2.23,874.0,519.1,-1.5,True,True,1774418,,Nifty Indices constituents + Yahoo history
LLOYDSME,Lloyds Metals And Energy Ltd.,LLOYDSME.NS,2026-08-06,2072.1,,2104.0,2056.0,2087.1,-0.72,2104.0,1042.9,-1.52,True,True,243322,,Nifty Indices constituents + Yahoo history
WELCORP,Welspun Corp Ltd.,WELCORP.NS,2026-08-06,1827.5,,1862.0,1791.1,1788.1,2.2,1862.0,710.0,-1.85,True,True,1178259,,Nifty Indices constituents + Yahoo history
PPLPHARMA,Piramal Pharma Ltd.,PPLPHARMA.NS,2026-08-06,208.44,,212.43,205.0,206.78,0.8,212.43,132.3,-1.88,True,True,5362064,,Nifty Indices constituents + Yahoo history
THELEELA,Leela Palaces Hotels & Resorts Ltd.,THELEELA.NS,2026-08-06,512.9,,523.5,498.3,502.25,2.12,523.5,384.5,-2.02,True,True,789897,,Nifty Indices constituents + Yahoo history
RKFORGE,Ramkrishna Forgings Ltd.,RKFORGE.NS,2026-08-06,703.2,,718.6,701.0,706.45,-0.46,718.6,460.15,-2.14,True,True,1075761,,Nifty Indices constituents + Yahoo history
SAILIFE,Sai Life Sciences Ltd.,SAILIFE.NS,2026-08-06,1418.7,,1449.8,1386.6,1394.3,1.75,1449.8,778.5,-2.15,True,True,1007946,,Nifty Indices constituents + Yahoo history
MOTHERSON,Samvardhana Motherson International Ltd.,MOTHERSON.NS,2026-08-06,154.0,,157.99,151.61,154.35,-0.23,157.99,89.7,-2.53,True,True,31968072,,Nifty Indices constituents + Yahoo history
ATHERENERG,Ather Energy Ltd.,ATHERENERG.NS,2026-08-06,1457.4,,1505.0,1452.0,1470.8,-0.91,1505.0,380.0,-3.16,True,False,3611075,,Nifty Indices constituents + Yahoo history
SONACOMS,Sona BLW Precision Forgings Ltd.,SONACOMS.NS,2026-08-06,795.55,,824.6,793.35,814.6,-2.34,824.6,402.3,-3.52,True,False,1731477,,Nifty Indices constituents + Yahoo history
NEULANDLAB,Neuland Laboratories Ltd.,NEULANDLAB.NS,2026-08-06,21612.0,,22490.0,21000.0,19956.0,8.3,22490.0,11500.0,-3.9,True,False,810441,,Nifty Indices constituents + Yahoo history
AEGISLOG,Aegis Logistics Ltd.,AEGISLOG.NS,2026-08-06,1418.2,,1497.8,1340.4,1395.8,1.6,1497.8,576.1,-5.31,True,False,2290416,,Nifty Indices constituents + Yahoo history
LALPATHLAB,Dr. Lal Path Labs Ltd.,LALPATHLAB.NS,2026-08-06,1942.5,,1949.0,1880.0,1887.1,2.94,1955.1,1272.6,-0.64,False,True,266333,,Nifty Indices constituents + Yahoo history
RBLBANK,RBL Bank Ltd.,RBLBANK.NS,2026-08-06,389.9,,391.75,387.45,389.8,0.03,392.7,243.25,-0.71,False,True,1909862,,Nifty Indices constituents + Yahoo history
HAL,Hindustan Aeronautics Ltd.,HAL.NS,2026-08-06,4934.3,,4948.0,4685.4,4645.0,6.23,4978.0,3479.1,-0.88,False,True,3817013,,Nifty Indices constituents + Yahoo history
NESTLEIND,Nestle India Ltd.,NESTLEIND.NS,2026-08-06,1519.8,,1534.8,1518.2,1520.0,-0.01,1535.9,1084.7,-1.05,False,True,985703,,Nifty Indices constituents + Yahoo history
LAURUSLABS,Laurus Labs Ltd.,LAURUSLABS.NS,2026-08-06,1835.5,,1854.9,1830.7,1835.0,0.03,1856.6,810.05,-1.14,False,True,1608136,,Nifty Indices constituents + Yahoo history
BIOCON,Biocon Ltd.,BIOCON.NS,2026-08-06,441.6,,441.75,421.25,425.2,3.86,447.15,331.0,-1.24,False,True,7723467,,Nifty Indices constituents + Yahoo history
RAINBOW,Rainbow Childrens Medicare Ltd.,RAINBOW.NS,2026-08-06,1589.2,,1606.0,1580.7,1598.6,-0.59,1610.0,1084.0,-1.29,False,True,62301,,Nifty Indices constituents + Yahoo history
GLAND,Gland Pharma Ltd.,GLAND.NS,2026-08-06,2600.0,,2622.0,2557.0,2545.1,2.16,2634.3,1573.6,-1.3,False,True,299153,,Nifty Indices constituents + Yahoo history
BHARATFORG,Bharat Forge Ltd.,BHARATFORG.NS,2026-08-06,2207.5,,2222.4,2176.1,2197.1,0.47,2238.0,1100.5,-1.36,False,True,635342,,Nifty Indices constituents + Yahoo history
ABCAPITAL,Aditya Birla Capital Ltd.,ABCAPITAL.NS,2026-08-06,424.65,,425.95,419.0,424.7,-0.01,430.7,267.0,-1.4,False,True,1233568,,Nifty Indices constituents + Yahoo history
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP.NS,2026-08-06,8918.0,,9015.0,8915.0,8910.0,0.09,9050.0,6696.5,-1.46,False,True,222812,,Nifty Indices constituents + Yahoo history
TVSMOTOR,TVS Motor Company Ltd.,TVSMOTOR.NS,2026-08-06,4386.3,,4436.9,4370.4,4455.2,-1.55,4455.2,2931.3,-1.55,False,True,689952,,Nifty Indices constituents + Yahoo history
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,FLUOROCHEM.NS,2026-08-06,4580.0,,4589.8,4490.0,4498.1,1.82,4653.2,2916.6,-1.57,False,True,46810,,Nifty Indices constituents + Yahoo history
ICICIBANK,ICICI Bank Ltd.,ICICIBANK.NS,2026-08-06,1454.4,,1460.0,1448.6,1450.1,0.3,1480.0,1187.6,-1.73,False,True,7459133,,Nifty Indices constituents + Yahoo history
HEG,H.E.G. Ltd.,HEG.NS,2026-08-06,685.6,,694.4,676.45,686.2,-0.09,698.0,459.8,-1.78,False,True,842710,,Nifty Indices constituents + Yahoo history
UNITDSPR,United Spirits Ltd.,UNITDSPR.NS,2026-08-06,1520.1,,1534.0,1516.4,1520.0,0.01,1548.0,1210.8,-1.8,False,True,266937,,Nifty Indices constituents + Yahoo history
LENSKART,Lenskart Solutions Ltd.,LENSKART.NS,2026-08-06,565.1,,575.0,563.65,572.65,-1.32,575.7,356.1,-1.84,False,True,920851,,Nifty Indices constituents + Yahoo history
RRKABEL,R R Kabel Ltd.,RRKABEL.NS,2026-08-06,2759.1,,2810.5,2754.1,2793.0,-1.21,2815.0,1165.0,-1.99,False,True,316723,,Nifty Indices constituents + Yahoo history
AUROPHARMA,Aurobindo Pharma Ltd.,AUROPHARMA.NS,2026-08-06,1603.1,,1634.4,1584.2,1613.4,-0.64,1636.8,1016.1,-2.06,False,True,987350,,Nifty Indices constituents + Yahoo history
USHAMART,Usha Martin Ltd.,USHAMART.NS,2026-08-06,516.5,,524.8,514.0,520.25,-0.72,527.5,333.6,-2.09,False,True,293298,,Nifty Indices constituents + Yahoo history
BAJAJ-AUTO,Bajaj Auto Ltd.,BAJAJ-AUTO.NS,2026-08-06,11607.0,,11778.0,11606.0,11800.0,-1.64,11856.0,7858.5,-2.1,False,True,132111,,Nifty Indices constituents + Yahoo history
GRASIM,Grasim Industries Ltd.,GRASIM.NS,2026-08-06,3191.2,,3232.8,3188.5,3224.0,-1.02,3260.0,2502.5,-2.11,False,True,166882,,Nifty Indices constituents + Yahoo history
OFSS,Oracle Financial Services Software Ltd.,OFSS.NS,2026-08-06,11721.0,,11898.0,11680.0,11759.0,-0.32,11979.0,6234.5,-2.15,False,True,123249,,Nifty Indices constituents + Yahoo history
MINDACORP,Minda Corporation Ltd.,MINDACORP.NS,2026-08-06,720.05,,729.05,716.55,723.0,-0.41,735.9,445.05,-2.15,False,True,90507,,Nifty Indices constituents + Yahoo history
BAJFINANCE,Bajaj Finance Ltd.,BAJFINANCE.NS,2026-08-06,1150.7,,1160.2,1144.6,1158.8,-0.7,1176.4,787.9,-2.18,False,True,3913939,,Nifty Indices constituents + Yahoo history
DIVISLAB,Divi's Laboratories Ltd.,DIVISLAB.NS,2026-08-06,8397.0,,8448.0,8373.0,8388.0,0.11,8585.0,5636.5,-2.19,False,True,185479,,Nifty Indices constituents + Yahoo history
ABB,ABB India Ltd.,ABB.NS,2026-08-06,7733.0,,7784.5,7671.0,7690.5,0.55,7924.5,4637.5,-2.42,False,True,103746,,Nifty Indices constituents + Yahoo history
REDINGTON,Redington Ltd.,REDINGTON.NS,2026-08-06,350.95,,354.15,343.15,347.85,0.89,360.55,191.31,-2.66,False,True,2954561,,Nifty Indices constituents + Yahoo history
SIEMENS,Siemens Ltd.,SIEMENS.NS,2026-08-06,3964.3,,4019.0,3948.8,3980.0,-0.39,4073.8,2826.0,-2.69,False,True,141931,,Nifty Indices constituents + Yahoo history
RADICO,Radico Khaitan Ltd,RADICO.NS,2026-08-06,4466.2,,4577.1,4465.0,4550.0,-1.84,4590.3,2500.0,-2.7,False,True,259208,,Nifty Indices constituents + Yahoo history
CHOICEIN,Choice International Ltd.,CHOICEIN.NS,2026-08-06,837.0,,841.85,824.5,824.35,1.53,860.5,568.7,-2.73,False,True,469339,,Nifty Indices constituents + Yahoo history
MEDANTA,Global Health Ltd.,MEDANTA.NS,2026-08-06,1434.9,,1439.8,1405.8,1410.3,1.74,1475.8,956.0,-2.77,False,True,123647,,Nifty Indices constituents + Yahoo history
BELRISE,Belrise Industries Ltd.,BELRISE.NS,2026-08-06,244.36,,245.5,240.85,241.49,1.19,252.0,132.5,-3.03,False,False,3005722,,Nifty Indices constituents + Yahoo history
SOLARINDS,Solar Industries India Ltd.,SOLARINDS.NS,2026-08-06,18581.0,,18830.0,18353.0,18400.0,0.98,19187.0,11646.0,-3.16,False,False,40958,,Nifty Indices constituents + Yahoo history
BOSCHLTD,Bosch Ltd.,BOSCHLTD.NS,2026-08-06,42265.0,,42920.0,41870.0,42920.0,-1.53,43650.0,28610.0,-3.17,False,False,21189,,Nifty Indices constituents + Yahoo history
NAM-INDIA,Nippon Life India Asset Management Ltd.,NAM-INDIA.NS,2026-08-06,1194.1,,1214.1,1191.8,1215.0,-1.72,1233.5,780.25,-3.19,False,False,282786,,Nifty Indices constituents + Yahoo history
