symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
RADICO,Radico Khaitan Ltd,RADICO.NS,2026-08-13,4675.2,,4675.2,4525.2,4533.0,3.14,4675.2,2500.0,0.0,True,True,400780,,Nifty Indices constituents + Yahoo history
PAYTM,One 97 Communications Ltd.,PAYTM.NS,2026-08-13,1649.5,,1649.5,1597.7,1610.0,2.45,1649.5,930.6,0.0,True,True,3076512,,Nifty Indices constituents + Yahoo history
WELCORP,Welspun Corp Ltd.,WELCORP.NS,2026-08-13,1883.9,,1886.0,1869.6,1867.6,0.87,1886.0,710.0,-0.11,True,True,484970,,Nifty Indices constituents + Yahoo history
SOLARINDS,Solar Industries India Ltd.,SOLARINDS.NS,2026-08-13,20324.0,,20400.0,18744.0,18730.0,8.51,20400.0,11646.0,-0.37,True,True,703297,,Nifty Indices constituents + Yahoo history
PIDILITIND,Pidilite Industries Ltd.,PIDILITIND.NS,2026-08-13,1696.1,,1702.9,1682.1,1701.5,-0.32,1702.9,1259.0,-0.4,True,True,570432,,Nifty Indices constituents + Yahoo history
RRKABEL,R R Kabel Ltd.,RRKABEL.NS,2026-08-13,2834.2,,2848.0,2780.5,2789.6,1.6,2848.0,1165.0,-0.48,True,True,174629,,Nifty Indices constituents + Yahoo history
AARTIIND,Aarti Industries Ltd.,AARTIIND.NS,2026-08-13,538.2,,541.7,528.8,530.9,1.38,541.7,338.05,-0.65,True,True,2850636,,Nifty Indices constituents + Yahoo history
KEI,KEI Industries Ltd.,KEI.NS,2026-08-13,5789.0,,5837.0,5701.1,5754.0,0.61,5837.0,3728.7,-0.82,True,True,428881,,Nifty Indices constituents + Yahoo history
BOSCHLTD,Bosch Ltd.,BOSCHLTD.NS,2026-08-13,46750.0,,47285.0,46500.0,46480.0,0.58,47285.0,28610.0,-1.13,True,True,48750,,Nifty Indices constituents + Yahoo history
AUROPHARMA,Aurobindo Pharma Ltd.,AUROPHARMA.NS,2026-08-13,1663.4,,1682.4,1654.5,1667.0,-0.22,1682.4,1016.1,-1.13,True,True,962632,,Nifty Indices constituents + Yahoo history
ANANDRATHI,Anand Rathi Wealth Ltd.,ANANDRATHI.NS,2026-08-13,2198.8,,2230.0,2181.2,2189.0,0.45,2230.0,1334.05,-1.4,True,True,222245,,Nifty Indices constituents + Yahoo history
HFCL,HFCL Ltd.,HFCL.NS,2026-08-13,227.36,,230.95,222.62,221.52,2.64,230.95,59.82,-1.55,True,True,23503082,,Nifty Indices constituents + Yahoo history
SAILIFE,Sai Life Sciences Ltd.,SAILIFE.NS,2026-08-13,1451.2,,1475.0,1431.5,1463.6,-0.85,1475.0,783.85,-1.61,True,True,477974,,Nifty Indices constituents + Yahoo history
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,AJANTPHARM.NS,2026-08-13,3614.6,,3675.0,3540.0,3541.0,2.08,3675.0,2329.9,-1.64,True,True,136792,,Nifty Indices constituents + Yahoo history
