symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
JSWSTEEL,JSW Steel Ltd.,JSWSTEEL.NS,2026-08-26,1341.0,,1341.0,1310.4,1320.3,1.57,1341.0,1022.3,0.0,True,True,1894596,,Nifty Indices constituents + Yahoo history
DIVISLAB,Divi's Laboratories Ltd.,DIVISLAB.NS,2026-08-26,9025.0,,9043.0,8701.0,8744.5,3.21,9043.0,5636.5,-0.2,True,True,708117,,Nifty Indices constituents + Yahoo history
ANTHEM,Anthem Biosciences Ltd.,ANTHEM.NS,2026-08-26,923.05,,927.0,878.0,874.7,5.53,927.0,579.15,-0.43,True,True,1850955,,Nifty Indices constituents + Yahoo history
TVSMOTOR,TVS Motor Company Ltd.,TVSMOTOR.NS,2026-08-26,4464.0,,4484.5,4415.0,4420.0,1.0,4484.5,3228.0,-0.46,True,True,908000,,Nifty Indices constituents + Yahoo history
LAURUSLABS,Laurus Labs Ltd.,LAURUSLABS.NS,2026-08-26,1887.0,,1898.3,1857.4,1866.2,1.11,1898.3,823.1,-0.6,True,True,3333619,,Nifty Indices constituents + Yahoo history
BOSCHLTD,Bosch Ltd.,BOSCHLTD.NS,2026-08-26,48895.0,,49190.0,48310.0,48680.0,0.44,49190.0,28610.0,-0.6,True,True,28907,,Nifty Indices constituents + Yahoo history
PAYTM,One 97 Communications Ltd.,PAYTM.NS,2026-08-26,1716.0,,1732.3,1707.0,1718.0,-0.12,1732.3,930.6,-0.94,True,True,4916902,,Nifty Indices constituents + Yahoo history
KARURVYSYA,Karur Vysya Bank Ltd.,KARURVYSYA.NS,2026-08-26,354.35,,358.65,345.55,346.0,2.41,358.65,201.82,-1.2,True,True,3910141,,Nifty Indices constituents + Yahoo history
PIRAMALFIN,Piramal Finance Ltd.,PIRAMALFIN.NS,2026-08-26,2221.4,,2252.2,2150.2,2181.2,1.84,2252.2,1260.0,-1.37,True,True,855887,,Nifty Indices constituents + Yahoo history
JINDALSAW,Jindal Saw Ltd.,JINDALSAW.NS,2026-08-26,302.45,,307.9,279.0,281.75,7.35,307.9,153.0,-1.77,True,True,12334898,,Nifty Indices constituents + Yahoo history
IPCALAB,Ipca Laboratories Ltd.,IPCALAB.NS,2026-08-26,1952.4,,1992.0,1935.1,1928.5,1.24,1992.0,1251.6,-1.99,True,True,455425,,Nifty Indices constituents + Yahoo history
IDEA,Vodafone Idea Ltd.,IDEA.NS,2026-08-26,15.06,,15.37,15.02,15.19,-0.86,15.37,6.46,-2.02,True,True,478501536,,Nifty Indices constituents + Yahoo history
