symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
RADICO,Radico Khaitan Ltd,RADICO.NS,2026-08-17,4693.4,,4693.4,4612.5,4650.0,0.93,4693.4,2500.0,0.0,True,True,212498,,Nifty Indices constituents + Yahoo history
KEI,KEI Industries Ltd.,KEI.NS,2026-08-17,5873.0,,5880.0,5680.0,5700.0,3.04,5880.0,3728.7,-0.12,True,True,343807,,Nifty Indices constituents + Yahoo history
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,AJANTPHARM.NS,2026-08-17,3718.2,,3738.0,3650.0,3672.8,1.24,3738.0,2329.9,-0.53,True,True,110428,,Nifty Indices constituents + Yahoo history
ANTHEM,Anthem Biosciences Ltd.,ANTHEM.NS,2026-08-17,898.0,,904.0,886.0,890.1,0.89,904.0,579.15,-0.66,True,True,693900,,Nifty Indices constituents + Yahoo history
NEULANDLAB,Neuland Laboratories Ltd.,NEULANDLAB.NS,2026-08-17,23661.0,,23843.0,22971.0,23320.0,1.46,23843.0,11500.0,-0.76,True,True,93972,,Nifty Indices constituents + Yahoo history
PTCIL,PTC Industries Ltd.,PTCIL.NS,2026-08-17,20584.0,,20750.0,19067.0,19050.0,8.05,20750.0,13251.0,-0.8,True,True,284132,,Nifty Indices constituents + Yahoo history
BOSCHLTD,Bosch Ltd.,BOSCHLTD.NS,2026-08-17,46970.0,,47730.0,46870.0,47100.0,-0.28,47730.0,28610.0,-1.59,True,True,29493,,Nifty Indices constituents + Yahoo history
HAL,Hindustan Aeronautics Ltd.,HAL.NS,2026-08-17,5059.0,,5149.9,5045.0,5029.9,0.58,5149.9,3479.1,-1.77,True,True,1719284,,Nifty Indices constituents + Yahoo history
IPCALAB,Ipca Laboratories Ltd.,IPCALAB.NS,2026-08-17,1884.6,,1945.1,1805.9,1734.2,8.67,1945.1,1251.6,-3.11,True,False,6964883,,Nifty Indices constituents + Yahoo history
LGEINDIA,LG Electronics India Ltd.,LGEINDIA.NS,2026-08-17,1667.6,,1755.0,1658.1,1729.7,-3.59,1755.0,1304.1,-4.98,True,False,2114145,,Nifty Indices constituents + Yahoo history
HONASA,Honasa Consumer Ltd.,HONASA.NS,2026-08-17,481.65,,509.8,476.9,502.8,-4.21,509.8,248.4,-5.52,True,False,2569374,,Nifty Indices constituents + Yahoo history
UNITDSPR,United Spirits Ltd.,UNITDSPR.NS,2026-08-17,1545.0,,1546.3,1523.5,1536.0,0.59,1548.7,1210.8,-0.24,False,True,363255,,Nifty Indices constituents + Yahoo history
WELCORP,Welspun Corp Ltd.,WELCORP.NS,2026-08-17,1882.0,,1887.1,1846.0,1873.3,0.46,1896.0,710.0,-0.74,False,True,202662,,Nifty Indices constituents + Yahoo history
NETWEB,Netweb Technologies India Ltd.,NETWEB.NS,2026-08-17,5212.4,,5225.0,5008.3,5007.2,4.1,5269.0,2037.3,-1.07,False,True,1438596,,Nifty Indices constituents + Yahoo history
RKFORGE,Ramkrishna Forgings Ltd.,RKFORGE.NS,2026-08-17,755.0,,759.0,733.95,732.6,3.06,763.5,460.15,-1.11,False,True,1027323,,Nifty Indices constituents + Yahoo history
BALRAMCHIN,Balrampur Chini Mills Ltd.,BALRAMCHIN.NS,2026-08-17,655.75,,658.7,630.7,624.85,4.95,665.5,393.55,-1.47,False,True,1396170,,Nifty Indices constituents + Yahoo history
ELGIEQUIP,Elgi Equipments Ltd.,ELGIEQUIP.NS,2026-08-17,624.2,,626.55,603.2,609.5,2.41,633.85,408.25,-1.52,False,True,1399166,,Nifty Indices constituents + Yahoo history
OFSS,Oracle Financial Services Software Ltd.,OFSS.NS,2026-08-17,11789.0,,11920.0,11742.0,11828.0,-0.33,11979.0,6234.5,-1.59,False,True,128403,,Nifty Indices constituents + Yahoo history
BAJAJ-AUTO,Bajaj Auto Ltd.,BAJAJ-AUTO.NS,2026-08-17,11663.0,,11808.0,11663.0,11700.0,-0.32,11863.0,8400.0,-1.69,False,True,181681,,Nifty Indices constituents + Yahoo history
