symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
TITAN,Titan Company Ltd.,TITAN.NS,2026-08-11,5150.5,,5168.0,5090.0,5090.0,1.19,5168.0,3303.1,-0.34,True,True,1203954,,Nifty Indices constituents + Yahoo history
ANTHEM,Anthem Biosciences Ltd.,ANTHEM.NS,2026-08-11,896.0,,899.9,852.5,853.0,5.04,899.9,579.15,-0.43,True,True,1229613,,Nifty Indices constituents + Yahoo history
LALPATHLAB,Dr. Lal Path Labs Ltd.,LALPATHLAB.NS,2026-08-11,1946.2,,1955.1,1917.1,1931.6,0.76,1955.1,1272.6,-0.46,True,True,104517,,Nifty Indices constituents + Yahoo history
ATHERENERG,Ather Energy Ltd.,ATHERENERG.NS,2026-08-11,1527.5,,1534.8,1472.0,1466.2,4.18,1534.8,398.2,-0.48,True,True,3883174,,Nifty Indices constituents + Yahoo history
CHENNPETRO,Chennai Petroleum Corporation Ltd.,CHENNPETRO.NS,2026-08-11,1395.0,,1402.0,1237.0,1240.1,12.49,1402.0,620.85,-0.5,True,True,9448794,,Nifty Indices constituents + Yahoo history
LENSKART,Lenskart Solutions Ltd.,LENSKART.NS,2026-08-11,588.55,,592.2,582.15,586.15,0.41,592.2,356.1,-0.62,True,True,2978800,,Nifty Indices constituents + Yahoo history
BOSCHLTD,Bosch Ltd.,BOSCHLTD.NS,2026-08-11,45455.0,,45750.0,44000.0,43505.0,4.48,45750.0,28610.0,-0.64,True,True,124657,,Nifty Indices constituents + Yahoo history
RKFORGE,Ramkrishna Forgings Ltd.,RKFORGE.NS,2026-08-11,756.0,,761.8,737.6,726.55,4.05,761.8,460.15,-0.76,True,True,1171988,,Nifty Indices constituents + Yahoo history
EMCURE,Emcure Pharmaceuticals Ltd.,EMCURE.NS,2026-08-11,1997.6,,2024.9,1985.0,1978.4,0.97,2024.9,1260.0,-1.35,True,True,82155,,Nifty Indices constituents + Yahoo history
BELRISE,Belrise Industries Ltd.,BELRISE.NS,2026-08-11,254.26,,257.75,251.53,252.77,0.59,257.75,132.5,-1.35,True,True,2345129,,Nifty Indices constituents + Yahoo history
CPPLUS,Aditya Infotech Ltd.,CPPLUS.NS,2026-08-11,3859.2,,3915.0,3762.0,3764.8,2.51,3915.0,1045.55,-1.43,True,True,258128,,Nifty Indices constituents + Yahoo history
PAYTM,One 97 Communications Ltd.,PAYTM.NS,2026-08-11,1613.6,,1639.9,1576.1,1584.1,1.86,1639.9,930.6,-1.6,True,True,6946992,,Nifty Indices constituents + Yahoo history
BAJAJ-AUTO,Bajaj Auto Ltd.,BAJAJ-AUTO.NS,2026-08-11,11668.0,,11863.0,11615.0,11677.0,-0.08,11863.0,8132.5,-1.64,True,True,208625,,Nifty Indices constituents + Yahoo history
MINDACORP,Minda Corporation Ltd.,MINDACORP.NS,2026-08-11,729.5,,741.9,726.55,721.65,1.09,741.9,445.05,-1.67,True,True,130828,,Nifty Indices constituents + Yahoo history
WELCORP,Welspun Corp Ltd.,WELCORP.NS,2026-08-11,1835.1,,1869.9,1816.5,1848.5,-0.72,1869.9,710.0,-1.86,True,True,525714,,Nifty Indices constituents + Yahoo history
JINDALSAW,Jindal Saw Ltd.,JINDALSAW.NS,2026-08-11,275.5,,281.0,274.5,271.4,1.51,281.0,153.0,-1.96,True,True,788271,,Nifty Indices constituents + Yahoo history
EXIDEIND,Exide Industries Ltd.,EXIDEIND.NS,2026-08-11,486.25,,496.4,478.8,485.4,0.18,496.4,287.0,-2.04,True,True,3478051,,Nifty Indices constituents + Yahoo history
REDINGTON,Redington Ltd.,REDINGTON.NS,2026-08-11,355.5,,364.5,352.7,353.2,0.65,364.5,191.31,-2.47,True,True,3351768,,Nifty Indices constituents + Yahoo history
TATATECH,Tata Technologies Ltd.,TATATECH.NS,2026-08-11,867.75,,891.0,861.1,879.15,-1.3,891.0,507.4,-2.61,True,True,1259113,,Nifty Indices constituents + Yahoo history
ASTERDM,Aster DM Quality Care Ltd.,ASTERDM.NS,2026-08-11,857.25,,883.2,852.7,869.7,-1.43,883.2,519.1,-2.94,True,True,641944,,Nifty Indices constituents + Yahoo history
SYRMA,Syrma SGS Technology Ltd.,SYRMA.NS,2026-08-11,1496.0,,1543.0,1486.9,1516.4,-1.35,1543.0,634.5,-3.05,True,False,1260990,,Nifty Indices constituents + Yahoo history
GLAND,Gland Pharma Ltd.,GLAND.NS,2026-08-11,2864.9,,2988.4,2808.0,2667.3,7.41,2988.4,1573.6,-4.13,True,False,7140410,,Nifty Indices constituents + Yahoo history
ANANDRATHI,Anand Rathi Wealth Ltd.,ANANDRATHI.NS,2026-08-11,2157.0,,2159.8,2117.2,2101.5,2.64,2176.2,1295.15,-0.88,False,True,174779,,Nifty Indices constituents + Yahoo history
RBLBANK,RBL Bank Ltd.,RBLBANK.NS,2026-08-11,388.75,,391.0,385.25,391.0,-0.58,392.7,243.25,-1.01,False,True,1057688,,Nifty Indices constituents + Yahoo history
UNITDSPR,United Spirits Ltd.,UNITDSPR.NS,2026-08-11,1530.9,,1531.6,1513.2,1512.4,1.22,1548.0,1210.8,-1.1,False,True,217509,,Nifty Indices constituents + Yahoo history
PIDILITIND,Pidilite Industries Ltd.,PIDILITIND.NS,2026-08-11,1667.7,,1686.3,1663.6,1660.0,0.46,1686.4,1259.0,-1.11,False,True,714265,,Nifty Indices constituents + Yahoo history
SAILIFE,Sai Life Sciences Ltd.,SAILIFE.NS,2026-08-11,1454.6,,1472.8,1414.7,1426.2,1.99,1473.5,783.85,-1.28,False,True,507119,,Nifty Indices constituents + Yahoo history
DIVISLAB,Divi's Laboratories Ltd.,DIVISLAB.NS,2026-08-11,8474.0,,8509.0,8285.5,8300.0,2.1,8585.0,5636.5,-1.29,False,True,384539,,Nifty Indices constituents + Yahoo history
AUROPHARMA,Aurobindo Pharma Ltd.,AUROPHARMA.NS,2026-08-11,1649.9,,1656.0,1639.9,1648.0,0.12,1671.9,1016.1,-1.32,False,True,308516,,Nifty Indices constituents + Yahoo history
KEI,KEI Industries Ltd.,KEI.NS,2026-08-11,5630.3,,5691.0,5572.2,5659.8,-0.52,5708.0,3712.2,-1.36,False,True,300348,,Nifty Indices constituents + Yahoo history
OFSS,Oracle Financial Services Software Ltd.,OFSS.NS,2026-08-11,11814.0,,11968.0,11675.0,11890.0,-0.64,11979.0,6234.5,-1.38,False,True,196760,,Nifty Indices constituents + Yahoo history
RADICO,Radico Khaitan Ltd,RADICO.NS,2026-08-11,4526.3,,4566.3,4520.3,4550.0,-0.52,4590.3,2500.0,-1.39,False,True,123528,,Nifty Indices constituents + Yahoo history
LAURUSLABS,Laurus Labs Ltd.,LAURUSLABS.NS,2026-08-11,1842.7,,1851.1,1833.1,1854.0,-0.61,1870.8,810.05,-1.5,False,True,1059307,,Nifty Indices constituents + Yahoo history
MOTHERSON,Samvardhana Motherson International Ltd.,MOTHERSON.NS,2026-08-11,169.33,,170.03,167.44,167.99,0.8,172.0,89.7,-1.55,False,True,14093680,,Nifty Indices constituents + Yahoo history
RRKABEL,R R Kabel Ltd.,RRKABEL.NS,2026-08-11,2769.0,,2797.0,2738.0,2756.9,0.44,2815.0,1165.0,-1.63,False,True,181270,,Nifty Indices constituents + Yahoo history
TVSMOTOR,TVS Motor Company Ltd.,TVSMOTOR.NS,2026-08-11,4400.6,,4460.0,4370.0,4466.2,-1.47,4475.0,2955.5,-1.66,False,True,711453,,Nifty Indices constituents + Yahoo history
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,AJANTPHARM.NS,2026-08-11,3537.5,,3586.9,3504.5,3506.2,0.89,3598.8,2329.9,-1.7,False,True,66776,,Nifty Indices constituents + Yahoo history
HAL,Hindustan Aeronautics Ltd.,HAL.NS,2026-08-11,4892.8,,4963.8,4855.6,4928.0,-0.71,4978.0,3479.1,-1.71,False,True,266957,,Nifty Indices constituents + Yahoo history
PPLPHARMA,Piramal Pharma Ltd.,PPLPHARMA.NS,2026-08-11,214.18,,217.85,212.98,213.61,0.27,218.5,132.3,-1.98,False,True,2829264,,Nifty Indices constituents + Yahoo history
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,M&MFIN.NS,2026-08-11,406.05,,414.0,404.55,412.3,-1.52,415.0,251.05,-2.16,False,True,910429,,Nifty Indices constituents + Yahoo history
VIJAYA,Vijaya Diagnostic Centre Ltd.,VIJAYA.NS,2026-08-11,1408.7,,1418.9,1382.9,1351.1,4.26,1440.0,848.0,-2.17,False,True,98663,,Nifty Indices constituents + Yahoo history
GRASIM,Grasim Industries Ltd.,GRASIM.NS,2026-08-11,3337.0,,3402.8,3323.2,3380.5,-1.29,3411.1,2502.5,-2.17,False,True,468772,,Nifty Indices constituents + Yahoo history
ZYDUSLIFE,Zydus Lifesciences Ltd.,ZYDUSLIFE.NS,2026-08-11,1155.8,,1166.8,1117.6,1119.0,3.29,1181.5,835.5,-2.18,False,True,3836486,,Nifty Indices constituents + Yahoo history
