symbol,company,ticker,last_date,last_price,open,day_high,day_low,previous_close,change_pct,year_high,year_low,distance_from_52w_high_pct,fresh_52w_high,within_3pct_52w_high,volume,traded_value,source
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP.NS,2026-08-04,9050.0,,9050.0,8760.0,8820.0,2.61,9050.0,6696.5,0.0,True,True,259144,,Nifty Indices constituents + Yahoo history
LAURUSLABS,Laurus Labs Ltd.,LAURUSLABS.NS,2026-08-04,1850.0,,1850.0,1806.1,1811.4,2.13,1850.0,810.05,0.0,True,True,1404337,,Nifty Indices constituents + Yahoo history
TITAN,Titan Company Ltd.,TITAN.NS,2026-08-04,4935.0,,4935.0,4862.0,4875.2,1.23,4935.0,3303.1,0.0,True,True,1181647,,Nifty Indices constituents + Yahoo history
WELCORP,Welspun Corp Ltd.,WELCORP.NS,2026-08-04,1736.6,,1743.5,1701.0,1715.3,1.24,1743.5,710.0,-0.4,True,True,570736,,Nifty Indices constituents + Yahoo history
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN.NS,2026-08-04,1875.0,,1888.2,1859.4,1849.9,1.36,1888.2,1299.4,-0.7,True,True,1345485,,Nifty Indices constituents + Yahoo history
TVSMOTOR,TVS Motor Company Ltd.,TVSMOTOR.NS,2026-08-04,4360.0,,4392.8,4336.0,4313.1,1.09,4392.8,2882.6,-0.75,True,True,1390674,,Nifty Indices constituents + Yahoo history
SAREGAMA,Saregama India Ltd,SAREGAMA.NS,2026-08-04,542.55,,547.5,493.7,514.2,5.51,547.5,307.05,-0.9,True,True,6168957,,Nifty Indices constituents + Yahoo history
SONACOMS,Sona BLW Precision Forgings Ltd.,SONACOMS.NS,2026-08-04,787.0,,794.45,774.5,785.0,0.25,794.45,402.3,-0.94,True,True,2041058,,Nifty Indices constituents + Yahoo history
DIVISLAB,Divi's Laboratories Ltd.,DIVISLAB.NS,2026-08-04,8378.0,,8460.5,8243.0,8056.0,4.0,8460.5,5636.5,-0.98,True,True,970269,,Nifty Indices constituents + Yahoo history
SAILIFE,Sai Life Sciences Ltd.,SAILIFE.NS,2026-08-04,1366.4,,1380.0,1333.4,1333.4,2.47,1380.0,778.5,-0.99,True,True,423492,,Nifty Indices constituents + Yahoo history
RBLBANK,RBL Bank Ltd.,RBLBANK.NS,2026-08-04,380.55,,384.5,377.2,379.95,0.16,384.5,243.25,-1.03,True,True,2208571,,Nifty Indices constituents + Yahoo history
NESTLEIND,Nestle India Ltd.,NESTLEIND.NS,2026-08-04,1520.0,,1535.9,1448.3,1530.0,-0.65,1535.9,1084.7,-1.04,True,True,4023200,,Nifty Indices constituents + Yahoo history
UNITDSPR,United Spirits Ltd.,UNITDSPR.NS,2026-08-04,1525.0,,1548.0,1521.5,1515.9,0.6,1548.0,1210.8,-1.49,True,True,553256,,Nifty Indices constituents + Yahoo history
SIEMENS,Siemens Ltd.,SIEMENS.NS,2026-08-04,4000.5,,4073.8,3919.6,3900.0,2.58,4073.8,2826.0,-1.8,True,True,1107665,,Nifty Indices constituents + Yahoo history
GLAND,Gland Pharma Ltd.,GLAND.NS,2026-08-04,2583.1,,2634.3,2561.1,2579.2,0.15,2634.3,1573.6,-1.94,True,True,765456,,Nifty Indices constituents + Yahoo history
CRAFTSMAN,Craftsman Automation Ltd.,CRAFTSMAN.NS,2026-08-04,10175.0,,10397.0,10150.0,9873.5,3.05,10397.0,6255.0,-2.14,True,True,27275,,Nifty Indices constituents + Yahoo history
PIDILITIND,Pidilite Industries Ltd.,PIDILITIND.NS,2026-08-04,1620.0,,1659.0,1602.0,1642.5,-1.37,1659.0,1259.0,-2.35,True,True,2923763,,Nifty Indices constituents + Yahoo history
RKFORGE,Ramkrishna Forgings Ltd.,RKFORGE.NS,2026-08-04,688.7,,708.8,676.15,681.15,1.11,708.8,460.15,-2.84,True,True,2926115,,Nifty Indices constituents + Yahoo history
MOTHERSON,Samvardhana Motherson International Ltd.,MOTHERSON.NS,2026-08-04,151.0,,155.87,148.34,155.01,-2.59,155.87,89.7,-3.12,True,False,26873713,,Nifty Indices constituents + Yahoo history
ATHERENERG,Ather Energy Ltd.,ATHERENERG.NS,2026-08-04,1450.4,,1500.0,1336.5,1272.7,13.96,1500.0,349.35,-3.31,True,False,23852154,,Nifty Indices constituents + Yahoo history
LALPATHLAB,Dr. Lal Path Labs Ltd.,LALPATHLAB.NS,2026-08-04,1889.4,,1955.1,1871.0,1905.2,-0.83,1955.1,1272.6,-3.36,True,False,500176,,Nifty Indices constituents + Yahoo history
GABRIEL,Gabriel India Ltd.,GABRIEL.NS,2026-08-04,1530.8,,1584.8,1501.0,1527.4,0.22,1584.8,795.7,-3.41,True,False,754329,,Nifty Indices constituents + Yahoo history
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.,DEEPAKFERT.NS,2026-08-04,1599.1,,1681.0,1578.5,1576.0,1.47,1681.0,866.4,-4.87,True,False,2177062,,Nifty Indices constituents + Yahoo history
ASTERDM,Aster DM Quality Care Ltd.,ASTERDM.NS,2026-08-04,834.7,,837.5,815.1,815.15,2.4,839.4,519.1,-0.56,False,True,785567,,Nifty Indices constituents + Yahoo history
EXIDEIND,Exide Industries Ltd.,EXIDEIND.NS,2026-08-04,458.35,,460.95,441.6,444.7,3.07,461.4,287.0,-0.66,False,True,5886110,,Nifty Indices constituents + Yahoo history
NYKAA,FSN E-Commerce Ventures Ltd.,NYKAA.NS,2026-08-04,342.5,,342.5,334.6,344.9,-0.7,344.9,200.14,-0.7,False,True,5133948,,Nifty Indices constituents + Yahoo history
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,FLUOROCHEM.NS,2026-08-04,4612.8,,4631.0,4440.0,4366.8,5.63,4653.2,2916.6,-0.87,False,True,128051,,Nifty Indices constituents + Yahoo history
RAINBOW,Rainbow Childrens Medicare Ltd.,RAINBOW.NS,2026-08-04,1579.0,,1586.0,1535.0,1525.4,3.51,1593.7,1084.0,-0.92,False,True,159614,,Nifty Indices constituents + Yahoo history
RADICO,Radico Khaitan Ltd,RADICO.NS,2026-08-04,4450.0,,4484.8,4414.3,4459.1,-0.2,4494.4,2500.0,-0.99,False,True,338965,,Nifty Indices constituents + Yahoo history
BALRAMCHIN,Balrampur Chini Mills Ltd.,BALRAMCHIN.NS,2026-08-04,658.7,,664.95,636.75,646.8,1.84,665.5,393.55,-1.02,False,True,1590567,,Nifty Indices constituents + Yahoo history
EMCURE,Emcure Pharmaceuticals Ltd.,EMCURE.NS,2026-08-04,1978.1,,1995.0,1960.1,1960.1,0.92,1999.0,1260.0,-1.05,False,True,103613,,Nifty Indices constituents + Yahoo history
LENSKART,Lenskart Solutions Ltd.,LENSKART.NS,2026-08-04,567.5,,572.85,565.6,561.4,1.09,575.7,356.1,-1.42,False,True,2501759,,Nifty Indices constituents + Yahoo history
MEDANTA,Global Health Ltd.,MEDANTA.NS,2026-08-04,1435.1,,1450.0,1415.0,1405.6,2.1,1456.5,956.0,-1.47,False,True,197183,,Nifty Indices constituents + Yahoo history
MARICO,Marico Ltd.,MARICO.NS,2026-08-04,875.0,,881.0,852.15,880.95,-0.68,889.1,690.3,-1.59,False,True,2333278,,Nifty Indices constituents + Yahoo history
HEG,H.E.G. Ltd.,HEG.NS,2026-08-04,678.95,,683.9,663.0,657.25,3.3,690.0,459.8,-1.6,False,True,1831826,,Nifty Indices constituents + Yahoo history
ICICIBANK,ICICI Bank Ltd.,ICICIBANK.NS,2026-08-04,1454.6,,1454.6,1430.8,1460.0,-0.37,1480.0,1187.6,-1.72,False,True,11380139,,Nifty Indices constituents + Yahoo history
MINDACORP,Minda Corporation Ltd.,MINDACORP.NS,2026-08-04,722.2,,732.0,718.5,727.6,-0.74,735.9,445.05,-1.86,False,True,233679,,Nifty Indices constituents + Yahoo history
SHRIRAMFIN,Shriram Finance Ltd.,SHRIRAMFIN.NS,2026-08-04,1087.3,,1091.7,1075.1,1090.2,-0.27,1108.0,566.5,-1.87,False,True,3516487,,Nifty Indices constituents + Yahoo history
BHARATFORG,Bharat Forge Ltd.,BHARATFORG.NS,2026-08-04,2195.0,,2214.9,2177.1,2211.0,-0.72,2238.0,1100.5,-1.92,False,True,699849,,Nifty Indices constituents + Yahoo history
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,AJANTPHARM.NS,2026-08-04,3525.1,,3550.0,3504.4,3465.2,1.73,3598.8,2329.9,-2.05,False,True,83877,,Nifty Indices constituents + Yahoo history
CHENNPETRO,Chennai Petroleum Corporation Ltd.,CHENNPETRO.NS,2026-08-04,1325.7,,1351.0,1301.3,1325.5,0.02,1354.0,620.85,-2.09,False,True,1992793,,Nifty Indices constituents + Yahoo history
JSWSTEEL,JSW Steel Ltd.,JSWSTEEL.NS,2026-08-04,1300.0,,1300.0,1275.9,1292.3,0.6,1328.0,1022.3,-2.11,False,True,1474542,,Nifty Indices constituents + Yahoo history
THELEELA,Leela Palaces Hotels & Resorts Ltd.,THELEELA.NS,2026-08-04,500.1,,508.95,491.4,494.6,1.11,511.0,384.5,-2.13,False,True,573186,,Nifty Indices constituents + Yahoo history
BAJAJ-AUTO,Bajaj Auto Ltd.,BAJAJ-AUTO.NS,2026-08-04,11600.0,,11751.0,11541.0,11856.0,-2.16,11856.0,7858.5,-2.16,False,True,307902,,Nifty Indices constituents + Yahoo history
LLOYDSME,Lloyds Metals And Energy Ltd.,LLOYDSME.NS,2026-08-04,2053.0,,2070.5,2037.3,2047.0,0.29,2100.0,1042.9,-2.24,False,True,361909,,Nifty Indices constituents + Yahoo history
REDINGTON,Redington Ltd.,REDINGTON.NS,2026-08-04,349.6,,353.9,340.0,347.85,0.5,357.8,191.31,-2.29,False,True,18684105,,Nifty Indices constituents + Yahoo history
BAJFINANCE,Bajaj Finance Ltd.,BAJFINANCE.NS,2026-08-04,1149.0,,1164.0,1139.5,1153.0,-0.35,1176.4,787.9,-2.33,False,True,9436362,,Nifty Indices constituents + Yahoo history
ABCAPITAL,Aditya Birla Capital Ltd.,ABCAPITAL.NS,2026-08-04,420.0,,425.6,415.35,424.35,-1.03,430.7,251.5,-2.48,False,True,3927503,,Nifty Indices constituents + Yahoo history
FEDERALBNK,Federal Bank Ltd.,FEDERALBNK.NS,2026-08-04,362.45,,364.55,357.1,371.7,-2.49,371.7,185.11,-2.49,False,True,5561156,,Nifty Indices constituents + Yahoo history
SOLARINDS,Solar Industries India Ltd.,SOLARINDS.NS,2026-08-04,18700.0,,18800.0,18537.0,18659.0,0.22,19187.0,11646.0,-2.54,False,True,58238,,Nifty Indices constituents + Yahoo history
NAM-INDIA,Nippon Life India Asset Management Ltd.,NAM-INDIA.NS,2026-08-04,1202.0,,1202.0,1161.7,1165.0,3.18,1233.5,780.25,-2.55,False,True,1990317,,Nifty Indices constituents + Yahoo history
PAYTM,One 97 Communications Ltd.,PAYTM.NS,2026-08-04,1400.0,,1436.6,1388.4,1410.0,-0.71,1437.6,930.6,-2.62,False,True,6108802,,Nifty Indices constituents + Yahoo history
TATATECH,Tata Technologies Ltd.,TATATECH.NS,2026-08-04,762.55,,769.7,756.4,763.8,-0.16,784.0,507.4,-2.74,False,True,443192,,Nifty Indices constituents + Yahoo history
ABB,ABB India Ltd.,ABB.NS,2026-08-04,7700.0,,7894.5,7600.5,7601.0,1.3,7924.5,4637.5,-2.83,False,True,718108,,Nifty Indices constituents + Yahoo history
AUBANK,AU Small Finance Bank Ltd.,AUBANK.NS,2026-08-04,1059.0,,1059.0,1035.2,1047.3,1.12,1090.4,682.15,-2.88,False,True,771800,,Nifty Indices constituents + Yahoo history
KARURVYSYA,Karur Vysya Bank Ltd.,KARURVYSYA.NS,2026-08-04,341.45,,349.7,340.8,348.1,-1.91,351.8,201.82,-2.94,False,True,1754017,,Nifty Indices constituents + Yahoo history
AUROPHARMA,Aurobindo Pharma Ltd.,AUROPHARMA.NS,2026-08-04,1585.9,,1585.9,1536.8,1554.7,2.01,1636.8,1016.1,-3.11,False,False,2242896,,Nifty Indices constituents + Yahoo history
IDFCFIRSTB,IDFC First Bank Ltd.,IDFCFIRSTB.NS,2026-08-04,86.0,,86.13,84.45,86.0,0.0,88.76,58.08,-3.11,False,False,12926785,,Nifty Indices constituents + Yahoo history
OFSS,Oracle Financial Services Software Ltd.,OFSS.NS,2026-08-04,11600.0,,11685.0,11425.0,11332.0,2.36,11979.0,6234.5,-3.16,False,False,257067,,Nifty Indices constituents + Yahoo history
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,M&MFIN.NS,2026-08-04,398.6,,403.95,392.8,405.5,-1.7,412.2,251.0,-3.3,False,False,3038854,,Nifty Indices constituents + Yahoo history
PPLPHARMA,Piramal Pharma Ltd.,PPLPHARMA.NS,2026-08-04,202.5,,203.95,197.75,199.28,1.62,209.44,132.3,-3.31,False,False,7036725,,Nifty Indices constituents + Yahoo history
EICHERMOT,Eicher Motors Ltd.,EICHERMOT.NS,2026-08-04,7935.0,,8024.0,7867.5,8050.0,-1.43,8230.0,5520.0,-3.58,False,False,599645,,Nifty Indices constituents + Yahoo history
KEI,KEI Industries Ltd.,KEI.NS,2026-08-04,5500.0,,5510.0,5201.0,5023.3,9.49,5708.0,3712.2,-3.64,False,False,3727266,,Nifty Indices constituents + Yahoo history
GRASIM,Grasim Industries Ltd.,GRASIM.NS,2026-08-04,3138.0,,3219.1,3115.0,3260.0,-3.74,3260.0,2502.5,-3.74,False,False,770563,,Nifty Indices constituents + Yahoo history
VIJAYA,Vijaya Diagnostic Centre Ltd.,VIJAYA.NS,2026-08-04,1385.1,,1394.0,1341.9,1344.4,3.03,1440.0,848.0,-3.81,False,False,149365,,Nifty Indices constituents + Yahoo history
NAVINFLUOR,Navin Fluorine International Ltd.,NAVINFLUOR.NS,2026-08-04,7629.0,,7753.5,7557.5,7555.0,0.98,7936.0,4498.5,-3.87,False,False,196955,,Nifty Indices constituents + Yahoo history
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,SUNPHARMA.NS,2026-08-04,1964.0,,1965.0,1947.0,1963.5,0.03,2046.9,1548.0,-4.05,False,False,1452514,,Nifty Indices constituents + Yahoo history
NEULANDLAB,Neuland Laboratories Ltd.,NEULANDLAB.NS,2026-08-04,19273.0,,19780.0,19155.0,19043.0,1.21,20089.0,11500.0,-4.06,False,False,35296,,Nifty Indices constituents + Yahoo history
BAJAJFINSV,Bajaj Finserv Ltd.,BAJAJFINSV.NS,2026-08-04,2105.0,,2105.0,2068.0,2096.0,0.43,2195.0,1597.0,-4.1,False,False,1958699,,Nifty Indices constituents + Yahoo history
BOSCHLTD,Bosch Ltd.,BOSCHLTD.NS,2026-08-04,41200.0,,41555.0,41000.0,41085.0,0.28,42985.0,28610.0,-4.15,False,False,14473,,Nifty Indices constituents + Yahoo history
CHOICEIN,Choice International Ltd.,CHOICEIN.NS,2026-08-04,824.8,,831.0,821.0,828.1,-0.4,860.5,568.7,-4.15,False,False,309427,,Nifty Indices constituents + Yahoo history
TORNTPHARM,Torrent Pharmaceuticals Ltd.,TORNTPHARM.NS,2026-08-04,5030.0,,5058.5,4996.0,5050.0,-0.4,5250.0,3480.6,-4.19,False,False,658473,,Nifty Indices constituents + Yahoo history
CAMS,Computer Age Management Services Ltd.,CAMS.NS,2026-08-04,809.4,,830.5,789.0,791.0,2.33,844.9,611.4,-4.2,False,False,4698717,,Nifty Indices constituents + Yahoo history
ACMESOLAR,ACME Solar Holdings Ltd.,ACMESOLAR.NS,2026-08-04,381.65,,386.4,369.25,362.6,5.25,398.65,195.9,-4.26,False,False,2928617,,Nifty Indices constituents + Yahoo history
ZYDUSLIFE,Zydus Lifesciences Ltd.,ZYDUSLIFE.NS,2026-08-04,1130.0,,1130.0,1113.1,1121.0,0.8,1181.5,835.5,-4.36,False,False,1085044,,Nifty Indices constituents + Yahoo history
NIVABUPA,Niva Bupa Health Insurance Company Ltd.,NIVABUPA.NS,2026-08-04,87.31,,87.8,86.4,86.56,0.87,91.4,67.5,-4.47,False,False,786772,,Nifty Indices constituents + Yahoo history
IKS,Inventurus Knowledge Solutions Ltd.,IKS.NS,2026-08-04,1845.9,,1884.4,1839.1,1848.9,-0.16,1933.0,1262.0,-4.51,False,False,143816,,Nifty Indices constituents + Yahoo history
USHAMART,Usha Martin Ltd.,USHAMART.NS,2026-08-04,503.6,,508.0,498.0,495.95,1.54,527.5,333.6,-4.53,False,False,567524,,Nifty Indices constituents + Yahoo history
BELRISE,Belrise Industries Ltd.,BELRISE.NS,2026-08-04,240.34,,243.86,239.0,241.86,-0.63,252.0,132.5,-4.63,False,False,2278142,,Nifty Indices constituents + Yahoo history
PNBHOUSING,PNB Housing Finance Ltd.,PNBHOUSING.NS,2026-08-04,1080.0,,1091.9,1051.9,1090.0,-0.92,1132.7,729.6,-4.65,False,False,1412782,,Nifty Indices constituents + Yahoo history
CREDITACC,CreditAccess Grameen Ltd.,CREDITACC.NS,2026-08-04,1557.6,,1574.9,1530.0,1558.2,-0.04,1634.0,1113.0,-4.68,False,False,137441,,Nifty Indices constituents + Yahoo history
CAPLIPOINT,Caplin Point Laboratories Ltd.,CAPLIPOINT.NS,2026-08-04,2571.9,,2614.6,2550.4,2516.8,2.19,2699.0,1500.3,-4.71,False,False,57214,,Nifty Indices constituents + Yahoo history
LUPIN,Lupin Ltd.,LUPIN.NS,2026-08-04,2410.0,,2410.0,2377.1,2393.0,0.71,2529.5,1836.8,-4.72,False,False,1168838,,Nifty Indices constituents + Yahoo history
INDUSINDBK,IndusInd Bank Ltd.,INDUSINDBK.NS,2026-08-04,1026.0,,1028.9,1014.6,1028.9,-0.28,1077.85,710.6,-4.81,False,False,720244,,Nifty Indices constituents + Yahoo history
RRKABEL,R R Kabel Ltd.,RRKABEL.NS,2026-08-04,2641.1,,2662.4,2598.7,2631.9,0.35,2775.0,1165.0,-4.83,False,False,499282,,Nifty Indices constituents + Yahoo history
AEGISVOPAK,Aegis Vopak Terminals Ltd.,AEGISVOPAK.NS,2026-08-04,296.15,,306.55,293.5,301.8,-1.87,311.49,158.0,-4.92,False,False,1038556,,Nifty Indices constituents + Yahoo history
PVRINOX,PVR INOX Ltd.,PVRINOX.NS,2026-08-04,1188.1,,1194.2,1131.4,1141.4,4.09,1249.7,907.4,-4.93,False,False,454506,,Nifty Indices constituents + Yahoo history
TATACAP,Tata Capital Ltd.,TATACAP.NS,2026-08-04,360.6,,366.0,358.3,364.75,-1.14,379.95,296.0,-5.09,False,False,856273,,Nifty Indices constituents + Yahoo history
JINDALSAW,Jindal Saw Ltd.,JINDALSAW.NS,2026-08-04,264.4,,266.5,259.45,256.95,2.9,278.95,153.0,-5.22,False,False,1577553,,Nifty Indices constituents + Yahoo history
AEGISLOG,Aegis Logistics Ltd.,AEGISLOG.NS,2026-08-04,1357.9,,1391.1,1350.0,1388.3,-2.19,1434.5,576.1,-5.34,False,False,678502,,Nifty Indices constituents + Yahoo history
